夜夜何曾得安眠,0,夜夜何曾得安眠。
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,10020934.68383794,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,10020936.148625722,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,10057613.849518424,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,10092813.583931929,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,10096233.881787213,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,10097487.227867758,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,10103338.419306671,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,10131920.589661755,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,10150443.62810473,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,10162792.320341071,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,10194545.464150056,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,10221884.852491727,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,10229968.756948378,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,10233398.971296757,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,10233853.4665964,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,10271595.20836165,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,10306725.22402359,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,10324875.265137307,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,10325035.798923895,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,10328153.131045753,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,10334325.32611086,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,10355801.415214974,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,10364843.340231808,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,10379172.766624,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,10387104.569700394,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,10390251.511399347,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,10445478.532936957,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,10452762.32080051,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,10474911.505220478,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,10493100.686302666,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,10500054.606911693,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,10511504.817641404,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,10513134.795530627,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,10515383.879529595,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,10519531.932696268,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,10520555.643016843,0.0
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,10562467.542157581,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,10578627.863895219,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,10591825.831404686,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,10603208.506453313,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,10613496.178639479,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,10627759.132331,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,10700524.727236846,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,10716072.886143982,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,10730315.416063288,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,10733652.426756978,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,10737807.218978737,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,10745589.837505478,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,10750281.62433675,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,10756051.237409709,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,10759848.661149362,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,10777566.838484062,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,10782815.108462041,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,10799420.213698883,0.2857142857142857
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,10799736.872915316,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,10813117.987223461,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,10820898.902068857,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,10823971.51041129,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,10826102.02409041,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,10834117.89167846,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,10858999.356319444,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,10859382.391977627,0.14285714285714285
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,10870202.629052553,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,10873797.219920907,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,10875035.444041634,0.14285714285714285
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,10897219.139317803,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,10900412.33480115,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,10907217.555386389,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,10920562.839327576,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,10933000.130888471,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,10937234.804481896,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,10940136.545338782,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,10962288.186659465,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,11026828.880584322,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,11038464.282463973,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,11111363.547462432,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,11111774.853947602,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,11139172.949148465,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,11148772.803908167,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,11153909.190534279,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,11159523.199023558,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,11168264.885046268,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,11174276.73539902,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,11176367.767271278,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,11179036.945678564,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,11207389.56906602,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,11211229.71188679,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,11211828.74424426,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,11217588.406325083,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,11222397.289261842,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,11223522.18993425,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,11231092.92195361,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,11267824.993311433,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,11275391.28977494,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,11283838.46777076,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,11283838.46777076,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,11284708.528974345,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,11300336.284706762,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,11312888.150559105,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,11322841.876505649,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,11326584.309487268,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,11348010.541713959,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,11351498.04328222,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,11352623.658344466,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,11357927.871313324,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,11365351.67716803,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,11384593.024267584,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,11407268.92039992,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,11417978.886340547,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,11418543.691828083,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,11421341.504039915,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,11447177.806414105,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,11458638.93198098,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,11460071.825256975,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,11472296.392002918,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,11492686.625302074,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,11495841.062716223,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,11522271.916535081,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,11530591.35976899,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,11531326.650751859,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,11531656.135474294,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,11546599.596660735,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,11559500.196046205,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,11569726.224232668,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,11589778.654241908,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,11594832.677102245,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,11597917.98785406,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,11599455.724211408,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,11599690.481377434,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,11607102.342271684,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,11609976.807689834,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,11610763.582900476,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,11636628.47746597,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,11643738.33398748,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,11645776.364638805,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,11650386.733364742,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,11652637.627062025,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,11664246.348873293,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,11671536.251968276,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,11686680.043636594,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,11690166.206700355,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,11700276.722868416,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,11718062.258266272,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,11722275.532649297,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,11723214.519827647,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,11723501.884650953,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,11725714.676812978,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,11730319.257384734,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,11735804.13556187,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,11747847.272515055,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,11750986.155737234,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,11756894.74256134,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,11764822.687036434,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,11770433.710917765,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,11794874.638762666,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,11804106.634552352,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,11849763.80676528,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,11849894.693259029,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,11855754.05323524,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,11876667.312870031,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,11879474.198677342,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,11889865.683975507,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,11893067.497115595,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,11894728.696723588,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,11900092.371652292,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,11911562.24598793,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,11911562.24598793,0.14285714285714285
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,11919974.6368512,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,11933565.485063162,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,11944435.305141898,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,11971025.017146986,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,11976705.149518462,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,11988099.726725163,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,12010384.765017936,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,12017250.415590007,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,12022646.312160581,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,12039330.221951177,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,12045419.30612014,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,12066883.451265568,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,12097059.931760257,0.2857142857142857
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,12097059.931760257,0.2857142857142857
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,12104248.519508341,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,12109628.595323782,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,12111996.723813975,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,12151345.612944772,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,12151415.948388634,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,12181917.367695866,0.14285714285714285
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,12191526.672957366,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,12202844.625896575,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,12221659.900947858,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,12225576.837664977,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,12242271.305228781,0.2857142857142857
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,12250577.07579482,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,12256419.727494476,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,12387354.975611553,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,12400992.333886633,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,12425626.385825785,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,12457095.285837121,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,12463152.888648456,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,12464588.261132382,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,12464588.261132382,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,12505732.408674944,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,12506250.194802614,0.2857142857142857
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,12535828.874682711,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,12543953.795872597,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,12558257.864774315,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,12602412.195126358,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,12609351.701590616,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,12619945.77857593,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,12648037.830700822,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,12657477.496530337,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,12667831.660822835,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,12670138.741348106,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,12674239.043626102,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,12684987.263003908,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,12688612.160475096,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,12707396.642912373,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,12712312.33051673,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,12732940.519847153,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,12744719.752197016,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,12747343.13509185,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,12760397.35481377,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,12765677.691515973,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,12767829.263818832,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,12767829.263818832,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,12768443.022297833,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,12772944.338111933,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,12808675.767628998,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,12818919.992782941,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,12826222.887432212,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,12827760.595936222,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,12828839.359770142,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,12846506.260105629,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,12869998.644179318,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,12882547.450223653,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,12891420.477187134,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,12965221.730519079,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,12990737.541943444,0.2857142857142857
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,13006777.292894507,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,13054969.496829504,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,13074613.750934882,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,13077432.431046125,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,13101412.79081467,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,13101922.833562782,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,13127543.834225774,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,13198167.266230447,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,13203310.926499076,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,13230285.523760354,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,13236454.073476573,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,13241202.097828558,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,13256403.080563694,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,13256849.28088854,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,13260223.22414444,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,13264032.063724902,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,13279351.66337609,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,13294281.684720859,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,13313100.451029915,0.0
