愁人心中似箭穿,0,愁人心（哪）中似箭穿。
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,8819582.584096497,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,8834740.81799024,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,8848533.708725011,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,8858330.418318097,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,8860334.960813874,0.14285714285714285
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,8868687.601713493,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,8868861.011894392,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,8894122.994218025,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,8910432.405317388,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,8940746.128837325,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,8950013.739266274,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,8957356.60903703,0.14285714285714285
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,8965145.132143525,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,8970556.450024059,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,8975680.896566596,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,8979117.75628463,0.14285714285714285
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,8991765.526642,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,8994169.957386754,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,9004252.920300461,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,9007879.444409518,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,9012293.896207739,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,9022380.765184106,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,9047110.221994072,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,9065852.14149489,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,9067092.117197204,0.14285714285714285
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,9074795.749645835,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,9095534.587277818,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,9102300.572281498,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,9102630.066302683,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,9118142.221380584,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,9168399.237792935,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,9175149.938285751,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,9182755.192495417,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,9203580.315864826,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,9205633.585200306,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,9210024.70544826,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,9216792.827780448,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,9219799.148597121,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,9221594.388576848,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,9263211.241502538,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,9263211.241502538,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,9273054.689936955,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,9297070.709173525,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,9307803.234738233,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,9308393.20813689,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,9315370.607134316,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,9322045.425529769,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,9324203.998224081,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,9337490.776586961,0.2857142857142857
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,9342728.334154116,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,9347671.165202828,0.2857142857142857
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,9352232.208139114,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,9352310.988925265,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,9384783.063382683,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,9389803.478759773,0.14285714285714285
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,9390299.449578606,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,9397720.21625501,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,9410362.955800146,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,9410622.664312815,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,9430631.871536665,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,9435176.133428529,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,9452850.41248964,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,9460961.633784417,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,9463239.085602004,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,9477777.833690472,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,9503780.656515446,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,9510969.506489169,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,9516309.982083624,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,9542882.288469858,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,9545926.14036944,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,9585911.763341142,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,9594816.27982558,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,9595962.93707652,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,9615963.116107231,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,9618759.291337967,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,9642835.101771256,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,9646807.134559618,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,9657715.9136475,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,9665891.573160533,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,9673732.234907862,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,9678907.88797924,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,9689760.713955313,0.2857142857142857
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,9702752.086356446,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,9703280.3701875,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,9710004.455785042,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,9731769.0537614,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,9743244.210929073,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,9746741.026150014,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,9758027.968701283,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,9758818.76628304,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,9775396.371715974,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,9779046.455820566,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,9785374.016270734,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,9791214.557407305,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,9795952.909337426,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,9800491.067462038,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,9810143.87851889,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,9824606.248270478,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,9836539.434266668,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,9848740.329894453,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,9851406.13411402,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,9851726.278838336,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,9851996.15809307,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,9857247.207828354,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,9864452.57238306,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,9868351.368161928,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,9933474.44867826,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,9979347.567255773,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,9999124.801214315,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,10010106.848087616,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,10016079.082952691,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,10054430.405687517,0.0
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,10056610.297545757,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,10072841.61102885,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,10084129.970528327,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,10087712.010306245,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,10103074.510107832,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,10135085.435913697,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,10138871.295414444,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,10141461.515281595,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,10152115.246112369,0.14285714285714285
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,10154016.243161857,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,10157793.293434061,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,10168753.674625853,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,10184833.198328767,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,10190217.446229829,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,10190264.908682354,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,10206553.621962475,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,10207431.91090678,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,10210994.819315432,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,10225175.078078484,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,10226519.106594158,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,10228981.69702632,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,10255751.526735399,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,10269377.977748923,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,10279537.813524632,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,10317106.598945748,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,10322333.35414391,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,10344266.38331434,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,10350300.151345598,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,10359455.94049577,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,10367264.096009707,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,10377560.237766026,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,10406267.39863263,0.14285714285714285
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,10442679.908657432,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,10448842.378425749,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,10448842.378425749,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,10456627.86315834,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,10488869.624133363,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,10503131.768584749,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,10555294.559571799,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,10591097.6837995,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,10621632.812101297,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,10621967.669926833,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,10669246.893937588,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,10674484.416202746,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,10686019.836983418,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,10693373.041825026,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,10701895.713896351,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,10708036.125032214,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,10719433.902757118,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,10721989.16290203,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,10728005.84395268,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,10735308.309707796,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,10752744.284733115,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,10752744.284733115,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,10765899.111171154,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,10784942.572037816,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,10787797.508675726,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,10790299.9226931,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,10798394.150429012,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,10803856.91904737,0.14285714285714285
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,10805603.265186522,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,10842618.969892092,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,10849612.813693527,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,10892252.60523851,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,10895924.940350566,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,10897006.318740735,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,10910636.614598991,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,10912516.261545993,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,10918262.07312269,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,10927597.108224893,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,10927597.108224893,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,10963479.293251608,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,10971666.548830222,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,10981112.33115531,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,10995487.712232782,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,10997597.80833704,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,10998357.197239615,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,11000953.472461257,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,11055498.36214265,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,11067305.693714961,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,11069343.652774144,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,11074804.542201819,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,11077469.65479542,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,11096891.35374108,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,11097636.440728538,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,11104662.347058732,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,11113021.313762113,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,11122338.353340728,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,11129255.126573749,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,11155523.512047997,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,11157145.380208144,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,11167979.149176756,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,11169926.24347401,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,11181971.96845965,0.14285714285714285
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,11189830.452594867,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,11192262.889082845,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,11197196.854440818,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,11216746.586108087,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,11236963.986511573,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,11238419.894554451,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,11256233.320353778,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,11266072.07067498,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,11272670.565367935,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,11282444.785256816,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,11283308.822915683,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,11286966.919189353,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,11310664.019924702,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,11321106.536921965,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,11336600.341213007,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,11345664.41142962,0.42857142857142855
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,11375165.572977569,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,11387330.476497876,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,11388635.359366937,0.14285714285714285
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,11391043.831606535,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,11408129.595601333,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,11414547.652781913,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,11441728.210860197,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,11450913.226523621,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,11482835.965197308,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,11483394.536546081,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,11495933.542055055,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,11496166.544090109,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,11499018.69009883,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,11499698.348479196,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,11512511.95920954,0.14285714285714285
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,11534041.27982735,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,11561834.21118921,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,11561866.018382456,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,11608314.380990675,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,11616436.555069642,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,11643250.004445577,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,11668691.151031341,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,11681707.231356662,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,11688297.375727981,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,11693343.883107407,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,11698630.338565975,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,11704135.784518402,0.14285714285714285
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,11704704.146265233,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,11705030.637124328,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,11708211.98470759,0.14285714285714285
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,11735045.168313647,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,11745584.570538811,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,11752804.224447379,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,11761164.245591803,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,11771488.977618247,0.0
