舍不得衙役们众班头,1,舍不得衙役们众班头。
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,6903714.276430077,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,6918440.792320482,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,6925278.957636803,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,6943215.77247644,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,6965798.9247248,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,6974593.168176033,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,7007697.81253383,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,7022057.638070309,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,7037494.439557841,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,7055897.660443619,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,7068173.376174057,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,7089319.897566303,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,7091531.033141504,0.1111111111111111
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,7093508.361646835,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,7093525.734254297,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,7110945.219295418,0.1111111111111111
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,7131198.831111436,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,7131248.318942592,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,7132742.9463339485,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,7134763.378572718,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,7136053.4324014215,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,7136270.960911763,0.2222222222222222
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,7144982.1288905945,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,7147524.621936433,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,7189810.025847158,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,7194072.133108442,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,7201301.451373828,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,7205695.991925075,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,7210504.073808541,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,7212960.428265769,0.1111111111111111
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,7218724.802433699,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,7228535.414729443,0.1111111111111111
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,7243720.931258412,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,7256660.246875167,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,7261661.850232493,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,7272370.963469888,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,7278550.5316117,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,7320046.169456229,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,7322196.922351848,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,7329896.113506846,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,7330222.154167156,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,7367506.97697242,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,7369112.063874103,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,7377935.479954603,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,7382252.105877783,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,7382856.943388989,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,7387767.247526978,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,7389541.470538546,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,7391672.7331061475,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,7400983.278550777,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,7406627.730188194,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,7427474.195009782,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,7434361.917913588,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,7437928.158619832,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,7453909.070142157,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,7457987.911359906,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,7459614.995341995,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,7472756.252672412,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,7489917.281736483,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,7493469.185991262,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,7493469.185991262,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,7522021.354181852,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,7536284.884912613,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,7544736.929719679,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,7554675.572013301,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,7560010.006420109,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,7589874.306185968,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,7603399.552950397,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,7615818.061963354,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,7621510.5326958755,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,7639250.246422222,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,7642255.636313244,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,7646561.0114612,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,7667081.110430735,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,7670385.614920223,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,7685778.557827187,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,7687091.719922425,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,7711726.821545036,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,7717166.588750476,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,7728400.1566223875,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,7733866.128607245,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,7751263.012349351,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,7756121.931434926,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,7770544.454825017,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,7775535.521071463,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,7783607.034823426,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,7787394.289114069,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,7788398.02264312,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,7820716.465945965,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,7831994.18280063,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,7837520.981386569,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,7853183.271875619,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,7853183.271875619,0.1111111111111111
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,7855492.708767323,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,7869100.328158458,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,7875607.210789778,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,7877883.12004111,0.1111111111111111
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,7881810.709140529,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,7889608.117382331,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,7896934.0411214335,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,7915275.554307904,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,7920985.121929187,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,7925099.971629454,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,7929816.85632694,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,7957876.9854973685,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,7970915.797479839,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,7974091.643998121,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,7995009.630480742,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,8010716.361870633,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,8013088.836456505,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,8013542.49600015,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,8031479.797045559,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,8031985.98848279,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,8038057.752025504,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,8046055.214435206,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,8056733.737332697,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,8078569.693024124,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,8084167.668809376,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,8089414.927252056,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,8091090.521892002,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,8100880.851892854,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,8110702.897881727,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,8120373.264437542,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,8126965.997513819,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,8147657.323974298,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,8148333.197116712,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,8157133.936326484,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,8182043.623638068,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,8205205.0523349065,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,8206891.844546551,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,8214533.052889039,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,8224737.440244289,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,8267521.911490443,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,8283333.425715916,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,8284447.121709202,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,8308852.498433573,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,8311885.763607707,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,8312339.000884335,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,8331357.154559807,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,8336100.106767832,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,8358329.010779618,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,8365171.46966733,0.1111111111111111
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,8366403.108256713,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,8367361.37669257,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,8370414.655887705,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,8371346.272726135,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,8374062.317791189,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,8381524.95978553,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,8388205.11967318,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,8409303.32938007,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,8414704.978635008,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,8426853.98942788,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,8426853.98942788,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,8439705.589454638,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,8443578.675820878,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,8443578.675820878,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,8481770.850843072,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,8484815.302126657,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,8512062.2333675,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,8514897.589963684,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,8533884.735681927,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,8556255.156065285,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,8561332.732935486,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,8562591.763490736,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,8581684.924598174,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,8593952.002421891,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,8598477.7705643,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,8600310.434074517,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,8602250.216307374,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,8602986.235665185,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,8604592.636008577,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,8635516.312946033,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,8638380.62324382,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,8662450.233464982,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,8668011.54993968,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,8682176.8111657,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,8682176.8111657,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,8683667.18634112,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,8692598.482425211,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,8698921.102933416,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,8702568.0698008,0.1111111111111111
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,8703374.095534133,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,8706305.855228676,0.1111111111111111
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,8727329.59205197,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,8751879.067243991,0.1111111111111111
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,8759467.756758444,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,8762128.13649764,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,8763925.991819838,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,8805571.24489906,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,8817636.171072286,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,8819532.561747858,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,8823772.656521287,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,8823790.923443826,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,8831138.415858258,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,8836832.672599653,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,8845353.098870955,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,8886469.35411723,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,8903151.958280835,0.1111111111111111
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,8905260.643824741,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,8936711.097156934,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,8941867.006383618,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,8944433.657041933,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,8945626.505219094,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,8952007.327884533,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,8982008.6696318,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,8991966.81309767,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,8995213.231515821,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,9005064.081483122,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,9015033.05507118,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,9020285.848502556,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,9020285.848502556,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,9043979.313583476,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,9045459.75803925,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,9047479.667465646,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,9051828.191414302,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,9069542.465022868,0.1111111111111111
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,9069777.680080382,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,9080549.619549658,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,9119501.135398274,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,9131962.623999903,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,9147777.722881585,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,9160584.952407366,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,9161035.531101536,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,9161574.621611618,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,9169418.0973896,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,9178455.50114195,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,9181070.740232565,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,9194595.278643208,0.1111111111111111
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,9195852.931972183,0.1111111111111111
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,9220419.054062163,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,9223398.353738785,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,9225013.233919915,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,9225013.233919915,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,9225847.015058648,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,9252362.2721614,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,9271227.012940956,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,9278543.98537588,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,9328983.828627812,0.1111111111111111
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,9330889.751533378,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,9349456.405868232,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,9363870.924992723,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,9369716.405650206,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,9373400.050114939,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,9388410.65455483,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,9392022.362386256,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,9392065.050355172,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,9411539.274189735,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,9425377.034751527,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,9434762.086034022,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,9439318.300316595,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,9450992.28466057,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,9477985.698748527,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,9480033.756679295,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,9501467.877678808,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,9501951.474202443,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,9523331.838655535,0.0
