胡言乱语怎瞒咱,8,胡言乱语怎瞒（呐）咱！
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,6354181.759404221,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,6355997.484488625,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,6374231.380009112,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,6375115.408976041,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,6375867.543085244,0.14285714285714285
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,6378594.137664598,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,6379575.916683756,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,6385999.645302282,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,6388883.750739673,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,6388947.500252042,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,6397531.625841792,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,6399473.986551526,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,6404847.401710459,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,6407230.499952611,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,6415079.374174044,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,6424414.635229507,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,6432346.764456532,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,6437320.711626827,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,6443574.713604245,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,6452005.008649111,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,6465919.103395578,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,6469146.797284338,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,6470494.702862329,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,6481832.336915419,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,6504828.428732685,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,6513182.854767312,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,6528529.609705235,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,6533145.687552487,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,6538415.04143763,0.2857142857142857
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,6546584.07141303,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,6549625.949787487,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,6562879.039416933,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,6563835.481152253,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,6572837.455960967,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,6576211.366129311,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,6587765.194494311,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,6600642.003946473,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,6608807.689646007,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,6613596.169876004,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,6628409.814961446,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,6629827.226756244,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,6643315.2155874185,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,6650703.523633372,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,6652155.21766808,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,6659322.567808209,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,6688122.286041289,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,6689991.947241165,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,6691987.9156371,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,6692234.2241513105,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,6707312.909859386,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,6708098.103548808,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,6708993.175477649,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,6717631.020571472,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,6732428.31528723,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,6737083.372264091,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,6739852.509880781,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,6742328.215276869,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,6745629.195367141,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,6747221.651840941,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,6759441.332910855,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,6765064.753410825,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,6774506.754253611,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,6780925.938673254,0.14285714285714285
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,6785539.344666449,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,6808624.600607163,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,6811837.066387449,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,6824944.833976888,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,6824944.833976888,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,6842048.958719012,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,6843388.654765571,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,6843454.974204998,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,6845637.62192726,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,6865258.560870091,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,6869616.547861517,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,6872369.378743705,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,6872664.078501381,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,6878834.335899027,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,6892409.758770199,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,6894917.929961437,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,6896696.513641019,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,6900686.576909468,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,6901117.37367332,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,6903264.107977289,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,6915679.454707705,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,6927018.240196586,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,6929762.098719923,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,6949857.605538442,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,6971320.228050512,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,6973415.226084207,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,6980081.713312836,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,6994205.780494858,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,6999258.69708521,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,7001281.6514966795,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,7004320.636878618,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,7004469.89336332,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,7028628.083734733,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,7032721.219346661,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,7033315.744778514,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,7047040.249436379,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,7047842.946934404,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,7051300.230536857,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,7054141.555462593,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,7068702.287238662,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,7078286.115654563,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,7106858.326112069,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,7111579.800850919,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,7125683.860171727,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,7151327.1721041985,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,7165207.254005697,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,7168748.731492958,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,7174469.958958257,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,7176402.080479029,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,7190467.516190004,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,7192138.443195248,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,7198548.5862110285,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,7213869.106156162,0.14285714285714285
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,7215338.914199886,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,7221875.960416508,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,7232439.581898539,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,7236775.534293962,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,7242004.510505061,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,7242225.8603612045,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,7242894.558565571,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,7243843.295964526,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,7251759.343891611,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,7252149.65145697,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,7254044.148216934,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,7256152.253739109,0.14285714285714285
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,7268866.250941092,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,7284134.524761367,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,7292582.54123906,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,7297451.9738523625,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,7300437.215496506,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,7301146.789881786,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,7316880.817517544,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,7317121.163191333,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,7322939.546463227,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,7337022.551895792,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,7352452.106171339,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,7358962.978156264,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,7369355.736521452,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,7377585.555175563,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,7386349.801151232,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,7389992.321698308,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,7396245.843194314,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,7396582.084030587,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,7408107.212574254,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,7416687.759885577,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,7424536.237340944,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,7429532.144363676,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,7440398.422031568,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,7440623.381204133,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,7449570.881333108,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,7450769.60528707,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,7458834.366254852,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,7474302.979562012,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,7488856.129090109,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,7490262.073908071,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,7494852.618419555,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,7499190.245391662,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,7506980.165366873,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,7516850.543707945,0.14285714285714285
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,7518222.43592166,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,7534779.533288325,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,7536233.593898852,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,7539401.015349064,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,7550688.789019138,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,7551551.107857951,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,7554599.407439941,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,7560610.528337818,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,7574603.302415439,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,7577841.426656065,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,7579477.584124219,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,7589025.485109931,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,7589749.837669063,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,7603841.740678709,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,7604038.463016699,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,7604166.739423077,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,7606760.0738498205,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,7617850.390072931,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,7624458.367984776,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,7626647.8612300055,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,7626898.911116667,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,7636508.522250476,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,7642005.446826971,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,7642288.951792317,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,7642573.191522185,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,7657921.104201053,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,7659495.219047511,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,7682610.210509129,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,7690113.197764594,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,7691018.561821234,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,7693136.970881642,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,7695546.236901164,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,7700343.4898023205,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,7707005.974937797,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,7711380.994327357,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,7724190.222320787,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,7737927.223275045,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,7740194.608087105,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,7748457.248462542,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,7761474.506568043,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,7763294.513816645,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,7777166.058031362,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,7809125.003883958,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,7819416.708412444,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,7822307.610799019,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,7833942.5817598915,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,7850242.863619175,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,7859484.415183694,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,7871765.884764046,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,7878295.564677556,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,7891731.286209055,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,7907305.106341059,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,7918482.353983433,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,7918617.885032487,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,7921878.835909179,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,7939581.234140191,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,7952873.444562533,0.14285714285714285
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,7974179.918478405,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,7977193.906717632,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,7979125.111859531,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,7991394.244436867,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,8013324.477680241,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,8028573.4060449265,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,8057888.737085777,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,8059300.123506476,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,8066948.75852335,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,8066948.75852335,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,8082544.374799967,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,8087059.901078876,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,8104483.924344331,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,8115933.585268333,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,8116038.781710499,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,8128723.343624388,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,8140211.437557818,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,8147170.068121926,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,8167086.387104123,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,8174791.451516744,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,8191830.706044832,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,8194500.637434404,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,8196930.664982919,0.14285714285714285
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,8200257.192318139,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,8205687.004122366,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,8213234.09248364,0.14285714285714285
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,8221322.978689798,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,8252544.244028435,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,8254813.409138346,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,8259183.078480994,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,8270504.243651231,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,8272527.790232712,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,8275892.73249129,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,8276132.280651906,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,8279251.256205612,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,8283903.913052704,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,8289410.33583536,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,8309428.890891678,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,8329899.226073346,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,8330390.080469723,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,8331474.472662478,0.0
