一轮明月照窗前,0,一轮明月照窗前，
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,10627765.950315244,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,10627765.950315244,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,10673790.553119773,0.0
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,10677737.325329661,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,10712785.518857747,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,10768301.985818138,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,10783361.406562626,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,10799302.288737295,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,10815198.000802428,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,10820372.01463631,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,10827912.28249444,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,10828637.64946191,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,10837914.102481227,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,10867880.83074896,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,10870667.899619196,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,10879702.508165903,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,10904774.00909096,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,10912708.33200961,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,10931384.680640887,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,10971324.492145931,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,10999621.398814008,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,11005378.4821264,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,11025558.496939125,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,11039135.287486194,0.14285714285714285
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,11050812.360275136,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,11051667.684168302,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,11074993.237721166,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,11077444.57130034,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,11086628.750769872,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,11097924.17968585,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,11108620.889807353,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,11123110.936288523,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,11136258.096784303,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,11168033.876481857,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,11188855.924976029,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,11195360.96393389,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,11231336.553933818,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,11240380.19214186,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,11270457.770162107,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,11276238.889722073,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,11371541.257254086,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,11377257.526848951,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,11412504.783754304,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,11415043.764281426,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,11445033.103046456,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,11448101.794064885,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,11466729.504159357,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,11470961.94838331,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,11486031.94989747,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,11523851.462952202,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,11525760.302933564,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,11531384.652497642,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,11554783.901436897,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,11558802.587784875,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,11561160.04894438,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,11568082.362455072,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,11569784.677273538,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,11569943.408614349,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,11582944.809695344,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,11603285.039306939,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,11617493.439903278,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,11617493.439903278,0.14285714285714285
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,11635369.95601118,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,11644456.163381137,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,11661477.099252287,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,11677291.851519508,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,11683299.822144412,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,11717358.555171145,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,11720958.916893236,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,11724293.67134001,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,11730545.223144138,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,11731167.194366677,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,11741851.245855596,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,11765560.6237261,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,11766438.697456429,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,11770413.012828432,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,11781690.847582504,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,11787027.417572347,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,11788573.886354016,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,11831596.484001761,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,11834853.30681576,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,11837142.139324078,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,11841282.360348346,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,11871817.481626583,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,11875006.767995,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,11940022.64615324,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,11943804.84344897,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,11980813.26719504,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,12067781.129985854,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,12081387.867590373,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,12105085.46590854,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,12117381.422875645,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,12119079.785773246,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,12139339.920915406,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,12149227.877739683,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,12167550.887800159,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,12197256.260662526,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,12226920.565299392,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,12232319.091530465,0.14285714285714285
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,12239712.944286752,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,12263950.833184311,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,12266619.751494449,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,12299626.471114956,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,12299626.471114956,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,12300658.242952831,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,12306830.36999507,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,12324301.505705744,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,12335264.027012302,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,12357009.135563847,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,12374189.734392133,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,12389206.24546066,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,12394040.220644794,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,12404319.591991205,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,12405373.990493564,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,12408369.920373075,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,12419300.152218975,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,12433311.795323675,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,12440697.485278204,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,12442032.54626454,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,12447365.397078047,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,12450264.413956722,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,12451392.817515766,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,12453193.086989718,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,12455406.481380535,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,12457783.426832827,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,12462006.334532266,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,12478116.2362306,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,12491205.338800391,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,12563292.99383205,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,12573809.95445611,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,12581434.036114244,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,12604535.416544694,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,12610901.607550368,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,12647355.602306172,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,12696883.143843347,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,12708449.453994865,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,12717722.270092653,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,12725848.892322073,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,12729039.77258687,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,12735546.543926999,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,12763639.570958745,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,12774383.22404044,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,12781503.048619455,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,12795113.69966851,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,12799582.333298102,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,12815422.032603689,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,12819364.914088296,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,12828931.518378284,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,12829297.52475458,0.14285714285714285
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,12862496.574458221,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,12898490.543253494,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,12945780.340217825,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,12946290.12165688,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,12949368.285984185,0.14285714285714285
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,12952104.55069847,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,12955502.722185574,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,12977794.276585314,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,12993583.990023278,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,13015620.356119132,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,13020270.78498333,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,13020270.78498333,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,13020546.976846702,0.2857142857142857
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,13040388.518780358,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,13048489.667675668,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,13073784.83824567,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,13087185.398871413,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,13087246.244140755,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,13148201.42900287,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,13150042.645867515,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,13176107.984720252,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,13185121.354057245,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,13193021.711641587,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,13195820.779532652,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,13202026.186462421,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,13206846.247999702,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,13228904.087101966,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,13248699.76740045,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,13285352.293581808,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,13285352.293581808,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,13303512.176066112,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,13305046.45734388,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,13356890.05885841,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,13360882.176551832,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,13364824.283281785,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,13395784.957847979,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,13400383.272076577,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,13402821.793898353,0.2857142857142857
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,13417663.17794507,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,13448520.368539551,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,13451999.831391271,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,13476402.662846806,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,13479683.106964048,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,13491833.805178864,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,13498803.389182985,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,13516738.047463242,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,13551965.245153494,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,13551965.245153494,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,13555521.681611966,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,13567592.96067548,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,13588922.257178823,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,13613248.22306342,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,13617083.171381792,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,13641847.581376871,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,13642220.318755133,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,13671073.664600134,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,13675524.775077036,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,13718166.494978039,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,13723359.424290458,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,13729873.282891426,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,13738796.026209189,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,13774527.515254665,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,13801066.846783612,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,13812760.11815029,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,13813301.730788747,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,13851513.231379928,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,13853932.188182326,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,13897478.05921696,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,13912290.95105172,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,13916926.714549571,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,13938705.773948427,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,13939167.164118,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,13953281.720004803,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,13953281.720004803,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,13956203.265501097,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,13996909.0332967,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,14001479.214601781,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,14004897.748286817,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,14007133.044675302,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,14024645.16924298,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,14066491.1742769,0.14285714285714285
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,14070519.29664813,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,14089119.744218063,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,14094940.133271556,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,14133133.408817014,0.2857142857142857
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,14179431.881195867,0.2857142857142857
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,14196808.800625103,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,14234789.205440134,0.0
daxp-WoZhuYe-SiLangTanMu.xml_4,叫番儿忙摆驾银安殿，,14242170.783970477,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,14244466.583754169,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,14244466.583754169,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,14276057.035278382,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,14277161.038664239,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,14295939.318225667,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,14310367.67506692,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,14319369.684776595,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,14370947.025123598,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,14391837.397897474,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,14394900.195781585,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,14422484.709497994,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,14425799.038254604,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,14456567.649364533,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,14458047.950281905,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,14465254.949529259,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,14482437.660822246,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,14485445.117217936,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,14488835.443222832,0.0
