闲无事在敌楼亮一亮琴音,1,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,10583515.895891022,0.09090909090909091
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,10589306.631796608,0.09090909090909091
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,10616412.275252122,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,10649162.589287879,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,10671773.972932408,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,10687129.478607869,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,10691339.011942953,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,10699939.698102616,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,10722010.142518714,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,10734977.71808436,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,10734977.71808436,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,10764651.917818777,0.09090909090909091
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,10779980.742529873,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,10796992.655619955,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,10798541.504678635,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,10798907.199510736,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,10805051.578250075,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,10809495.402958956,0.09090909090909091
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,10810292.474412221,0.18181818181818182
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,10815248.630610066,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,10815293.928116139,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,10834561.112750577,0.09090909090909091
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,10843631.409470063,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,10844989.412516823,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,10856483.325880382,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,10862265.087738402,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,10871945.608629374,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,10886052.972884579,0.09090909090909091
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,10953567.913753552,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,10961125.468714189,0.09090909090909091
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,10972904.21260808,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,10973718.354317319,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,10983908.96499218,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,10984302.405268349,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,10986287.176145125,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,10990693.625811586,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,11024475.827121392,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,11032223.45545456,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,11038316.749529453,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,11040990.134566301,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,11043769.366627393,0.09090909090909091
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,11045513.011117145,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,11062280.347444266,0.09090909090909091
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,11068053.761261217,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,11069259.207295852,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,11077497.009371055,0.09090909090909091
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,11093090.55863748,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,11123118.133995924,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,11124552.909688225,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,11129029.073310379,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,11129425.3990257,0.09090909090909091
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,11134557.983309062,0.09090909090909091
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,11151730.53665704,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,11163180.817582646,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,11165715.824372245,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,11195229.586481676,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,11201793.156701067,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,11202952.757138714,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,11217647.058033166,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,11227732.742553113,0.18181818181818182
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,11231287.082845815,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,11234117.865215406,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,11238236.015534133,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,11242050.977707567,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,11249633.630996788,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,11272175.338656893,0.09090909090909091
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,11280146.936520843,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,11298427.570846837,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,11307118.902323022,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,11312763.125708729,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,11326272.289406475,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,11326282.790255329,0.09090909090909091
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,11330253.523648687,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,11332932.718268383,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,11334341.628547512,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,11336991.100724958,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,11347578.852285659,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,11361207.23613807,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,11377460.488103932,0.09090909090909091
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,11398534.451909719,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,11401428.524392491,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,11402580.997133616,0.09090909090909091
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,11410070.60336877,0.09090909090909091
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,11418308.532099761,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,11448943.701987727,0.09090909090909091
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,11460152.655948691,0.09090909090909091
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,11486475.93406183,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,11487772.368415264,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,11493633.458318103,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,11506774.96839451,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,11525550.195649112,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,11532333.291897815,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,11539736.136944802,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,11540371.273710772,0.2727272727272727
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,11540963.90634935,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,11542483.928979257,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,11552662.432437062,0.09090909090909091
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,11560612.716253499,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,11579740.917529102,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,11596719.247031892,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,11610845.142271757,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,11615642.522742601,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,11616346.915133983,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,11650748.338853085,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,11667962.362402324,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,11676991.538957102,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,11688603.897687305,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,11704616.817060674,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,11751413.858095942,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,11762689.822670659,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,11771649.670891624,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,11790018.559997818,0.09090909090909091
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,11814277.34178946,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,11830876.354137158,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,11845142.846243,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,11845950.210896386,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,11847711.926920932,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,11849400.221750544,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,11892192.565968817,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,11914223.572687512,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,11927329.527644105,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,11984739.17823329,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,11992834.295452219,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,12004302.298275083,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,12006604.786689943,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,12007504.805807555,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,12011976.685918927,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,12025570.69005147,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,12062305.244645474,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,12062889.485337576,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,12064780.132200208,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,12070316.490805617,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,12074054.560520582,0.09090909090909091
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,12078622.454156166,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,12085034.156715933,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,12094350.141023334,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,12132977.99928332,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,12141287.506097637,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,12144519.427204095,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,12162452.978678837,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,12189096.11571315,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,12211766.29021933,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,12231230.723015793,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,12237991.777035126,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,12239064.369765583,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,12253209.326683193,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,12255426.104265051,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,12257292.326298872,0.09090909090909091
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,12260973.07636574,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,12277852.302370623,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,12315674.237058775,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,12341741.203952799,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,12342041.145394713,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,12357757.93209141,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,12364469.087933972,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,12373192.88100392,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,12378412.063241098,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,12390464.063370919,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,12441652.038521448,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,12447744.661104195,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,12469249.365579026,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,12476006.122625954,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,12524692.177221613,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,12578718.639436733,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,12602124.800171817,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,12609487.711401587,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,12623295.208524356,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,12626820.539572708,0.09090909090909091
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,12628110.134037536,0.09090909090909091
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,12647857.037698025,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,12652158.996358745,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,12670273.351190228,0.09090909090909091
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,12679006.817226773,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,12699133.105706565,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,12704603.54177329,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,12704874.807781363,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,12717827.787610525,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,12752262.18642638,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,12758294.466679417,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,12771146.835636066,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,12778870.243767954,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,12785234.468491673,0.09090909090909091
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,12785564.923844766,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,12796014.902608875,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,12796014.902608875,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,12801593.327818662,0.09090909090909091
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,12806753.77377048,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,12807627.603414765,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,12810909.768701505,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,12874725.586483274,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,12877724.31780028,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,12877984.710734418,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,12884634.646787144,0.18181818181818182
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,12892683.92451387,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,12897112.236708833,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,12908298.55678433,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,12949048.659477722,0.18181818181818182
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,12952763.747068007,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,12986741.182713963,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,12989726.26311387,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,12995112.0244334,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,12996496.712221848,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,13023376.606308576,0.09090909090909091
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,13038842.802241102,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,13052085.924929136,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,13052085.924929136,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,13059690.292570425,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,13064191.692715865,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,13089014.913008705,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,13103197.16564438,0.09090909090909091
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,13104701.162921786,0.09090909090909091
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,13153468.732852126,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,13170270.407036265,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,13187472.090409856,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,13192440.419595923,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,13194064.654847348,0.09090909090909091
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,13228267.11801013,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,13230558.782947745,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,13262721.920612058,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,13285421.575019311,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,13297614.507803364,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,13306648.261348289,0.09090909090909091
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,13306712.964972734,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,13307162.75199243,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,13323303.110856073,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,13331566.859421805,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,13372868.892038427,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,13393200.309141984,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,13409091.989991501,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,13431869.221453367,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,13439018.221440088,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,13441450.733728882,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,13509799.927706849,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,13524554.554045172,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,13537970.613326048,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,13609095.914811075,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,13664729.720961904,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,13679950.529069023,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,13705293.257393805,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,13740072.036685301,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,13748021.076742215,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,13754715.135317886,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,13793222.135215746,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,13795928.0590515,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,13800631.343824426,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,13819862.034653973,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,13835015.808530578,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,13848912.64334109,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,13861935.521787379,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,13866414.471963078,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,13882150.188073682,0.09090909090909091
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,13886086.983422117,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,13916139.71322401,0.0
