舍不得衙役们众班头,0,舍不得衙役们众班头。
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,6916525.085561657,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,6931060.615336783,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,6931303.640832359,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,6956260.268242382,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,6970948.074310752,0.0
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,6974133.153288022,0.1111111111111111
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,6974750.5322629465,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,6980311.902530946,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,7002161.965958915,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,7016920.867776384,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,7021299.8228823105,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,7041424.615890155,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,7043866.28332059,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,7051919.144246214,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,7057527.291035056,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,7059932.9584937515,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,7067604.236560093,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,7073457.267290634,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,7086474.181451357,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,7104504.802827203,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,7113329.658213447,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,7160993.774209564,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,7160993.774209564,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,7165613.538954189,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,7172583.961198766,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,7176347.619051844,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,7188761.026156371,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,7196966.108081598,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,7202787.782471049,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,7232651.874073144,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,7240692.532937604,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,7249444.141492714,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,7254242.835133155,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,7281563.716452902,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,7299857.113402012,0.1111111111111111
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,7300753.948679019,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,7304183.193781754,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,7309337.453768094,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,7309337.453768094,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,7310023.417433733,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,7319805.34302911,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,7319805.34302911,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,7327714.219604997,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,7360109.171084637,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,7371988.411997488,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,7381053.961077396,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,7383351.426540989,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,7398038.715008983,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,7409458.742795917,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,7428273.547669106,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,7432439.613089625,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,7437243.280030645,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,7459208.6011161525,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,7468843.803362162,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,7473239.750002124,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,7516129.785250369,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,7529326.521403576,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,7533195.5664363,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,7550629.353193322,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,7557389.354471532,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,7562410.5707471715,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,7562866.488660554,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,7563314.11194395,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,7567658.385750918,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,7577036.56132582,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,7608452.934324357,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,7612292.079555266,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,7641530.995395492,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,7646036.813916141,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,7662863.289518851,0.2222222222222222
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,7664309.474960044,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,7695449.476576592,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,7699199.62297695,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,7701420.510718936,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,7706422.3235969255,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,7709421.723313404,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,7712122.166011437,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,7732066.765877576,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,7764258.447475434,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,7783810.8109316155,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,7784979.559519124,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,7785570.033491298,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,7793511.168366674,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,7811005.231873598,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,7812489.149195342,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,7827730.672156908,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,7833811.731824118,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,7850963.224970559,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,7853896.49941311,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,7860166.469302855,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,7893168.4979305975,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,7899174.588797704,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,7940997.457349031,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,7942070.368478059,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,7953103.807070901,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,7963055.010130755,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,7979513.831941966,0.1111111111111111
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,7983433.301639622,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,7985146.818589804,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,7989500.631214547,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,7997003.96834322,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,7998943.657177262,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,8000038.95782413,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,8005131.074609746,0.1111111111111111
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,8011336.139533974,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,8014076.839480077,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,8018224.967572578,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,8026616.264129407,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,8040500.729726202,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,8052958.362452335,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,8067236.334299898,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,8067236.334299898,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,8076121.155200138,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,8092130.294887466,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,8105531.579787343,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,8105531.579787343,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,8118019.812048208,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,8135103.753782661,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,8137394.834032903,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,8175684.212899466,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,8202729.872023508,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,8209428.34729732,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,8215678.548095753,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,8227223.421608452,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,8246554.439542767,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,8270543.282407906,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,8279430.98128898,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,8281296.323360622,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,8284767.793173747,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,8293174.600677531,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,8293174.600677531,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,8294179.794165933,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,8298488.60899333,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,8318191.083125896,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,8321133.25570286,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,8326671.337480677,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,8330283.535374351,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,8332051.946047026,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,8332469.213833851,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,8335419.994341734,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,8343627.403445952,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,8348364.622695668,0.1111111111111111
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,8351764.495666687,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,8354724.500668629,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,8376103.407111521,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,8384494.805242292,0.1111111111111111
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,8387017.068673073,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,8399989.469941236,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,8412997.55776446,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,8423911.583032053,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,8427835.761418326,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,8434641.423819045,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,8445194.212942727,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,8452411.969146,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,8459018.0380279,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,8470175.878056733,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,8473159.834438616,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,8473840.60151299,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,8474053.03915109,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,8476007.02614827,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,8491837.409671867,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,8542283.751195567,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,8554166.868639214,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,8583287.240385594,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,8588669.747625077,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,8591044.885277927,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,8600544.240144888,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,8600544.240144888,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,8607376.946044685,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,8611338.805616599,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,8618910.071834046,0.1111111111111111
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,8631045.99112359,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,8636027.951113837,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,8637492.116130365,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,8639436.963715725,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,8640520.661628837,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,8648052.424785592,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,8651739.303554952,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,8661596.314181048,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,8665235.883138679,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,8681680.018533783,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,8687619.1413931,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,8705161.617177207,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,8710639.763305841,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,8722440.139102878,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,8725738.271665594,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,8748155.510793656,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,8755961.082086837,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,8764134.178817142,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,8774020.494561866,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,8794729.763445104,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,8800386.558800694,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,8803264.812852021,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,8804232.562042212,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,8822994.442059442,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,8826597.3152447,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,8828037.442517752,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,8838686.011079451,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,8849747.663391083,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,8883604.738925582,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,8911809.526149672,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,8912555.488004928,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,8927028.619527543,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,8934910.29238169,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,8947394.217894433,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,8947718.09121747,0.1111111111111111
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,8973095.974556806,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,8973466.701243315,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,8977445.101557026,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,8997887.937819418,0.1111111111111111
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,9040238.850057492,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,9040822.296566445,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,9073168.974271849,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,9078000.928891381,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,9078909.125378698,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,9081754.714246985,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,9088258.72771551,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,9094721.932958711,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,9099064.114835152,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,9101254.879234295,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,9114228.659994487,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,9124959.883869112,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,9127837.778050346,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,9131386.560224507,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,9133513.999146724,0.1111111111111111
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,9149810.543960102,0.1111111111111111
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,9168420.146356467,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,9191967.380193718,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,9241227.265135214,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,9242761.898820765,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,9267986.9858276,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,9279798.235782214,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,9280439.921906762,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,9288884.49441551,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,9289176.016726587,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,9308574.147651287,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,9326333.993792424,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,9330585.854382204,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,9356031.606908323,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,9366468.449513584,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,9368896.12287492,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,9370865.544433719,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,9379679.538604893,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,9395063.388201235,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,9403978.306577185,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,9406076.911927318,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,9408415.301427249,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,9411245.179788383,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,9418552.331494043,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,9426049.954641646,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,9440723.27308581,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,9475138.41832674,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,9475834.73442529,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,9478259.86279523,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,9485288.325802589,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,9495525.281277219,0.0
