满腹的含冤我向谁言,0,满腹的含冤我向谁言（哪）！
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,5482367.929788481,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,5482626.520745342,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,5484647.732587103,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,5487035.95604372,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,5487294.90938583,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,5490706.672317128,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,5491549.120619963,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,5494922.589822258,0.1111111111111111
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,5513725.985060844,0.1111111111111111
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,5522519.141958967,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,5526137.273528726,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,5534293.104665042,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,5535000.0919704605,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,5565334.984082501,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,5580487.586198511,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,5585691.765489972,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,5598054.363968792,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,5605366.783857663,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,5624856.709353703,0.3333333333333333
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,5627160.206976141,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,5631757.655395389,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,5634261.93346647,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,5635032.444473581,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,5636658.967652225,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,5641078.030406536,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,5652825.841983371,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,5660160.860245773,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,5660219.329835445,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,5664755.425625579,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,5676274.182438497,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,5679928.884197936,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,5687913.476396945,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,5688468.930397691,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,5689207.560233384,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,5690977.745213318,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,5701924.224490189,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,5702735.67346492,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,5705522.573447206,0.1111111111111111
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,5708592.4516727645,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,5709840.444943693,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,5711047.491677016,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,5718578.274349442,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,5728992.063485137,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,5729714.84453703,0.1111111111111111
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,5742371.038154413,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,5748481.127569413,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,5749893.4704657905,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,5771873.531939918,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,5785947.415365608,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,5811175.628048843,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,5814557.685929927,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,5814782.368925415,0.1111111111111111
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,5816941.075089158,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,5818249.851109514,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,5818750.0104042785,0.3333333333333333
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,5824878.444412593,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,5828051.372771618,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,5843574.779320962,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,5843789.676148601,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,5849342.427718515,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,5868769.935834656,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,5893953.147393226,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,5895684.815709628,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,5899823.3661978915,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,5903323.369019177,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,5903553.194455415,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,5909050.338983154,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,5915350.62124898,0.2222222222222222
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,5918837.098923248,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,5921093.265943192,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,5922763.271079858,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,5925040.363142351,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,5931680.307470037,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,5932187.108917082,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,5939364.957828999,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,5942186.566230063,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,5944597.361342433,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,5950972.609337858,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,5952014.8156374935,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,5952991.396921524,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,5955669.42719932,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,5967904.436426403,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,5968935.203075079,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,5974817.493736897,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,5977392.1782367015,0.1111111111111111
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,5986066.113806424,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,5986222.229832093,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,5996510.101472046,0.1111111111111111
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,6011348.881496906,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,6013321.802444362,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,6013574.2513917405,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,6013574.2513917405,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,6019971.487415313,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,6022441.479900055,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,6028106.030185552,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,6040843.12247871,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,6041577.125459148,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,6042193.352474783,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,6043486.602752316,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,6047793.154476927,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,6049132.354009295,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,6055026.937170106,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,6055515.744772625,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,6055750.392746212,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,6058299.561472726,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,6064451.642452499,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,6068373.66921475,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,6069345.277804125,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,6074002.3122543115,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,6082619.017833584,0.1111111111111111
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,6083855.5159377875,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,6085619.8525665095,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,6087989.410396827,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,6090120.226103332,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,6100957.956230765,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,6103475.013349735,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,6109471.698166375,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,6112486.539232067,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,6121796.006303823,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,6126169.027971458,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,6145883.777674103,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,6151606.8031503465,0.1111111111111111
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,6152168.764089223,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,6152374.716556584,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,6155404.278674445,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,6169669.483714939,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,6179569.848947392,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,6191627.015403864,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,6211180.012452656,0.1111111111111111
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,6234682.684715258,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,6235078.818826429,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,6246903.703638532,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,6248007.981859261,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,6253906.570680447,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,6254975.091378448,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,6256389.2206716575,0.2222222222222222
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,6258588.391334061,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,6269793.874940201,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,6271396.299595821,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,6276959.1121556675,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,6281328.818145152,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,6287659.609060453,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,6292811.424399362,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,6296045.305239895,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,6310043.231341634,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,6325798.644093188,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,6325851.075434651,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,6337998.010776873,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,6338702.805369603,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,6342828.766559761,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,6343080.272321516,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,6346961.507869932,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,6370160.406468092,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,6370247.3358493345,0.3333333333333333
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,6384543.5264145,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,6387715.959303804,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,6390862.464165898,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,6395446.122351452,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,6397982.728791371,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,6405363.926482158,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,6406520.056256569,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,6409745.358238516,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,6413797.577239368,0.2222222222222222
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,6414609.498743515,0.1111111111111111
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,6417801.853227405,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,6420049.958390757,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,6428912.944066125,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,6432463.310379052,0.1111111111111111
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,6433755.629960261,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,6443017.156198447,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,6446710.32556844,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,6447173.5965394555,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,6447916.8701989865,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,6451546.930921536,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,6452810.315924711,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,6479336.381077093,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,6479952.300079261,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,6492517.776733778,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,6494579.859831919,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,6504581.439850843,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,6507783.80193037,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,6523672.580523676,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,6545665.592394177,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,6546473.536855773,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,6556522.670886965,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,6579524.764325295,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,6585705.378435044,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,6591725.768324287,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,6596004.845362345,0.2222222222222222
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,6615131.351058903,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,6623235.682073123,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,6626583.669638034,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,6627092.142305665,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,6630793.712768561,0.1111111111111111
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,6642775.561273011,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,6643458.2910706615,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,6652333.6303869765,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,6652333.6303869765,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,6667647.430437893,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,6668371.87574006,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,6682905.660466064,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,6691238.344741004,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,6699638.686857924,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,6708652.912719787,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,6712288.266755647,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,6720407.423962867,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,6722748.322562736,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,6747254.239186054,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,6752461.213072661,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,6761329.425983708,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,6786725.69759116,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,6807121.625236401,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,6812421.77130008,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,6819404.622402705,0.1111111111111111
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,6821158.699962357,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,6826661.657216577,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,6826757.470390533,0.2222222222222222
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,6839557.913718146,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,6848939.791015012,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,6870764.185782525,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,6879685.512326944,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,6880368.026550132,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,6887396.299758296,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,6893417.831828211,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,6906018.49052772,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,6906212.475008664,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,6922209.783094484,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,6927605.382527768,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,6934947.464175664,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,6941197.129806289,0.2222222222222222
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,6949264.436484389,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,6954064.368682431,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,6979396.362333351,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,6982296.963062633,0.2222222222222222
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,6985889.994612866,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,6992230.8667391725,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,6992790.2260954715,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,6992790.2260954715,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,7004332.183394761,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,7006946.848811703,0.2222222222222222
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,7012323.172159503,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,7014582.884399949,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,7020321.738581094,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,7023599.751343646,0.1111111111111111
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,7024103.949082297,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,7025459.386375757,0.2222222222222222
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,7025526.38761535,0.1111111111111111
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,7037252.88968325,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,7049729.5461064195,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,7049947.869988091,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,7055137.042927435,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,7056410.100920383,0.2222222222222222
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,7063380.887517148,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,7068597.6583411535,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,7070600.44620941,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,7077838.251698325,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,7083024.983241168,0.0
