叫一声解差把店投,4,叫一声解差把店役。
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,5251854.707548348,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,5257174.084431092,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,5263654.330261953,0.125
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,5266536.662659667,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,5272628.613075396,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,5276916.478814196,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,5281368.2477888465,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,5306110.864416845,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,5308978.549052137,0.25
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,5338539.397668033,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,5347926.234838355,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,5357325.714160353,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,5368430.386317741,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,5375753.197954479,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,5378675.414488409,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,5381461.565858796,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,5395786.249043757,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,5402243.358923692,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,5402687.641534131,0.125
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,5409823.55472704,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,5413178.5199248465,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,5414367.210746213,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,5415174.923445678,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,5427980.9149511745,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,5429509.751738755,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,5430953.297698888,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,5435374.744497552,0.125
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,5443418.323705843,0.125
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,5446007.939087215,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,5457912.812485229,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,5459713.427518477,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,5463074.727179157,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,5469449.626025647,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,5475992.380910153,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,5494723.029505633,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,5500078.821068489,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,5502153.457151383,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,5502573.4227050515,0.125
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,5510006.660019798,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,5518477.967328858,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,5520806.005755958,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,5526458.75106406,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,5531275.287613626,0.125
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,5540576.900129409,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,5544154.620859084,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,5545251.208010483,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,5563016.877373884,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,5577680.486149988,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,5579627.464137202,0.125
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,5583955.2906982815,0.125
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,5587469.404759453,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,5593777.433653649,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,5598273.91429869,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,5601784.3448092425,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,5602977.959364813,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,5607480.905007045,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,5618586.751663792,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,5629179.265661754,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,5655936.9433945315,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,5660679.526846787,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,5664168.787487611,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,5665107.960286987,0.0
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,5675101.673060709,0.125
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,5700896.506277732,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,5708932.9447734775,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,5712708.795568794,0.125
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,5715882.21748952,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,5732550.026331125,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,5735469.664625714,0.125
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,5746288.729217164,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,5747920.886132666,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,5750080.644008847,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,5751684.280292906,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,5751768.090830642,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,5780122.016881616,0.125
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,5784270.337512145,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,5789047.736596339,0.25
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,5789233.285394417,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,5789614.182911933,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,5795124.618626958,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,5795124.618626958,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,5801149.314759096,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,5801968.881008121,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,5806130.131677836,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,5811922.869044558,0.125
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,5813815.9618229875,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,5826129.883437611,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,5831735.107214889,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,5835400.037394215,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,5848154.9838066725,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,5852751.23975249,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,5866814.651809533,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,5870481.913827393,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,5891372.44597648,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,5892649.450443683,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,5894998.629346684,0.125
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,5915118.6079180315,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,5925177.588332823,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,5925563.663125507,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,5934619.385631936,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,5944846.393642342,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,5945597.314769414,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,5953417.441697395,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,5961357.967163627,0.125
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,5964894.881449501,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,5980727.88687381,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,5981992.186993793,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,5991024.030227977,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,6001693.637750527,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,6019971.11923913,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,6026819.060019065,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,6034563.172289199,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,6045537.11033731,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,6051794.865068771,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,6064911.882395479,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,6082105.250581682,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,6088018.956990451,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,6096686.765888438,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,6104140.419206672,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,6105778.173970373,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,6119207.252398249,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,6144183.858634611,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,6149104.807798796,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,6153521.463589838,0.25
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,6168472.59148621,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,6171035.250849378,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,6171877.731233868,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,6177630.415706619,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,6189037.024581058,0.125
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,6190051.057233888,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,6204506.881811123,0.125
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,6214293.034893216,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,6219448.474480664,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,6221657.071086371,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,6222840.218784343,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,6227098.108989904,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,6237730.981286467,0.125
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,6245011.191577798,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,6246522.443077189,0.125
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,6253090.15591419,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,6257169.6978203915,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,6259402.227501746,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,6263142.557143687,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,6269501.0798862735,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,6299899.767213919,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,6303217.9960858645,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,6308259.398482543,0.125
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,6317928.695156492,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,6318292.7474139705,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,6318889.369118348,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,6319085.8094342565,0.125
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,6332982.768387561,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,6336786.778956166,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,6343485.75021114,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,6352705.146647516,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,6353355.87123308,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,6354972.974196239,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,6356505.611328951,0.125
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,6360854.094436488,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,6366853.98066233,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,6373634.852085454,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,6373840.749262016,0.25
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,6376319.379099994,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,6385512.219197511,0.125
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,6385536.240234382,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,6391111.051137061,0.125
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,6393078.728067409,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,6394636.225820893,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,6404322.408207311,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,6408684.9315703,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,6408699.89472574,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,6412424.716185071,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,6427324.17009898,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,6428138.140558594,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,6445196.877047039,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,6447074.2179623265,0.125
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,6447431.448105762,0.125
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,6449886.4154736055,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,6479851.441593463,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,6480021.779986132,0.125
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,6489605.209787369,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,6490225.814549044,0.125
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,6498443.313441107,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,6506442.836698797,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,6509936.614883838,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,6510866.4279131675,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,6512160.713067648,0.125
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,6518221.302096957,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,6518868.476056291,0.125
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,6519416.429795336,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,6520004.261921805,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,6536923.506211187,0.125
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,6536923.506211187,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,6541920.376571611,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,6556453.544229888,0.125
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,6569386.307162028,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,6595128.377636084,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,6595589.291066398,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,6631395.007260696,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,6634958.187234136,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,6647087.005963815,0.125
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,6647805.726486709,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,6663562.792808931,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,6663881.1485217335,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,6681378.837269349,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,6684740.708086018,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,6685368.651257009,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,6717814.28577194,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,6721109.3059277395,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,6728849.313911757,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,6743836.208582287,0.125
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,6759441.1308332225,0.125
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,6762182.839530862,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,6763721.422900197,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,6765296.369884596,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,6772631.025576811,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,6777452.389423792,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,6777452.389423792,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,6784794.341391219,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,6789819.61757711,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,6790024.432433594,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,6791366.857676277,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,6804331.121129282,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,6812642.450761813,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,6815463.318881913,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,6819962.068581629,0.125
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,6836274.47727735,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,6845250.150052393,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,6845439.481999736,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,6847873.065822988,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,6851313.77610065,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,6869032.771905059,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,6878701.287300923,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,6880378.799235912,0.125
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,6900586.722059393,0.125
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,6910876.479039016,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,6919182.139094895,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,6919903.706430061,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,6926737.423928827,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,6934553.049632875,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,6940540.003780774,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,6949925.902408321,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,6954035.057194269,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,6961623.499295283,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,6974431.286940546,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,6981998.425941945,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,6985743.585615895,0.25
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,6986851.654189779,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,6989937.643830538,0.125
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,6993411.177818019,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,7000556.720400524,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,7010707.166525908,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,7020907.072623599,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,7030442.31074273,0.125
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,7032272.617103926,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,7060416.758369646,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,7064798.213741427,0.125
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,7104542.766453198,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,7107224.521466242,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,7116960.8033521,0.125
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,7121124.700211042,0.125
