舍不得太爷的恩情厚,0,舍不得太爷的恩情厚，
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,10270258.248811666,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,10292043.254597975,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,10307074.447126688,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,10326005.178231703,0.1111111111111111
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,10357958.489894025,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,10383662.896093246,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,10408757.333054276,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,10423276.54159454,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,10436053.03092037,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,10445620.512743292,0.1111111111111111
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,10455871.2796849,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,10504903.679007243,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,10506230.331650171,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,10506445.656503761,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,10511630.282252146,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,10562157.955513211,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,10562157.955513211,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,10590375.313005054,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,10591167.074835153,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,10595344.983080111,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,10625083.20807874,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,10632659.411454031,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,10640610.511368677,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,10645012.96446223,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,10665561.567683564,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,10669544.167584958,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,10688487.745257461,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,10693660.471749658,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,10708103.234877963,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,10760097.60096188,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,10760097.60096188,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,10772222.508749142,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,10785210.301855637,0.2222222222222222
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,10815306.717528649,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,10848680.397190373,0.2222222222222222
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,10853475.679647278,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,10881788.487987228,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,10905951.816060124,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,10935569.347162617,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,10952762.854097813,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,10987136.668321004,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,10999174.475119347,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,11054377.988801962,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,11055846.18699668,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,11056145.891133972,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,11059561.439463917,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,11062618.614938896,0.0
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,11103406.59165264,0.1111111111111111
daxp-WoZhuYe-SiLangTanMu.xml_4,叫番儿忙摆驾银安殿，,11178746.516378596,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,11235703.354237571,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,11238666.838067379,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,11240521.68410939,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,11267433.082749844,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,11293013.351598147,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,11345654.124535749,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,11397021.22167861,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,11417419.79789738,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,11423655.143536944,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,11483936.208214682,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,11511373.799596772,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,11608117.817493767,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,11617968.661329575,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,11648535.9587528,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,11688169.644679945,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,11724820.868151601,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,11739458.57070699,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,11755463.984295363,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,11764127.297437664,0.2222222222222222
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,11785076.549311498,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,11808061.296052547,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,11860590.894143706,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,11873178.624887628,0.1111111111111111
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,11893293.355081253,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,11946884.718185777,0.1111111111111111
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,11952958.266449973,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,11958510.152771208,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,11970145.047781717,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,11992369.74685145,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,11992369.74685145,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,12000885.483619688,0.2222222222222222
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,12034858.922572216,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,12043167.10341654,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,12053273.207610315,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,12056644.915515784,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,12072094.269196665,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,12073953.227376778,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,12099332.08674052,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,12103091.632552423,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,12108881.710698303,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,12118291.184593953,0.1111111111111111
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,12118841.3067403,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,12122962.692105206,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,12130408.833122348,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,12132511.263871402,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,12161225.844480958,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,12196336.444555558,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,12222734.301392138,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,12242625.524989763,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,12260659.879955485,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,12297717.944949806,0.1111111111111111
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,12298118.164905364,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,12302366.757615693,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,12305019.034517499,0.1111111111111111
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,12312539.901206058,0.1111111111111111
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,12315630.29937096,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,12321144.811424762,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,12325998.076939782,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,12329014.906201316,0.2222222222222222
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,12352016.084226685,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,12352298.3707709,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,12384991.870060353,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,12417270.806565285,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,12430387.00549865,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,12471187.690304577,0.2222222222222222
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,12494207.853895713,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,12531146.701055674,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,12547962.424085015,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,12554644.2861269,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,12560868.10827455,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,12596307.38030382,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,12602554.969704246,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,12661800.408660816,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,12691007.78671281,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,12693558.670177972,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,12760901.131281443,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,12765916.762697238,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,12791192.69018221,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,12803936.84668279,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,12816236.829381824,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,12816236.829381824,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,12851185.975236218,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,12851185.975236218,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,12866720.274056718,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,12881626.114612967,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,12884066.017218765,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,12900028.605917692,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,12918504.315627832,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,12950970.132687464,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,12958333.100592962,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,12987211.283037318,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,12990849.771123804,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,13013383.42209855,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,13027657.743480228,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,13046588.679914804,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,13050261.02894904,0.3333333333333333
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,13053980.250261368,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,13071679.602648897,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,13083227.402200455,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,13111248.886475427,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,13111608.982678767,0.3333333333333333
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,13179090.852363687,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,13179705.768396666,0.1111111111111111
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,13180650.193816617,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,13187209.849309813,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,13199066.112527667,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,13216903.241103053,0.1111111111111111
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,13261517.60840788,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,13282805.049420405,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,13318807.837786544,0.2222222222222222
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,13365192.539452108,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,13383503.198620278,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,13398058.572446486,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,13400037.901914537,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,13413012.594407376,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,13413012.594407376,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,13414219.32586315,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,13417171.954405798,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,13447051.861642232,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,13480224.186353667,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,13482527.425523749,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,13484700.699362915,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,13486305.272230705,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,13495533.164219582,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,13495533.164219582,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,13508052.050938573,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,13521393.601743273,0.1111111111111111
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,13584407.427397383,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,13593108.373036778,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,13604454.458173541,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,13615612.689118974,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,13659453.029643027,0.2222222222222222
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,13665644.934371063,0.2222222222222222
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,13711093.915521672,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,13724053.316239435,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,13730815.623012044,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,13731646.437428595,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,13754031.980840113,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,13763144.10864553,0.2222222222222222
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,13782667.795486534,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,13785846.171570426,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,13791160.308388516,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,13792665.155836556,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,13814739.36821201,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,13822583.943812786,0.2222222222222222
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,13836451.802309392,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,13852345.32436756,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,13879217.844142128,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,13897704.27647056,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,13906326.874101393,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,13914057.301306061,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,13923634.525349936,0.1111111111111111
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,13976716.826455362,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,14027069.02419478,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,14051344.646620383,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,14064603.172396759,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,14095224.531854976,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,14105329.195219865,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,14149307.735276703,0.1111111111111111
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,14152453.478488527,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,14169508.291316992,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,14172319.06862338,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,14190455.304428706,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,14201594.788550701,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,14233673.743518619,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,14253376.89717279,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,14276043.051958159,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,14295735.314211238,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,14320727.024491984,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,14321682.1846644,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,14346274.752574155,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,14347481.671571054,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,14347760.365998728,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,14358879.543032376,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,14362909.716693684,0.2222222222222222
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,14377173.63878226,0.1111111111111111
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,14403737.60108194,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,14417660.845919449,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,14440647.839407384,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,14458758.433101816,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,14478292.403512541,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,14482662.566216994,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,14482662.566216994,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,14501271.158712555,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,14507527.905448223,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,14509507.323046042,0.1111111111111111
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,14536757.43562589,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,14543767.41162303,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,14548815.277222281,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,14591873.662015434,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,14599072.873661624,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,14603373.781966764,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,14607037.87809437,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,14646657.9865319,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,14695079.9688344,0.2222222222222222
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,14755262.526857335,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,14772916.049245832,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,14774233.76154827,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,14847374.031040858,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,14878324.13860556,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,14879879.758570353,0.0
