身不爽不由人瞌睡朦胧,0,身不爽不由人瞌睡朦胧（呃）。
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,11117195.160583522,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,11118825.211016888,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,11120672.327527534,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,11120729.055950597,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,11120729.055950597,0.2
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,11179356.09336327,0.1
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,11204599.630343469,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,11218343.314624537,0.2
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,11239830.45446252,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,11249193.077816024,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,11249193.077816024,0.2
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,11258320.576659868,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,11259407.072280688,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,11264915.513805816,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,11268954.24045825,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,11272386.929535422,0.1
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,11283267.852102714,0.2
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,11335398.78842994,0.2
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,11339173.794275275,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,11394607.899024207,0.2
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,11397984.186266981,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,11402828.265759109,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,11437842.238031214,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,11451681.65736556,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,11458128.16753253,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,11517169.765615592,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,11521285.096909204,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,11528611.165627649,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,11531857.671886886,0.1
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,11548201.072917158,0.2
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,11565759.253010498,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,11569564.951707806,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,11577999.441909302,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,11579393.019910768,0.2
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,11592734.629736502,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,11598867.181798121,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,11610228.856626648,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,11618804.547212891,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,11644310.632235648,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,11657953.368441813,0.2
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,11677510.278197791,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,11690171.626945397,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,11705596.576777829,0.1
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,11740060.963924967,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,11745566.642127685,0.1
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,11752028.085763158,0.1
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,11759527.407354543,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,11768538.074559938,0.2
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,11769633.383626021,0.2
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,11769758.582637146,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,11788686.406726593,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,11806138.87437496,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,11810617.197035413,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,11821325.743429035,0.2
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,11827417.639970727,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,11875100.231789652,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,11879019.085586092,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,11934893.593071833,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,11942731.20300579,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,11951140.56327016,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,11974643.841091033,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,11974643.841091033,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,12001547.096555892,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,12001547.096555892,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,12060476.960199466,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,12104516.721174484,0.2
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,12105954.293245526,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,12117089.308009222,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,12117567.458042013,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,12130960.09409104,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,12202298.531822834,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,12225124.637503367,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,12234964.497469565,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,12271428.88720355,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,12273438.444742471,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,12300244.041431496,0.2
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,12321096.037355062,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,12361364.481442526,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,12390927.252047373,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,12448006.229708366,0.2
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,12451826.465872072,0.1
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,12456311.232319372,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,12467980.72448868,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,12476111.164963111,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,12481131.436432714,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,12488434.695748858,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,12499119.483568903,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,12508295.466033755,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,12515930.597531298,0.2
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,12517882.796237512,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,12519593.813810287,0.2
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,12529901.488332802,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,12539526.083623623,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,12541248.740321405,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,12544799.742647085,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,12552313.63513615,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,12573437.018297404,0.1
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,12574005.26967514,0.2
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,12592050.533121105,0.2
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,12626490.726914333,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,12645609.109014565,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,12660531.913997518,0.1
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,12692574.60859848,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,12696424.081141632,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,12697537.409967963,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,12759390.338176718,0.2
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,12771350.266551726,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,12796424.934237376,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,12819460.037809351,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,12837890.876321424,0.1
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,12880469.543544427,0.1
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,12883210.41425227,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,12883323.400176316,0.2
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,12898490.434022643,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,12900480.958965724,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,12917740.747762708,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,12922761.533348192,0.1
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,12927075.714581432,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,12936693.464946685,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,13004651.646685325,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,13017831.081921311,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,13028358.204320397,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,13029342.876503365,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,13053012.490487069,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,13059450.906242972,0.1
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,13065870.342599487,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,13067623.426729169,0.2
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,13080346.464522375,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,13134041.419603536,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,13138030.513843793,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,13162817.113368558,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,13192409.087145416,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,13201589.395808276,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,13216908.566301664,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,13224062.785205875,0.3
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,13230251.96537674,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,13247531.181071661,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,13256676.606874103,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,13257710.647746434,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,13296631.64203175,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,13311947.100164682,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,13336044.723885946,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,13360680.442718787,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,13387965.23762756,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,13400923.534785619,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,13420089.95740263,0.2
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,13421905.884559644,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,13457715.514578523,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,13464717.397226356,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,13497320.864958337,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,13506249.380530432,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,13563317.363212397,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,13568526.010496363,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,13601566.167213395,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,13657196.908974767,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,13679882.490994172,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,13686858.8575114,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,13721918.301119238,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,13724075.697067302,0.2
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,13768747.535004232,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,13770773.247239001,0.2
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,13772472.64260144,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,13814118.27571928,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,13818699.692747002,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,13825104.00235208,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,13826061.32662185,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,13832446.960477654,0.2
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,13870264.404754298,0.2
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,13897065.658602629,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,13909170.290069744,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,13935636.572045824,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,13945651.697856499,0.1
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,13976963.531995581,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,13988125.58433448,0.1
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,13994312.110601688,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,13995655.802530693,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,14033362.538189378,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,14057886.864546608,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,14058643.49247025,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,14074226.579781497,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,14104832.85114945,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,14116968.636902487,0.3
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,14130339.533324182,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,14153863.60660306,0.3
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,14155586.598630376,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,14174425.071286319,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,14181679.957916116,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,14186304.984909555,0.2
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,14206072.64207997,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,14228378.703982433,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,14273779.76979973,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,14275660.466499751,0.1
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,14297308.644082118,0.2
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,14321053.411876798,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,14353354.98076671,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,14360637.29852788,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,14375585.319566991,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,14375625.63696444,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,14423070.144615816,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,14425154.68334356,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,14472677.695458166,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,14528032.62385825,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,14536292.476527223,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,14621579.075709663,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,14623375.651540173,0.2
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,14637555.367457086,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,14648478.872808974,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,14665776.530607285,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,14680502.593496175,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,14687051.734254269,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,14692535.246673267,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,14699776.20884834,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,14707628.254629282,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,14717372.6974525,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,14768752.012914415,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,14776197.369576393,0.2
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,14780102.963933615,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,14811123.98844141,0.1
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,14826829.418507043,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,14934794.223867677,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,14979792.015424496,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,14999457.488638215,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,15027374.159113998,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,15028155.814783962,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,15069230.238520024,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,15090579.727299305,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,15092800.015756983,0.1
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,15096613.581965813,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,15105617.279388556,0.3
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,15119192.683988418,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,15123142.408133587,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,15138546.57225793,0.2
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,15144606.403168714,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,15149196.24488673,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,15151015.254207741,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,15158109.100908691,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,15185534.671576668,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,15190532.145243188,0.2
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,15202516.878182761,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,15241169.931824675,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,15255693.33693985,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,15293179.676645769,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,15293676.46766161,0.1
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,15301983.180323903,0.2
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,15373455.80076427,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,15380245.330309477,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,15382966.159352351,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,15394424.030253919,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,15397649.914926575,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,15407930.82829226,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,15415580.760076704,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,15435614.438854944,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,15449634.005950961,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,15454123.47046666,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,15458376.93921319,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,15467508.423440123,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,15470219.935783846,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,15486533.315014433,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,15490352.230207324,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,15516125.600087859,0.0
