我好比龙游在浅沙滩,0,我好比龙游在浅沙滩。
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,5931176.474758451,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,5941503.458463399,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,5947191.227996555,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,5959360.087572454,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,5960495.447349009,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,5963074.48302284,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,5964699.66278282,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,5967390.692295519,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,5974746.06143218,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,5977250.463332749,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,5981378.796203317,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,5981515.004741682,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,5988559.254392193,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,5992333.942165221,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,6011334.822891514,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,6011762.057481285,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,6014066.808244951,0.1111111111111111
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,6016015.535347713,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,6031031.398543694,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,6042049.965864546,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,6056933.847880338,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,6063233.539252791,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,6068993.063230042,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,6077157.099215595,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,6089769.65491863,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,6104920.777604936,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,6108097.688712154,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,6121543.879854803,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,6128505.292866974,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,6145288.50470673,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,6147475.802507814,0.2222222222222222
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,6155434.990066325,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,6165349.273300856,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,6165349.273300856,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,6169639.055433962,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,6170957.561307049,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,6175422.271672837,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,6189361.028901859,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,6215839.442213455,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,6221559.072948339,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,6225113.232445977,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,6225177.255738148,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,6232582.991426669,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,6243165.686104686,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,6251048.280893297,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,6257290.5912145525,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,6262485.246287442,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,6264583.197023725,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,6265771.970469541,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,6267273.304535943,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,6267566.836705521,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,6283714.30146998,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,6292284.249234547,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,6292656.042259281,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,6298508.550080673,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,6303587.863999069,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,6313657.737106397,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,6319509.9416528875,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,6328027.419664062,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,6332424.971587493,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,6340905.37014492,0.1111111111111111
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,6342262.429153523,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,6374903.5595622,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,6382566.463333844,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,6392772.934035205,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,6410911.936272744,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,6444830.725182889,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,6447029.857379881,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,6449015.412083251,0.1111111111111111
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,6451942.37256065,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,6467962.254107987,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,6480388.764982334,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,6482369.210196432,0.1111111111111111
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,6520054.268180845,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,6531732.52310751,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,6537419.630719915,0.1111111111111111
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,6540710.464654047,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,6545902.145397462,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,6549818.951414722,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,6550506.736620103,0.1111111111111111
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,6554561.843282091,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,6556981.51461209,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,6567816.867745331,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,6575167.095253436,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,6581788.746659768,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,6594295.033687961,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,6613922.639396733,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,6614974.02823853,0.2222222222222222
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,6617302.001714035,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,6622591.960489141,0.3333333333333333
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,6625154.834370192,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,6648422.921911993,0.1111111111111111
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,6663804.381769254,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,6668141.712562869,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,6668301.120186213,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,6689641.1199901095,0.3333333333333333
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,6692458.622069212,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,6698783.41673356,0.2222222222222222
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,6699075.614433081,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,6699686.624632416,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,6699844.043344945,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,6733230.733048309,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,6733845.661670624,0.2222222222222222
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,6745502.594335398,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,6751160.999227944,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,6754716.956311506,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,6759424.955588663,0.1111111111111111
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,6760334.14884069,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,6772663.751637096,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,6783602.021055801,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,6787157.931327056,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,6788809.952488062,0.1111111111111111
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,6791139.868227426,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,6794446.000678324,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,6801130.267916797,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,6808737.066885602,0.3333333333333333
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,6813858.17185748,0.2222222222222222
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,6848500.577728667,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,6851989.914906354,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,6858760.136092788,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,6871709.069521131,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,6879903.245603828,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,6898319.617080852,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,6910770.033567859,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,6926847.0653057685,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,6930163.351757064,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,6930784.045415454,0.1111111111111111
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,6936303.694701482,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,6942837.8887121705,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,6958609.1883365065,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,6958764.723685681,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,6971450.025495354,0.1111111111111111
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,6983035.2554914225,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,6983913.458978045,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,7001433.185654336,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,7003223.878860925,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,7006466.31284346,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,7007301.123825717,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,7010210.366559611,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,7013169.521720828,0.1111111111111111
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,7013599.10053114,0.1111111111111111
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,7028252.916096065,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,7033497.077116358,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,7034638.475712668,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,7041937.911325938,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,7052384.570565871,0.2222222222222222
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,7070106.852497931,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,7076379.807772491,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,7092489.670043759,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,7092613.7237716885,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,7096360.001372595,0.3333333333333333
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,7101243.486852025,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,7101515.30873016,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,7101515.30873016,0.0
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,7103232.891408173,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,7108355.522058411,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,7120533.992961004,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,7125816.74290338,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,7125816.74290338,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,7135031.99393086,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,7137473.64262081,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,7140488.844367337,0.1111111111111111
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,7145320.722164126,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,7149320.89996294,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,7157428.307085718,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,7166375.256841367,0.1111111111111111
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,7169321.622115005,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,7179329.407756278,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,7184046.097134379,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,7193342.24143505,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,7204504.626853435,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,7210537.3209509775,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,7215515.636770234,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,7222235.196427644,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,7227544.3903873265,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,7227923.807042312,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,7240879.565697183,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,7242828.075507627,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,7275708.591801496,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,7279412.84186428,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,7280572.294245178,0.1111111111111111
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,7284342.814096669,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,7290957.43295378,0.2222222222222222
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,7292229.178234832,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,7299246.875087988,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,7326406.954061633,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,7355815.619652646,0.2222222222222222
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,7356499.364652892,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,7370575.788827875,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,7393010.060369548,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,7405797.151457676,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,7410639.073206498,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,7413361.200792863,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,7417474.42046157,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,7420123.283502441,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,7426449.966793365,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,7428248.878627851,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,7431321.769871074,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,7432463.92339699,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,7435427.371332624,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,7444771.999091886,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,7448379.063558637,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,7455097.773630058,0.1111111111111111
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,7465555.9478918705,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,7469542.281699515,0.3333333333333333
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,7480822.415282373,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,7487552.439225752,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,7488081.174164431,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,7493828.364179653,0.1111111111111111
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,7501218.459758333,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,7510318.797829669,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,7510318.797829669,0.1111111111111111
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,7567055.724191127,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,7574794.704111411,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,7581670.164618009,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,7583827.565754028,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,7587181.255114203,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,7588613.2627813425,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,7590094.226551269,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,7598702.5017015785,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,7614075.517154062,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,7638007.803989909,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,7641618.173692745,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,7642985.467322228,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,7645663.103084728,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,7664071.287014403,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,7664312.184293563,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,7667729.041190157,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,7674386.64481854,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,7679828.540918905,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,7694269.995156817,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,7698963.700937564,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,7703598.810664012,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,7721146.107464409,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,7726528.343570533,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,7732547.221707907,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,7736801.73913429,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,7743173.9371958105,0.2222222222222222
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,7762588.822422765,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,7778851.940294701,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,7783295.732583598,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,7786943.468395372,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,7798461.643747442,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,7799051.852531898,0.1111111111111111
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,7845829.964619791,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,7850685.202625496,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,7859566.894911868,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,7871564.142238536,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,7875435.707730474,0.2222222222222222
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,7875435.707730474,0.2222222222222222
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,7875674.999427233,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,7877211.060858269,0.3333333333333333
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,7878757.023881618,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,7883561.4251259575,0.0
