舍不得太爷的恩情厚,0,舍不得太爷的恩情厚，
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,14146134.984034022,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,14160089.782664046,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,14172119.09991366,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,14200171.806078514,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,14228029.38818816,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,14234270.955207223,0.1111111111111111
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,14258206.846947744,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,14304682.477341026,0.1111111111111111
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,14341623.884972738,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,14355317.882128926,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,14390606.605986593,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,14406696.70882282,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,14415429.34499034,0.2222222222222222
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,14416471.729442574,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,14417697.506327795,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,14541491.450689195,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,14553262.472731993,0.1111111111111111
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,14615828.145294344,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,14622537.872588083,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,14651291.284700885,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,14653792.440888245,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,14684749.604302349,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,14690060.020061482,0.1111111111111111
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,14693093.340553537,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,14739999.90565097,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,14747410.236179028,0.1111111111111111
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,14787916.342122743,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,14791325.487762269,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,14828270.021577388,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,14829915.249799605,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,14835493.240983628,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,14856823.751528991,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,14877317.09856767,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,14916957.721377846,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,14925879.157841465,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,14951379.472330203,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,14956868.376602456,0.2222222222222222
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,14995294.382021464,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,14995294.382021464,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,15034739.029025955,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,15045758.565925142,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,15055096.632167103,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,15055762.04632149,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,15085355.060416045,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,15095591.052417971,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,15144949.548726937,0.1111111111111111
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,15149661.555056516,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,15158582.135777656,0.1111111111111111
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,15219825.054214388,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,15228696.72632192,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,15234144.89299492,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,15236250.357831212,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,15260048.244416969,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,15270672.20806145,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,15274338.229220059,0.1111111111111111
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,15275314.103613326,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,15324557.512395347,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,15348327.82764037,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,15381666.080557674,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,15445599.0179578,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,15454940.757862493,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,15475968.659545498,0.1111111111111111
daxp-WoZhuYe-SiLangTanMu.xml_4,叫番儿忙摆驾银安殿，,15532930.314901168,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,15570577.125631005,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,15586169.535721654,0.2222222222222222
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,15657823.476676809,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,15661280.217676198,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,15670662.026240984,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,15710799.10345054,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,15731146.612702915,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,15751300.099313049,0.1111111111111111
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,15786035.884493778,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,15788482.29733491,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,15790882.710264293,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,15797471.637246512,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,15811289.073332442,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,15816111.484044228,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,15835365.154998306,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,15837846.836596074,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,15838687.921015339,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,15855237.852995753,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,15934660.276554368,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,15944218.377735795,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,15977281.379582472,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,16000429.430044614,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,16052506.10337375,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,16065426.773403974,0.3333333333333333
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,16114414.55555799,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,16119256.593948033,0.2222222222222222
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,16148431.053127417,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,16185040.473378222,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,16192803.120702352,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,16235714.113427801,0.1111111111111111
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,16244968.78913317,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,16288919.837831927,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,16346523.376559353,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,16393036.12077363,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,16398322.501766514,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,16398322.501766514,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,16407448.010968797,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,16433145.559804838,0.3333333333333333
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,16449434.427310845,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,16461072.143057652,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,16492398.813911652,0.1111111111111111
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,16509597.784013955,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,16552261.461875439,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,16656908.704221632,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,16711981.971012142,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,16744985.49839217,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,16745708.01700305,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,16758204.70138168,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,16797519.99680426,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,16801326.273652293,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,16816244.653249152,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,16819437.030102734,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,16832905.436761077,0.1111111111111111
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,16839283.338309262,0.1111111111111111
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,16844076.101402275,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,16859926.922633726,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,16861152.564821582,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,16881866.078792732,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,16894717.314623233,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,16911324.06475834,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,16915518.382809658,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,16921697.760072697,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,16921697.760072697,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,16938479.20209511,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,17003528.225127008,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,17016083.825391613,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,17041774.927169517,0.1111111111111111
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,17085328.32560092,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,17125978.188360207,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,17128055.42289653,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,17174384.699371114,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,17181910.662485737,0.1111111111111111
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,17203496.311873637,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,17237846.191628177,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,17268416.555581037,0.2222222222222222
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,17288976.068917815,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,17296437.59090569,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,17296437.59090569,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,17317784.099477544,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,17339834.50386352,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,17386242.850192033,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,17429803.147452995,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,17438221.090535194,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,17440846.732710246,0.2222222222222222
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,17464539.48183513,0.2222222222222222
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,17501018.35030618,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,17512415.77836139,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,17522531.944986187,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,17543033.712272935,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,17579196.705718637,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,17581172.096034497,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,17590428.919952758,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,17623888.821523055,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,17627410.061476734,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,17646111.832002666,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,17659347.155034445,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,17672701.377882745,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,17672701.377882745,0.1111111111111111
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,17703247.33497313,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,17710111.00284817,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,17718072.08314292,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,17795122.85264206,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,17804844.729092725,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,17811481.67439644,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,17817653.545969214,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,17832063.46579764,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,17839421.460116327,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,17852249.87806702,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,17869275.097186144,0.3333333333333333
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,17870901.98688749,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,17935683.92558965,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,17941824.208644,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,17970137.46564575,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,17971846.860640544,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,18017230.677347388,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,18055361.90173109,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,18084201.35631149,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,18097804.109453,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,18099332.27074872,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,18101169.52106628,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,18101658.880442142,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,18107575.399829548,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,18119647.224269085,0.2222222222222222
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,18151959.609002013,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,18164762.50618942,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,18196184.00045595,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,18198535.805686366,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,18213011.467537593,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,18220533.313665837,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,18220533.313665837,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,18223222.684719566,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,18228677.865692236,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,18252014.90037156,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,18318060.772482585,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,18320908.41683582,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,18324475.048938893,0.1111111111111111
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,18335901.420984063,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,18363429.58266588,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,18372247.0697613,0.1111111111111111
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,18383017.75778294,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,18444474.517869186,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,18445808.710433975,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,18455601.128227185,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,18455601.128227185,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,18461723.23171483,0.1111111111111111
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,18474553.634231415,0.1111111111111111
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,18479588.5833102,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,18485196.802468408,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,18490047.400952417,0.2222222222222222
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,18533711.3440045,0.1111111111111111
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,18534802.801026877,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,18543976.433301274,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,18548387.007106856,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,18587572.33364743,0.1111111111111111
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,18593448.413223572,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,18594294.272498935,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,18595089.583671276,0.2222222222222222
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,18620427.419763636,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,18623921.97345706,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,18645583.209089857,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,18648768.04851263,0.1111111111111111
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,18715490.484492064,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,18725647.020678684,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,18744330.94112096,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,18778572.364041373,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,18798389.54459677,0.1111111111111111
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,18821393.799553953,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,18821832.252666406,0.1111111111111111
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,18857834.47598535,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,18876178.68758386,0.2222222222222222
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,18895472.84657173,0.2222222222222222
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,18906980.86479964,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,18914346.770828575,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,18917807.146708146,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,18918169.59676339,0.1111111111111111
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,18979922.918331712,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,18984726.433281746,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,19031116.396238647,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,19072756.54076234,0.1111111111111111
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,19076319.286870744,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,19076525.8916015,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,19078890.753399253,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,19086416.224419106,0.2222222222222222
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,19111976.29866117,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,19119249.434319597,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,19119595.110427245,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,19128959.46330227,0.1111111111111111
