为国家哪何曾半日闲空,1,为国家哪何曾半日闲空，
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,7256981.741069215,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,7268292.214240889,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,7272116.557796688,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,7287296.608701779,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,7291072.355149636,0.1
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,7299115.04935324,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,7300181.195201076,0.1
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,7300622.268140997,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,7305618.882643659,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,7312282.222497533,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,7316083.668996881,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,7317269.851462898,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,7319998.221050901,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,7319998.221050901,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,7324619.135556917,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,7324768.385400356,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,7333260.370816832,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,7367209.163674328,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,7392754.477973562,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,7393595.6800194215,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,7393830.959475765,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,7406922.451793828,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,7425223.552495565,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,7426901.5156340245,0.1
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,7450359.939168049,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,7451710.983251851,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,7463111.467487524,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,7467394.57792316,0.2
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,7476560.812761621,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,7503636.622862667,0.2
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,7518672.882033895,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,7563003.694874572,0.1
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,7570595.298766811,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,7588978.1316781035,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,7593802.349805914,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,7596232.394152593,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,7600677.10844363,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,7620843.755592528,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,7625449.939025988,0.1
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,7641098.763708913,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,7655381.599955981,0.1
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,7666566.394851811,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,7670262.859014027,0.1
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,7694586.125914046,0.1
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,7702637.271735587,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,7704686.183778986,0.1
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,7708037.844523962,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,7709522.722068924,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,7711898.784829854,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,7711945.066845392,0.1
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,7737292.99260087,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,7739352.422084886,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,7740414.921266572,0.1
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,7745035.487927457,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,7749995.630306104,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,7759362.603696698,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,7768444.311874236,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,7772432.158882724,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,7773079.884221453,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,7784353.78692915,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,7800894.930432417,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,7809586.278654546,0.1
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,7817703.785890076,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,7829684.177683717,0.1
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,7832459.051246562,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,7845007.979512633,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,7848030.568356844,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,7848800.161503191,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,7849879.079901402,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,7850592.878909932,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,7854043.651877156,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,7871508.277112225,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,7879236.158601646,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,7888562.1783224875,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,7912725.481537375,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,7924180.916448494,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,7931364.814303259,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,7945781.548932214,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,7960754.27006387,0.1
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,7975098.360359001,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,8002719.357003487,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,8007166.483446408,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,8057243.991615871,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,8065263.818649925,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,8068596.519166445,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,8074085.767188041,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,8085827.665610411,0.2
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,8088944.0612547975,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,8100666.973201995,0.1
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,8111533.058179341,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,8113926.152869765,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,8116622.071794208,0.2
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,8161008.047415872,0.1
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,8162926.70432681,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,8166881.278690784,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,8172052.351749281,0.1
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,8175415.996313488,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,8188087.197248753,0.1
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,8225917.024560475,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,8230310.773366696,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,8233376.726788691,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,8250743.369693859,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,8255817.065362447,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,8259498.995840126,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,8260293.275808667,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,8261957.588141043,0.2
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,8288091.977208496,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,8294545.896976668,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,8315846.960163449,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,8322758.605667537,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,8353238.600486092,0.1
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,8359796.975731768,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,8366282.094907171,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,8376153.754388667,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,8376641.888852222,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,8387749.964372821,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,8388139.217337472,0.1
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,8409847.589322783,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,8414421.608413678,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,8417573.534201926,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,8427291.418968188,0.0
daxp-WoZhuYe-SiLangTanMu.xml_4,叫番儿忙摆驾银安殿，,8428982.188741505,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,8438834.016040307,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,8439109.48027202,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,8440544.782082386,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,8447420.51024948,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,8449970.683225933,0.2
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,8456303.163423002,0.1
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,8462730.997481002,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,8475891.31615191,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,8496176.281095682,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,8501121.232686074,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,8522072.126785818,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,8526705.142314017,0.1
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,8533104.904079158,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,8537278.830633506,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,8544861.79433168,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,8553488.369075049,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,8556028.165293166,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,8567525.005662726,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,8582373.996657167,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,8597110.988384867,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,8599592.801880201,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,8602853.256564423,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,8621278.983953599,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,8630750.637906846,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,8631076.410773767,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,8641747.53330417,0.1
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,8644764.762578342,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,8644764.762578342,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,8667287.531060806,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,8674111.61635606,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,8674434.41763271,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,8675821.379546257,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,8688811.18542277,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,8712111.986705147,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,8716825.7447126,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,8755845.57100342,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,8758499.025271136,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,8759300.949240463,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,8759347.911871353,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,8764605.356977448,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,8768788.204611024,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,8776434.054989161,0.2
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,8787101.692745166,0.1
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,8821543.640537826,0.1
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,8847185.184728941,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,8856837.28422575,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,8879660.826995814,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,8919333.413530048,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,8933340.632918086,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,8936233.380331587,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,8939882.407558544,0.1
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,8950602.816280613,0.1
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,8957925.25586257,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,8960095.896246858,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,8962607.817191439,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,8971334.36754329,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,8977422.88423427,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,8977821.177770808,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,8993683.788686773,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,8994148.098897824,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,9001164.443509009,0.1
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,9041596.058211505,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,9076268.227493176,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,9092324.765628446,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,9106885.23917989,0.1
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,9106985.310809577,0.1
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,9107878.462995468,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,9121159.221478956,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,9122782.98744198,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,9129836.02828641,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,9147471.033709839,0.1
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,9151613.238199577,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,9154789.01379373,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,9178186.48099471,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,9209795.025871355,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,9218631.701978963,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,9244588.541301878,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,9250335.956516335,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,9256870.15734784,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,9259495.175523294,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,9262372.121422725,0.1
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,9266452.290640624,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,9268641.303071843,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,9271409.8887403,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,9289896.527894268,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,9292851.058082143,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,9293700.030844955,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,9302715.742811117,0.1
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,9313066.100212213,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,9315556.096004613,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,9318727.030656246,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,9344061.311465664,0.1
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,9344212.58428808,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,9363211.682080533,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,9363211.682080533,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,9364962.723243134,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,9364962.723243134,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,9368053.988328751,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,9398082.308055125,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,9424322.772032961,0.1
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,9433509.393619336,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,9438773.737126999,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,9441822.072040545,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,9449241.348856417,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,9450144.140991013,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,9460663.164506959,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,9496533.89375538,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,9497970.808186803,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,9503910.757213661,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,9507179.718205364,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,9507298.60482866,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,9524317.474836713,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,9533823.548134852,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,9536680.321289776,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,9565987.73933721,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,9578949.72267894,0.2
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,9578949.72267894,0.2
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,9587942.207988711,0.1
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,9589845.21682639,0.2
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,9598070.511119613,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,9634482.815258428,0.1
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,9635617.925600594,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,9672280.751110276,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,9674602.08471439,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,9678903.018473942,0.2
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,9695334.009082044,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,9716794.674662614,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,9723082.932767633,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,9738569.587309746,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,9751811.152643027,0.1
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,9780728.16913945,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,9788193.880751314,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,9788412.211284699,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,9806473.52323136,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,9807744.380324423,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,9859323.034104975,0.1
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,9869123.26859894,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,9878801.929353965,0.1
