岀二堂 深施礼,40,出二堂深施礼，
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,10052357.862023061,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,10055527.903796269,0.0
daxp-ZhiJianTa-WangJiangTing.xml_4,莫不是平地风波起，,10059056.723187717,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,10069589.591813138,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,10095210.100298721,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,10111045.069399187,0.0
daxp-GuanShiYin-TianNvSanHua.xml_3,白鹦鹉与仙鸟在灵岩神岘上下飞翔；,10114046.219764045,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,10124120.390682155,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,10143503.071627127,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,10151940.289688934,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,10153227.69070553,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,10161662.523341537,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,10163518.411885081,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,10195940.546966879,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,10197045.491053587,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,10198521.033005835,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,10200317.240458995,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,10200800.099081397,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,10259142.892415361,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_1,见玉兔（哇）玉兔又早东升。,10295071.486775473,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,10302639.763033072,0.0
daxp-ZheCaiShi-SuoLinNang.xml_3,残生一线付惊涛。,10307615.391176773,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,10365858.872920034,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,10376967.823303243,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,10383059.769978406,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,10387594.62504252,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,10429436.133998571,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,10430790.818883233,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,10516259.501663402,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,10520912.559539285,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,10527491.433468113,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,10531099.990054836,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,10602245.772088226,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,10621983.318167904,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,10653835.035962291,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,10660323.167354178,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,10702446.258741483,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,10707916.747660076,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,10758231.645266023,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,10766880.976667283,0.0
daxp-ZhiJianTa-WangJiangTing.xml_9,相公你为何不歇息？,10782206.23698586,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,10787828.066272454,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,10803240.472387569,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,10807431.341139471,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,10855085.695147218,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,10876576.884598857,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,10883217.451593297,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,10935338.133883312,0.0
daxp-ZheCaiShi-SuoLinNang.xml_0,这才是人生难预料，,10950942.048141148,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,10963523.503008222,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,11036776.984841032,0.14285714285714285
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,11078531.251786768,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,11090975.306982117,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,11096643.509868348,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,11096709.158314055,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,11097280.846412953,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,11117105.533685545,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,11121146.193809377,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_2,我不免去安排罗衾绣枕，,11127545.232702907,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,11141740.246861957,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,11167792.473947212,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,11194301.219735855,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,11214398.52472271,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,11219401.441060174,0.0
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,11277194.395241575,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,11287511.349833461,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,11323164.943818724,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,11327862.340346184,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,11385207.364774207,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,11417668.21075774,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,11426018.865860494,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,11449915.396198649,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,11457672.919196907,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,11480613.270245889,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,11489322.478055755,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,11506286.947529005,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,11509461.419501867,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,11544379.438098373,0.0
daxp-GuanShiYin-TianNvSanHua.xml_1,有善才和龙女站立两厢；,11554337.095244816,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,11574667.429310165,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,11584808.275962032,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,11592714.67640063,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,11625256.79928704,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,11626726.211077197,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,11639790.096424207,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,11700429.717325302,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,11701449.126359243,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,11707972.137289606,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,11711497.882125892,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,11757394.942402259,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,11781181.220743287,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,11800358.649896441,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,11884485.703280829,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,11902642.326713536,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,11910904.971694469,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,11919179.588282827,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,12107296.581652107,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,12112718.515962642,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,12119416.874130096,0.0
daxp-GuanShiYin-TianNvSanHua.xml_5,好似我散天花就纷落十方；,12160281.417292183,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,12176594.360474735,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,12182293.991600161,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,12184680.653134206,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,12205410.123843508,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,12215633.208850157,0.0
danbz-KanDaWang-BaWangBieJi.xml_0,看大王在帐中和衣睡稳，,12264912.180964222,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,12274101.068884712,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,12280906.617707374,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,12320844.859353524,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,12339948.09931856,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,12377183.154737812,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,12453437.818614163,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,12484277.574366163,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,12509150.641593236,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,12532992.212033564,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,12560752.233609479,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_5,待我来搀扶（哇）你重订鸳盟。,12568188.902605882,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,12574855.806687435,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,12601271.048684556,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,12602961.766624631,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,12647714.96092703,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,12652609.624519357,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,12660469.731329665,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,12701949.841726156,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,12745910.504952034,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,12755942.053203883,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,12796466.465995226,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,12814156.636199599,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,12819588.668683738,0.0
daxp-ZheCaiShi-SuoLinNang.xml_6,种福得福如此报，,12822025.69962748,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,12852805.67715084,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,12919692.126533344,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,12951868.649216995,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,12995406.644941082,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,13015149.338580387,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,13032462.999001527,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,13061696.971758954,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,13070019.700400131,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,13079588.031590553,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,13107222.865043197,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,13154190.312486487,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_4,皓月当空，,13185358.374251429,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,13194327.625201309,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_0,海岛冰轮初转腾；,13202727.25353276,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,13224468.025469664,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,13226154.444794688,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,13284413.717428971,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,13301345.190018352,0.0
daxp-ZheCaiShi-SuoLinNang.xml_2,回首繁华如梦渺，,13305053.477095658,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,13356313.502492629,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,13404209.548223071,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,13421057.129129834,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,13426423.141558431,0.0
daspd-DuShouKong-WangJiangTing.xml_3,为避狂徒到此间。,13465952.297408618,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,13483106.57376807,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,13498167.239096945,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,13519301.058202447,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,13522949.510687018,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,13591991.948898025,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,13606203.672478247,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,13615274.108003777,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,13618733.66995199,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,13620373.449643545,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,13767701.948301122,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,13773300.318470016,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,13776787.269861385,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,13796397.807898412,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,13803955.487849405,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,13819231.102160998,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,13987106.602876954,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,14089530.229370136,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,14112753.778160993,0.0
daxp-GuanShiYin-TianNvSanHua.xml_4,绿柳枝酒甘露三千界上，,14332966.259194296,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,14441780.153722489,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,14481447.21458346,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,14562165.751637461,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,14706815.345399288,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,14733761.487991655,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_4,原来是不耐烦已经睡困，,14863821.017115405,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,14878835.302030599,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,14890530.05485036,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,14957387.303991936,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,15003591.931673264,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,15020188.153522082,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,15041235.928375265,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,15126386.652391646,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,15138363.264430083,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,15158393.33929651,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,15289018.765158812,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,15354688.368825095,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,15380659.441344149,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,15459221.23001058,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,15461559.283429094,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,15533500.135651264,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,15541038.634728905,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,15637906.191873204,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,15702013.094137775,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,15818843.535568425,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,15852271.237241836,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,15858559.292844795,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,15924632.084209573,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,16367010.196737058,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,16444521.560109826,0.0
daxp-JiaoZhangSheng-HongNiang.xml_2,放大胆忍气吞声休害怕，,16483540.341346415,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,16573408.708991047,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,16604319.874597196,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,16832638.238275055,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,16858089.891364101,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,16938793.12941695,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,16958612.050866902,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,16971992.489675876,0.0
daxp-JiaoZhangSheng-HongNiang.xml_4,这也算是一段风流佳话，,17007813.596837815,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,17240072.03748183,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,17327997.004585348,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,17376436.69659685,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,17401211.650018003,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,17413110.59232213,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,17614802.884631585,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,18166380.931813527,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,18621489.289111972,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,18629010.310172226,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,18916782.633111566,0.0
daxp-ZheCaiShi-SuoLinNang.xml_5,善果心花可自豪。,18970494.262067929,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,18978814.51339452,0.0
daxp-ZheCaiShi-SuoLinNang.xml_4,柳暗花明休啼笑，,19310756.752461817,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,19375353.045025483,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,20235455.067860488,0.14285714285714285
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_3,乾坤分外明，,23451335.289268862,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,37625314.293721691,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,379673637.19099844,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,424323333.60150415,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,436936652.81704575,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,466779363.79098874,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,475403234.63674164,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,479142522.35245854,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,481338802.87606674,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,484088754.25945896,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,484088754.25945896,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,485014203.66587746,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,485220625.70183223,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,490257610.36299819,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,505847730.10921931,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,524111519.48597902,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,528181206.92055833,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,531567229.29355472,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,540743030.73401952,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,541196671.53369272,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,541339432.15836298,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,556428462.57868099,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,561215975.48938489,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,565287942.59866762,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,571736555.65851212,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,584355521.2575779,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,585689828.11315322,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,587416531.32482708,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,590578929.34560323,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,595721006.85388803,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,596112260.31782413,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,598201981.63063478,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,604684258.22564626,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,605225831.21869481,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,621412743.63938975,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,625511136.97308517,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,625752086.627545,0.0
