为避狂徒到此间,0,为避狂徒到此间。
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,10800095.936828298,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,10837086.987148635,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,10841932.163439138,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,10845371.379829723,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,10847959.168564837,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,10891684.885692935,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,10900587.760110119,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,10907429.440129539,0.0
daxp-JiaoZhangSheng-HongNiang.xml_3,这件事倒叫我心乱如麻。,10953650.833919972,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,10956724.853242761,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,10965206.665830076,0.14285714285714285
daxp-ZheCaiShi-SuoLinNang.xml_0,这才是人生难预料，,10965783.418190701,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,10986086.191436376,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,11030056.057233682,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,11065784.319746682,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_1,见玉兔（哇）玉兔又早东升。,11076773.253893819,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,11091240.323362479,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,11105198.685661372,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,11190431.187862078,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,11200645.671345437,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,11202787.967665473,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,11210783.846536564,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,11213230.862313161,0.0
daxp-ZhiJianTa-WangJiangTing.xml_0,只见他一封书信握手里，,11223753.15984175,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,11230434.734509423,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,11262613.069726942,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,11279177.614519097,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_0,被纠缠陡想起婚时情景，,11337781.192747215,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,11342677.70740216,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,11347497.178793764,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,11353256.651381237,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,11393943.202787288,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,11393943.202787288,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,11421154.674656691,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,11434694.931072336,0.0
daxp-ZhiJianTa-WangJiangTing.xml_7,何必独自就暗猜疑。,11458192.494008966,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,11458565.868890777,0.0
daxp-ZheCaiShi-SuoLinNang.xml_4,柳暗花明休啼笑，,11467267.006630803,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,11484520.637844751,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,11500062.618986551,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,11527872.786946282,0.0
danbz-KanDaWang-BaWangBieJi.xml_3,猛抬头见碧落月色清明。,11578297.523129743,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,11586352.877815185,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,11603968.00638617,0.0
daxp-GuanShiYin-TianNvSanHua.xml_3,白鹦鹉与仙鸟在灵岩神岘上下飞翔；,11604718.547007445,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,11608578.525276029,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,11641888.643705232,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,11698294.929213079,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,11708632.152125649,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,11721579.158594057,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,11721579.158594057,0.0
daxp-ZhiJianTa-WangJiangTing.xml_4,莫不是平地风波起，,11791261.72907448,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,11794646.973645676,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,11816990.934016403,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,11859889.856712352,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,11873221.873982588,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,11894592.771701617,0.14285714285714285
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,11911119.451855525,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,11932415.506704872,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,11939244.297625918,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,11941374.415840834,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,11985296.170418931,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,11996264.276879299,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,12001463.441623911,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,12002781.867306482,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_6,奴似嫦娥离月宫。,12037077.332518332,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,12060951.909693947,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,12087041.014424393,0.0
daxp-JiaoZhangSheng-HongNiang.xml_5,听号令且莫要惊动了她。,12093174.533378448,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_2,我不免去安排罗衾绣枕，,12151853.895632481,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,12201439.830972783,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,12203611.05377266,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,12218052.361363206,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,12257658.902599717,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,12310134.41427491,0.0
daxp-ZheCaiShi-SuoLinNang.xml_1,不想团圆在今朝。,12310134.41427491,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,12321475.356710685,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,12353947.012334161,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,12354962.127489399,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,12377573.250830248,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,12397358.93813538,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,12496053.511282649,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,12504786.873907572,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,12509677.226954585,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,12532730.622165538,0.14285714285714285
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,12574221.785667652,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,12618921.407600099,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,12680721.788950985,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,12694087.603930274,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,12760645.146324353,0.14285714285714285
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,12785161.19936374,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,12862802.911041087,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,12887946.637124609,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,12908718.303375889,0.14285714285714285
daxp-ZhiJianTa-WangJiangTing.xml_2,何人来把书信寄？,12909361.580856746,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,12917635.909393612,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,12946238.221024292,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,12980293.0715272,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,13052568.463875186,0.14285714285714285
danbz-KanDaWang-BaWangBieJi.xml_0,看大王在帐中和衣睡稳，,13059118.121360315,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,13089428.883799624,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,13089825.191708555,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,13091792.088160174,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,13136101.996668445,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,13144373.088237079,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,13147255.690036181,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,13170898.454038672,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,13193019.367566656,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,13245676.608108614,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,13252530.687239092,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,13285552.975947078,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,13305705.279551707,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,13324614.382317949,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,13335804.823990641,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,13341586.039579649,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,13367018.569003675,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,13398675.407000635,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,13407667.83715228,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,13433785.086994421,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,13599323.107229276,0.14285714285714285
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,13663893.01452017,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,13670340.089203095,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,13674517.840158172,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,13753054.87889597,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,13824764.732218998,0.14285714285714285
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,13882498.614669112,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,13914966.446117388,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,13922036.825650299,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,14004069.016485492,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,14010907.862503689,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,14039072.413595561,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,14050828.682806423,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,14085158.360184867,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,14155342.49615323,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,14171933.568473468,0.0
danbz-KanDaWang-BaWangBieJi.xml_2,轻移步走向前荒郊站定，,14175739.136045676,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,14183136.227741065,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,14204200.923526995,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,14215632.559737522,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,14216966.499656355,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,14227514.799488565,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,14232383.146123283,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,14316587.403418388,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,14322061.174656209,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,14410474.361974627,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,14540541.270280058,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,14540919.586121518,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,14628740.214930469,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,14645770.759852003,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,14664258.941180622,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,14677488.110969437,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,14702514.138786664,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,14793579.920746386,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,14842022.318565439,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,14873330.587093718,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,14918919.908155426,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,14929188.475103563,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,14996382.193529474,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,15106067.231699973,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,15135977.540748479,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,15146149.433779808,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,15161204.877133906,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,15194736.793715211,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,15254420.372073265,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,15266488.715377461,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,15293451.640102029,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,15349570.283138337,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_1,算当初曾经得几晌温存。,15430034.571404617,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,15436800.155698756,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,15571063.067126418,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,15604742.044635074,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,15651598.783938862,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,15690914.406900855,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,15828990.444263943,0.0
daxp-ZheCaiShi-SuoLinNang.xml_3,残生一线付惊涛。,15869816.9016138,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,15931130.6361928,0.0
daxp-ZhiJianTa-WangJiangTing.xml_1,长吁短叹语声低。,15938268.722610397,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,15940482.569674838,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,16078112.136618583,0.0
daxp-GuanShiYin-TianNvSanHua.xml_2,菩提树薝卜花千枝掩映，,16087092.07602578,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,16094108.644686103,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,16105345.069071801,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,16240690.39266289,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,16319997.490876485,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,16320124.24925286,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,16332588.15539638,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,16420516.752203867,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,16441132.420086628,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,16469656.865489122,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,16508486.585956138,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,16522067.242403574,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,16654900.796395136,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,16698526.20078139,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,16702279.971280983,0.0
danbz-KanDaWang-BaWangBieJi.xml_1,我这里出帐外且散愁情。,16720541.394563906,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,16799234.452312239,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,16901281.53920101,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,16922044.953848243,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,17052428.107498948,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,17151017.799220383,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,17246459.941320501,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,17277951.044492468,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,17301744.546175029,0.0
daxp-ZhiJianTa-WangJiangTing.xml_3,害得儿夫犯焦急；,17316492.478135221,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,17335916.217603374,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,17362670.625500284,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,17465356.909438875,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,17581402.044128768,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,17810715.281046189,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,17840700.01979417,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,18264024.078740068,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,18520883.637066688,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,18565639.214063372,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,18735548.88861604,0.0
daxp-JiaoZhangSheng-HongNiang.xml_4,这也算是一段风流佳话，,18968526.899394922,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,19130109.885641608,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,19554031.978000239,0.0
daxp-GuanShiYin-TianNvSanHua.xml_4,绿柳枝酒甘露三千界上，,19556527.710015524,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,19609419.9204004,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,19748418.421862658,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,19945345.421322484,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,20457600.109475803,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,20947322.541335959,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_3,乾坤分外明，,21211374.425834395,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,22332504.742749248,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,22549999.398690872,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,22604504.213070095,0.0
daxp-JiaoZhangSheng-HongNiang.xml_2,放大胆忍气吞声休害怕，,23779486.085852362,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,23790319.066644304,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,24408415.625044122,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_4,皓月当空，,24497285.956692006,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,25042055.629384264,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,25555289.785778563,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,25951809.822876468,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,26390694.688559663,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,26964168.689339519,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,27321333.802718088,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,28044501.815028042,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,28267059.655495454,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,28318091.572588135,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,28472836.400547441,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,29073374.129829969,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,29247732.053220272,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,29491940.996040996,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,29582118.585373353,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,29630745.003028769,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,30485701.940365814,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,31736412.071333673,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,32299420.707881946,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,32322566.588453129,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,32378152.550339852,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,32521164.496077623,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,32714829.814539969,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,32945760.659851838,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,33147542.100194149,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,34004331.523218401,0.14285714285714285
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,34172036.656444468,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,34205422.32855732,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,34919673.511580095,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,35221720.531755164,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,35337858.917266473,0.0
