敌血飞溅石榴裙,0,敌血飞溅石榴裙。
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,8262830.8570776312,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,8265029.1355787851,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,8267130.6040245481,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,8276775.2141795894,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,8365027.5971971666,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,8365732.13106931,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,8392706.4616387263,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,8400703.434197301,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,8405284.2211330868,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,8422967.9448271357,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,8450522.885180736,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,8452727.632550668,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,8464020.0709254853,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,8489694.0425274838,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,8503449.2117787041,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,8530044.3903749939,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,8537316.9206582978,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,8544803.4223241974,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,8570231.9191276822,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,8575014.5890167132,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,8648576.6383861601,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,8662378.2822591942,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,8671380.2879575305,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,8706650.7228209712,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,8717737.9365798961,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,8760480.1322899237,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,8773813.2077046353,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,8821477.3445268217,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,8897092.1500847712,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,8915407.9010663051,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,8939807.7762509324,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,8961807.8522763122,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,9029803.9480168056,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,9039593.1281407047,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,9118249.8735733312,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,9175772.1769546848,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,9176876.9099052325,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,9197379.3084828425,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,9230315.3422056139,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,9237335.0388418399,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,9237790.5332856867,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,9247348.9576516114,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,9298701.1297056973,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,9303725.9595104884,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,9348903.4560079649,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,9390143.4649148937,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,9445938.1853178833,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,9461401.3305478245,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,9517425.8462433163,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,9629401.8960066475,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,9651640.4772164654,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,9664150.520188218,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,9708481.1184810512,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,9731307.9575460143,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,9736141.1438505463,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,9755748.0519547481,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,9800992.6608662829,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,9805240.5919529982,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,9821912.1237698253,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,9830273.8961095735,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,9853828.4578035567,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,9872128.9496305585,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,9878896.895642139,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,9888216.263110932,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,9900720.8429255672,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,9981387.9447583146,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,10042110.200884666,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,10046822.117134783,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,10046822.117134783,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,10051360.044819588,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,10057470.008333711,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,10058672.999946339,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,10197885.268711129,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,10202274.564986706,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,10219192.440606434,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,10223566.704233639,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,10231434.33859395,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,10269342.73169522,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,10302800.476156509,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,10312262.780902132,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,10387963.319732713,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,10407399.952258911,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,10448446.238944886,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,10476100.202660639,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,10491733.62211943,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,10522870.281377943,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,10592819.566929249,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,10624145.73752673,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,10690183.648426933,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,10703628.854903417,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,10734127.320613742,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,10836444.103364237,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,10856835.419185089,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,10882585.9605924,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,10900809.441791002,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,10907632.740362601,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,10924218.118635004,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,10952196.369314324,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,10957059.486125344,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,10973222.02963708,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,10985839.37793084,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,10994813.585499519,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,11006298.553603079,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,11061141.556853846,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,11062819.480219612,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,11071879.286188111,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,11169160.355128409,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,11182869.411465168,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,11187039.027577331,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,11195448.206618013,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,11233350.130692538,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,11249597.979410769,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,11361768.834494786,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,11372872.861287441,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,11375131.12318062,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,11423684.81108344,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,11435616.836519513,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,11548645.930137686,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,11654148.816486524,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,11720343.312037487,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,11720396.7048958,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,11871146.840205707,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,12035706.574058348,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,12058298.393449558,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,12111990.54182248,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,12196851.391809052,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,12205539.385788389,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,12323703.42863363,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,12471420.668616205,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,12507389.552633971,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,12535560.563581593,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,12567784.748122709,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,12578566.411470557,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,12583159.15665821,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,12662697.044801053,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,12731189.857684538,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,13008554.510887681,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,13103011.75929323,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,13247097.476667851,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,13252856.703362884,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,13320237.430115778,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,13347633.855723027,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,13470933.380725674,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,13550167.32309217,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,13808129.709042849,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,13902366.852244372,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,14062647.346604189,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,14097556.367090205,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,14116686.003895838,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,14193097.993475799,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,14359173.327540101,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,14468548.72667066,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,14477271.484431194,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,14859388.446675716,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,14894081.339984253,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,14961898.850564228,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,15001633.377278309,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,15078767.074502684,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,15417260.072341334,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,15472958.126643633,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,15488978.228194898,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,15738028.092289854,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,15789097.72877096,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,16312129.608730195,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,16373175.874536345,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,16826301.503199108,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,16934190.224337798,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,17595672.2916639,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,17750827.755368009,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,18574038.764682781,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,18579978.129568469,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,18639312.68153701,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,20002143.222379886,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,20558240.27739023,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,21653164.671192199,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,33379916.42157774,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,900246442.55666125,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,1002235641.2631787,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,1041615971.8767129,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,1070617925.9690661,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,1133783160.4004464,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,1196414211.8308806,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,1205058917.7492745,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,1263390041.4218841,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,1278147772.4597671,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,1324183078.4798331,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,1343872338.1874683,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,1362216880.0318263,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,1368911712.1881235,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,1372308415.4798968,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,1381148960.1957049,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,1382687764.2633677,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,1439486209.4528315,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,1456000998.77071,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,1460374376.7404001,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,1473709133.2907541,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,1476207484.4147248,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,1485399894.0932987,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,1490505980.9134169,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,1501202467.4515982,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,1519202101.359962,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,1528147103.6459024,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,1536824832.6666541,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,1542899832.9573531,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,1549318979.2781744,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,1551753975.3726799,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,1552308449.3658102,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,1553144711.4172995,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,1587065631.9739723,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,1612888243.0714099,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,1613260172.9188638,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,1613978951.7853401,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,1614589503.8159428,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,1635693603.9192758,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,1647044405.5877171,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,1653981481.7291617,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,1670635111.3970149,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,1676955373.8492038,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,1680023693.6247642,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,1682130168.9678979,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,1686406739.9691284,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,1690875126.3840785,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,1709694704.6941984,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,1711278219.9179723,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,1719400319.8946755,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,1724992918.2568309,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,1738132819.9544792,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,1738132819.9544792,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,1738191180.0305102,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,1744347077.5963697,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,1749546058.278553,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,1757100950.427314,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,1783436621.8911054,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,1800887751.6988184,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,1803204385.8767147,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,1805162647.0391493,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,1827720604.1250241,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,1833651167.639509,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,1840334370.8646414,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,1840436244.404979,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,1850589065.8752096,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,1852657686.6019971,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,1875560046.0001862,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,1878712294.2500196,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,1879815632.7123394,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,1890480465.7122178,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,1902550551.798897,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,1905613013.9693406,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,1908795839.7646594,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,1915854996.8791087,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,1917046606.844496,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,1931642382.9666486,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,1940349888.8930452,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,1956156162.0025272,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,1971005613.4645,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,1978105463.7637601,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,1981202408.2714305,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,1982057516.2213271,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,1992906351.5604789,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,1995182982.7378769,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,1996132352.8605638,0.0
