番王小丑何足论,5,番王小丑何足论，
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,10273274.604712889,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,10284271.755520187,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,10289435.090387071,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,10305847.952195313,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,10352426.644558001,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,10381929.678004766,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,10388357.518914225,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,10423841.456430906,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,10441454.731947411,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,10519621.967516823,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,10529542.281958399,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,10545086.673824714,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,10568229.618339086,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,10579078.006606584,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,10599980.421750912,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,10628434.131461931,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,10639614.428401625,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,10654375.523992762,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,10706611.759856945,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,10728426.608761562,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,10745725.652982205,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,10776351.238061545,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,10835112.562918356,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,10966164.786365416,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,11005595.750727119,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,11025080.489991527,0.0
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,11068728.766755542,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,11088105.77269469,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,11136298.79241197,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,11264609.436814029,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,11283985.32122908,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,11388278.283182677,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,11417677.456261117,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,11435082.448053867,0.14285714285714285
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,11489045.44931053,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,11514748.353337198,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,11526815.430206509,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,11536580.006932043,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,11563059.028470386,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,11568499.014587721,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,11586927.605954925,0.14285714285714285
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,11599825.242528971,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,11606756.073643427,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,11627406.001783838,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,11627906.840737579,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,11632076.325638549,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,11684277.517318534,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,11693609.321579294,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,11702677.594696781,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,11737608.331378145,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,11870265.113088818,0.14285714285714285
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,11873701.83114448,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,11882969.940478073,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,11962801.631125595,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,11964534.080000756,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,12005817.940690897,0.14285714285714285
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,12007015.660240825,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,12011818.974577604,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,12018626.519003952,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,12090033.52714931,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,12127663.350979598,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,12138040.220446885,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,12169048.677261347,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,12215386.119461145,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,12275322.272120191,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,12317241.777490996,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,12340354.72720962,0.14285714285714285
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,12386733.657666206,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,12402294.592570532,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,12402317.917498926,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,12428596.07319195,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,12451748.298081249,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,12507327.374989847,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,12579326.672552293,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,12654684.135681935,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,12657912.641903184,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,12712370.516327903,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,12860837.030884117,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,12906624.024126776,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,12927491.417112233,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,12938103.941701084,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,12957787.131995361,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,12973398.562866868,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,13048709.040924355,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,13168408.204359446,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,13172937.678578444,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,13246765.931101939,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,13364808.592516758,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,13485810.926137216,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,13486458.742334496,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,13497415.180273289,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,13506246.162969142,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,13569278.975564582,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,13589057.212332582,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,13590770.213100575,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,13703041.987455945,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,13782849.317474265,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,13784008.829633011,0.14285714285714285
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,13824597.828888593,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,13830023.104016539,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,13902341.792913986,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,13917892.129849074,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,13972557.721966382,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,13981496.102577534,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,14058538.590147551,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,14117109.759232415,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,14181097.072606448,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,14186651.548682407,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,14256789.150625771,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,14373375.401454225,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,14537268.827078907,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,14543528.706634086,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,14545438.468278179,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,14547951.829581663,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,14561807.574804705,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,14581752.55639587,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,14620338.355756639,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,14883228.881970873,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,14940219.579754723,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,14971211.489579579,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,15061142.916146485,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,15074182.076996848,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,15142291.986841908,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,15180711.645165462,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,15203766.066027716,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,15216590.341830654,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,15417560.398737257,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,15506506.094519485,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,15545612.996676719,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,15569578.969785621,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,15679077.84990886,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,15708118.898390042,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,15713505.810232745,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,15735503.963743927,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,15955904.030627448,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,16223777.062024288,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,16283034.81652955,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,16310882.773166195,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,16350304.771379232,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,16390359.467937721,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,16487889.625128135,0.14285714285714285
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,16586285.068840103,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,16592560.08214042,0.14285714285714285
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,16676454.11347414,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,16705792.562958943,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,16726245.078284072,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,16750667.20984472,0.14285714285714285
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,16962175.007999908,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,17170308.175443649,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,17356166.423194155,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,17383908.974390645,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,17418287.63922435,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,17443478.261673335,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,17610056.316465978,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,17612480.916245598,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,17785299.309018724,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,17890750.98949432,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,18060966.261272773,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,18222180.214514308,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,18403583.457416434,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,18549596.282866437,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,18712751.55608283,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,18785734.335584328,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,19123631.335914765,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,19978315.027840242,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,20089916.499652155,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,20280003.5444903,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,20751972.206027746,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,21380629.008707434,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,21589042.803149782,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,21730793.408111315,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,21914897.977258831,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,23429494.559696663,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,28314902.007326413,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,28729983.623446595,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,29600578.293388546,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,39102160.575269103,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,276908011.03118277,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,297809411.56926185,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,309815862.40697253,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,317606746.28076565,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,321817598.59004492,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,408183499.00588691,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,422510332.02592814,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,476095041.59808362,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,477461267.16191232,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,484171042.49032015,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,490200435.74615431,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,512224495.83958083,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,518781772.77864045,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,524493728.6031369,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,539239089.01807284,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,552189510.96903896,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,554093359.58242178,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,554301078.15364718,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,564265363.52819026,0.14285714285714285
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,571551395.78854537,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,572897371.20583057,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,576504312.8055253,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,578035598.54050303,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,579852496.84800804,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,590865960.91131616,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,594175857.46844697,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,598111269.63343871,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,600891977.43778276,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,602429395.5164175,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,602439276.50832617,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,602928064.36814511,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,607688245.68495607,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,613310437.13338041,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,613687138.98733866,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,629101879.46732783,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,631493832.61070347,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,635899500.85176778,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,643935813.00362456,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,652328686.87773728,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,664096313.02038741,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,666368364.96622658,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,670256667.49095297,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,670296076.15850079,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,671613944.16907167,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,672495661.5013448,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,684076083.3030082,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,686263647.85262704,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,690592429.90407729,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,696066651.82224274,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,697118144.17314756,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,700701011.04132175,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,702112546.9403615,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,703073451.25306475,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,707944109.22405314,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,713998274.00582004,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,720045847.97915709,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,722890608.00275445,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,725419972.63022602,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,730968241.92826903,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,732836052.25230384,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,736563687.70432889,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,737240280.78497922,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,742087293.19804287,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,742343265.24260306,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,745760846.64466071,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,760522121.44444108,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,760638853.58656228,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,762416430.45403469,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,762689437.49055123,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,767250439.73097014,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,767250439.73097014,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,768285971.44006443,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,769256053.74207246,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,769844946.54626083,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,772527692.04705477,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,773814360.85620296,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,774965120.0836004,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,775833969.64833009,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,778172431.54277968,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,784947698.99988854,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,788347448.01756847,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,788915911.36148405,0.0
