长吁短叹语声低,0,长吁短叹语声低。
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,11514568.736802842,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,11514568.736802842,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,11552259.516130731,0.0
daspd-DuShouKong-WangJiangTing.xml_0,独守空帏暗长叹，,11568490.736080451,0.2857142857142857
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,11576896.308540076,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,11586869.28032626,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,11590300.193484986,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,11605236.372654105,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,11608021.229171447,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,11639457.227894519,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,11646417.587422445,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,11650900.251973426,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,11657730.304843098,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,11684502.963909769,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,11697515.909011697,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,11706677.500410244,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,11730700.741190093,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,11732267.647120019,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,11755453.807855409,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,11799406.989601891,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,11804942.713180389,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,11825020.178057587,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,11827461.441580832,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,11834542.619260289,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,11837404.463260075,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,11853632.495156379,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,11922878.709863033,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,11932810.208490422,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,11946855.151293911,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,11979999.837223088,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,12002129.032853017,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,12029561.314600425,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,12036062.104769258,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,12101617.462829938,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,12137760.756212423,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,12144750.210849991,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,12161397.534704912,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,12175298.697215967,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,12213241.679006681,0.0
danbz-KanDaWang-BaWangBieJi.xml_2,轻移步走向前荒郊站定，,12223018.765905838,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_1,算当初曾经得几晌温存。,12223364.723995453,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,12275723.00001936,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,12289377.825829608,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,12325116.422961619,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,12331332.46839424,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,12336644.176063756,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,12340447.525174852,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,12351925.820864497,0.0
daxp-ZheCaiShi-SuoLinNang.xml_5,善果心花可自豪。,12367484.627212886,0.0
daxp-ZhiJianTa-WangJiangTing.xml_0,只见他一封书信握手里，,12400409.001926191,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,12444853.700736452,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,12463643.634847425,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,12472298.751398427,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,12495542.168886669,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_2,那冰轮离海岛，,12507611.699788427,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,12516309.670616927,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,12525833.821395431,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,12539868.850557882,0.0
daxp-GuanShiYin-TianNvSanHua.xml_4,绿柳枝酒甘露三千界上，,12550762.278723732,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,12577761.251424178,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,12587051.521169256,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,12648598.712845152,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,12679404.054554643,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,12683548.367170716,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,12826407.806241881,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,12850849.930285566,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,12916513.140952747,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,12955271.909415618,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,12956057.261523241,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,12980260.611590421,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,13002982.014892874,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,13043634.925980695,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,13055124.354207972,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,13094431.137961209,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,13094431.137961209,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,13117894.642026236,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,13137088.570160216,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,13149759.236558178,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,13149759.236558178,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,13153464.73381249,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,13228386.025139704,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,13235089.403973369,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,13290502.390195122,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,13343320.886253772,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,13372871.262775797,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,13399625.413530048,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,13431478.357290149,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,13505851.931395797,0.0
daxp-GuanShiYin-TianNvSanHua.xml_7,催祥云驾瑞彩速赴佛场。,13508858.586458761,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,13545816.026351571,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,13584771.759718055,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,13607280.942851052,0.0
daxp-ZheCaiShi-SuoLinNang.xml_3,残生一线付惊涛。,13616657.848021545,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,13667512.827178683,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,13681476.323371764,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,13685646.832142439,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,13746968.685278326,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,13752965.338151259,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,13823372.941156538,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,13855872.609339198,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,13960574.479476614,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,14026581.080613356,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,14063300.332522184,0.0
danbz-KanDaWang-BaWangBieJi.xml_1,我这里出帐外且散愁情。,14069398.290343296,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,14080373.963324957,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,14092666.344393691,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,14118342.91063687,0.0
daxp-ZheCaiShi-SuoLinNang.xml_1,不想团圆在今朝。,14118342.91063687,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,14153291.987959022,0.0
daxp-JiaoZhangSheng-HongNiang.xml_3,这件事倒叫我心乱如麻。,14167390.501770841,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,14202575.291910971,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,14226028.91580091,0.0
daxp-ZheCaiShi-SuoLinNang.xml_7,愧我当初赠木桃。,14227593.78693762,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_3,莫负他好春宵一刻千金。,14249248.730014097,0.0
daxp-GuanShiYin-TianNvSanHua.xml_0,观世音满月面珠开妙相，,14348511.109305698,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,14370930.403384354,0.14285714285714285
daxp-ZheCaiShi-SuoLinNang.xml_4,柳暗花明休啼笑，,14417661.061462242,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,14443650.607170554,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,14498974.457447806,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,14499369.902286118,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,14568134.307854867,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,14598658.163521733,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,14601234.389124379,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,14680474.156792114,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,14708434.585299337,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,14720827.707517456,0.0
daxp-JiaoZhangSheng-HongNiang.xml_5,听号令且莫要惊动了她。,14730766.57540282,0.0
daxp-ZhiJianTa-WangJiangTing.xml_3,害得儿夫犯焦急；,14731291.772261402,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,14757576.743492236,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,14773509.719847374,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,14788788.346405894,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,14799621.802360073,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,14810331.586626736,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,14816212.593235144,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,14892486.178858427,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,14900643.366783211,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,14922825.050168589,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,14930179.416537197,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,14949012.128446527,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,15126899.047208194,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,15126899.047208194,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,15159146.257625081,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,15193759.912956782,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_0,海岛冰轮初转腾；,15269446.780928271,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,15274315.18627198,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,15425867.796328165,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,15425867.796328165,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,15427574.755760618,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,15446243.626148595,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,15453674.309780074,0.0
daxp-GuanShiYin-TianNvSanHua.xml_5,好似我散天花就纷落十方；,15480702.605281832,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,15541741.318176612,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,15565287.657072414,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,15608518.031872489,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,15667801.767222885,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,15680614.096405081,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,15723332.832450541,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,15843106.236651607,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,15876261.153263699,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,15882514.744290827,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,15896272.8894202,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,15921481.308638724,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,15943195.93784786,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_6,奴似嫦娥离月宫。,15987594.290616415,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,16011931.465431936,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,16015444.993485179,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,16050975.800155595,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,16134987.966717402,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,16152010.136960013,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,16271716.454994002,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,16299440.38803572,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,16507969.716176974,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,16512985.196423285,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,16516573.841333281,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,16548393.981996732,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,16629098.417982746,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,16650431.515333494,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,16674384.467233419,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,16779482.779159795,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,16854173.664120719,0.0
daxp-ZhiJianTa-WangJiangTing.xml_7,何必独自就暗猜疑。,16867835.701162811,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,16893376.600794233,0.2857142857142857
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,16970756.053889871,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,16973963.707674023,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,17021827.514277998,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,17105276.849352457,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,17176244.431244656,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,17188722.189585231,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,17367099.683041424,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,17401813.654147893,0.14285714285714285
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,17404144.122641332,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,17411732.831539158,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,17512492.61717236,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,17526256.228111874,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,17641535.870162223,0.14285714285714285
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,17706159.594786119,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,17822591.276173156,0.0
daxp-GuanShiYin-TianNvSanHua.xml_3,白鹦鹉与仙鸟在灵岩神岘上下飞翔；,17978347.909964651,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,18082126.690949876,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,18173157.726044908,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,18282773.001012329,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,18447152.078643296,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,18456416.288676381,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,18456416.288676381,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,18486191.680210728,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,18499879.03421279,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,18719369.453692574,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,18820049.133310668,0.2857142857142857
danbz-BeiJiuChan-ChunGuiMeng.xml_4,原来是不耐烦已经睡困，,18865009.588852048,0.0
daxp-GuanShiYin-TianNvSanHua.xml_2,菩提树薝卜花千枝掩映，,19004519.0812927,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,19011735.366043821,0.14285714285714285
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,19057624.889916278,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,19396148.912261099,0.0
daxp-ZheCaiShi-SuoLinNang.xml_0,这才是人生难预料，,19811996.184170078,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,19826376.088029314,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,19883309.658572409,0.2857142857142857
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,19909352.74131535,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_4,皓月当空，,19912768.634541743,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,19927812.820730507,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,19946157.555224258,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,20042191.603325926,0.0
daspd-DuShouKong-WangJiangTing.xml_3,为避狂徒到此间。,20546487.649325099,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,20823966.180143055,0.0
daxp-ZhiJianTa-WangJiangTing.xml_8,出二堂深施礼，,20892998.731364824,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,21301107.52828278,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,22263790.592037778,0.0
daxp-ZhiJianTa-WangJiangTing.xml_6,低下头心生计，,22403599.052004382,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,23257935.012980279,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,24780431.112375878,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,27236272.232292164,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,33867072.959361546,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,1906375449.10882,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,2713098514.8217545,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,2817713310.5427651,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,2948084141.7197537,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,2961240151.6449037,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,2997623051.2996421,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,3066491767.8957934,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,3089742065.9563789,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,3089742065.9563789,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,3218083363.9462361,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,3263927526.4622755,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,3305271377.4881992,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,3329966596.0218701,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,3343305683.1598296,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,3365055110.0451899,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,3411049540.119348,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,3457139835.1351686,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,3488424113.2236743,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,3496009714.1263237,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,3496009714.1263237,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,3499734498.2414932,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,3515373107.5809169,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,3525256702.4373541,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,3526304065.4182348,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,3532822412.2023563,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,3562745043.6354933,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,3608762375.3258405,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,3670491307.4394269,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,3733332498.1772757,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,3738209678.6801496,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,3740342624.2393732,0.0
