独守空帏暗长叹,0,独守空帏暗长叹，
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,7693888.6253241822,0.14285714285714285
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,7749302.5628990261,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,7762651.7470921334,0.0
daxp-ZheCaiShi-SuoLinNang.xml_6,种福得福如此报，,7772992.623496918,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,7821685.7281952528,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,7840725.4543791413,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,7860734.6724718474,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,7884649.6578052342,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,7902983.2070405083,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,7906900.1638922747,0.0
daxp-ZheCaiShi-SuoLinNang.xml_7,愧我当初赠木桃。,7908370.9388278732,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,7927428.7615625206,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,7931157.3400089191,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,7940435.7052630046,0.14285714285714285
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,7949779.2336646039,0.0
daspd-DuShouKong-WangJiangTing.xml_1,芳心寂寞有谁怜，,7964823.3172259694,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,7981036.8631734131,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,7992674.9522029189,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,8002347.9917739732,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,8004987.5872119153,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,8020088.3001288697,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,8050893.1820751894,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,8058776.5611070869,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,8069051.4305900382,0.0
danbz-KanDaWang-BaWangBieJi.xml_2,轻移步走向前荒郊站定，,8087157.2070171935,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,8102029.4469003016,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,8128756.6292016804,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,8130196.167028361,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,8131999.1339013185,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,8143672.3673719727,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,8153227.9340327745,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,8194548.3937480394,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,8217414.6787677556,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,8267231.8405236034,0.0
daxp-JiaoZhangSheng-HongNiang.xml_0,叫张生隐藏在棋盘之下，,8271306.7185275368,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,8271573.2464802675,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,8283124.8904796904,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,8288994.3251053672,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,8295270.4307942418,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,8295270.4307942418,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,8298140.6944812313,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,8316708.2888079453,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,8323356.801207046,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,8326662.451813926,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,8340581.1098998468,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,8342203.8514630646,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,8408744.565849904,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,8419185.5613224488,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,8432990.0526878163,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_2,我不免去安排罗衾绣枕，,8434323.8443608824,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,8467225.7997773476,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,8496799.1242861766,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,8528533.7150417585,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,8531869.4075537398,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,8535364.977287408,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,8538454.3647406586,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,8555905.261728365,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,8565363.3177348729,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,8611101.7213270068,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,8620937.0134558529,0.14285714285714285
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,8621003.2633845601,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,8630316.4291621279,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,8635990.3593641575,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,8666884.3982767034,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,8674723.1919424422,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,8676716.1612067744,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,8705016.8310006782,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,8719739.5221636761,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_5,恰便似嫦娥离月宫，,8721534.6669519953,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,8736586.7543803528,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,8745514.2289863974,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,8782763.5077969525,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,8783895.1196239311,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,8788363.8231606204,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,8788813.7421388421,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,8796595.9940341115,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,8807750.2675295565,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,8821689.7838194594,0.0
daxp-ZhiJianTa-WangJiangTing.xml_9,相公你为何不歇息？,8836520.8580926117,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,8844771.4392685313,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,8845864.5421422496,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,8855274.9116019085,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,8857533.495149862,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,8870921.2154106349,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,8922866.2849381696,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,9037579.9109037872,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,9063783.9694333114,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,9106073.90972431,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,9118292.6677057594,0.0
daxp-ZhiJianTa-WangJiangTing.xml_1,长吁短叹语声低。,9129478.0715512186,0.2857142857142857
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,9149269.0419780593,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,9177359.4834533259,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,9182025.0543588009,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,9197525.6946882568,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,9200071.4427528549,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,9201988.501978375,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,9201988.501978375,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,9346459.3129123021,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,9348444.86868608,0.0
daxp-ZheCaiShi-SuoLinNang.xml_5,善果心花可自豪。,9368161.4714051709,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,9387947.3325906303,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,9387947.3325906303,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_3,莫负他好春宵一刻千金。,9404641.2455301788,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,9429568.9282669798,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,9439694.1958372053,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,9452507.0985612087,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,9453472.9017865695,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,9475244.1954258736,0.0
daxp-ZheCaiShi-SuoLinNang.xml_2,回首繁华如梦渺，,9529260.7032245435,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_2,那冰轮离海岛，,9552140.7738542296,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,9555197.6491671484,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,9568168.0268915743,0.0
daxp-GuanShiYin-TianNvSanHua.xml_6,满眼中清妙景灵光万丈，,9575927.8638388719,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,9602929.4080118015,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,9625862.1377549134,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,9634791.3357789293,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,9638313.117936682,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,9653426.9046673439,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,9692752.2454040051,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,9712110.9107290376,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,9745386.6027725469,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,9756209.1496356279,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,9758681.4357846975,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,9758942.4261666201,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,9819148.8767622095,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,9822525.7230428699,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,9846116.9710386582,0.0
daxp-ZhiJianTa-WangJiangTing.xml_0,只见他一封书信握手里，,9859829.7253340855,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,9861250.9220429417,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,9915446.3223565612,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,9958599.8945700508,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,10037537.680702278,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,10056279.516222289,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,10099668.453514297,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,10155741.892880334,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,10156200.025503678,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,10162103.031953692,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,10186129.798110453,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,10216838.283023594,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,10231783.76116934,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,10239471.335051255,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,10255212.457662459,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,10270110.241623517,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,10323824.880973885,0.14285714285714285
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,10468271.790017622,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,10471411.449480353,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,10502250.398278115,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,10513211.139738515,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,10522919.619052058,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,10559706.811927728,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_6,奴似嫦娥离月宫。,10563112.787810519,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,10621550.294179119,0.0
daxp-GuanShiYin-TianNvSanHua.xml_2,菩提树薝卜花千枝掩映，,10666106.046974977,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,10718073.391416477,0.0
daxp-ZhiJianTa-WangJiangTing.xml_3,害得儿夫犯焦急；,10780503.734107366,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,10790477.458917625,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,10799942.896304324,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,10855294.544377947,0.0
daspd-DuShouKong-WangJiangTing.xml_3,为避狂徒到此间。,10952313.017312374,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,10972515.840093061,0.0
daxp-GuanShiYin-TianNvSanHua.xml_4,绿柳枝酒甘露三千界上，,11052144.135884581,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,11078374.753826519,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,11164659.047080494,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,11193083.110297721,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,11305271.227017697,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,11319089.152175521,0.14285714285714285
daxp-JiaoZhangSheng-HongNiang.xml_4,这也算是一段风流佳话，,11380315.480530318,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,11404871.236075036,0.0
daxp-ZheCaiShi-SuoLinNang.xml_4,柳暗花明休啼笑，,11424914.098587083,0.14285714285714285
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,11482625.529940717,0.0
daxp-ZhiJianTa-WangJiangTing.xml_6,低下头心生计，,11603204.530330503,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_4,原来是不耐烦已经睡困，,11670770.883410014,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,11672985.664256919,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,11860102.932382539,0.0
daxp-JiaoZhangSheng-HongNiang.xml_2,放大胆忍气吞声休害怕，,11896319.65343561,0.0
daxp-GuanShiYin-TianNvSanHua.xml_0,观世音满月面珠开妙相，,11969793.828082135,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,12046354.253556069,0.0
daxp-ZheCaiShi-SuoLinNang.xml_1,不想团圆在今朝。,12046354.253556069,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,12101590.204215728,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,12119731.05036881,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,12119731.05036881,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,12195569.773645703,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,12342542.237105915,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,12468800.130206019,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,12468800.130206019,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,12773974.362137709,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,12905439.750079978,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,13052708.102009138,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,13123374.4615022,0.14285714285714285
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,13197381.408161709,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,13214433.264257789,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,13317842.451896381,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,13343771.505500959,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,13424015.507426679,0.14285714285714285
daxp-GuanShiYin-TianNvSanHua.xml_7,催祥云驾瑞彩速赴佛场。,13599392.019210495,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,13714479.406993974,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,13725928.979239225,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,13803893.377413105,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,14005444.12137571,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,14038632.423314095,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,14117347.644686513,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,14144807.812915403,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,14225411.207330851,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,14406324.867639199,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,14528035.211966572,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_1,算当初曾经得几晌温存。,14822455.870665547,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,15025160.723234719,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_4,皓月当空，,15059787.976831187,0.14285714285714285
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,15059964.975820018,0.0
daxp-ZhiJianTa-WangJiangTing.xml_8,出二堂深施礼，,15287496.591951903,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_3,乾坤分外明，,15421928.870785758,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,15432307.393360095,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,15530548.788110174,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,15708125.485419471,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,15847700.658181028,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,16252498.649354605,0.0
daxp-ZhiJianTa-WangJiangTing.xml_2,何人来把书信寄？,16382258.845220868,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,16535921.24402355,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,16604560.197828704,0.0
danbz-KanDaWang-BaWangBieJi.xml_1,我这里出帐外且散愁情。,16644782.331303224,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,16803435.952374168,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,16958068.077912364,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,17267145.385012157,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,17479841.244817428,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,17588387.757573802,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,18187041.693376087,0.0
daxp-ZhiJianTa-WangJiangTing.xml_4,莫不是平地风波起，,18199931.705213677,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,18430858.748866562,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,19175157.859921329,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,19394131.04705485,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,19654821.24866705,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,24255282.120861694,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,440281629.0599829,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,474361330.99890572,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,487723760.39665049,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,511420844.56251132,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,537876474.37265038,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,565066504.52208829,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,569035769.95141125,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,580155716.77773166,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,588810262.38059461,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,608848715.08756518,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,621554620.31809068,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,633853534.05098021,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,649157134.41739333,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,655329267.01368594,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,656399266.25028896,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,657989677.70206678,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,671311684.01264799,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,673033620.62653089,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,678594083.56383502,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,681644664.80407345,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,684139404.84550524,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,694948542.59003115,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,697639430.07154882,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,698904739.85676765,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,703188542.7258662,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,703279008.79470932,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,718967969.77764845,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,725162163.01507998,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,732164708.12761235,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,734435859.7548542,0.0
