但愿得杨六郎心如石坚,0,但愿得杨六郎心如石坚。
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,9288144.2786056343,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,9299692.2743928134,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,9304883.1212047674,0.1
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,9312202.2970534991,0.1
daxp-GuanShiYin-TianNvSanHua.xml_2,菩提树薝卜花千枝掩映，,9314732.4867648911,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,9317454.7245485503,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,9317467.498434322,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,9324317.360768456,0.3
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,9343806.702990165,0.1
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,9344559.0101137087,0.0
daxp-ZhiJianTa-WangJiangTing.xml_2,何人来把书信寄？,9345678.3364982866,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,9354545.925621476,0.1
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,9411358.3725773487,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,9471094.805706894,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,9478828.5119562633,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,9478988.3299841937,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,9506878.1064254884,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,9522136.2510521654,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,9527567.7022849955,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,9529539.2948147114,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,9529999.8153528981,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,9531159.0461959485,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,9540466.7499420643,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,9553043.6319596637,0.0
danbz-KanDaWang-BaWangBieJi.xml_0,看大王在帐中和衣睡稳，,9554639.9023195505,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,9569338.396726314,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,9572938.3327749297,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,9586557.2356910836,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,9587862.236214269,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,9611727.2238146048,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,9612463.4658309892,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,9626771.5242441539,0.1
daxp-JiaoZhangSheng-HongNiang.xml_3,这件事倒叫我心乱如麻。,9627738.4498098269,0.2
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,9646711.5834717602,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,9648247.9322246946,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,9655985.620269062,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,9657672.3996309526,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,9664574.4843405932,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,9664608.1381027587,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,9668461.2441775259,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,9672995.4041082151,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,9676582.8331885338,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,9685803.7495201956,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,9693817.9051609989,0.1
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,9696274.3506434839,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,9703979.4409780726,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,9707092.7764845602,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,9719144.0550256092,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,9726222.5101825614,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,9739575.6979894768,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_6,奴似嫦娥离月宫。,9750748.7254532482,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,9776101.7781684417,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,9855236.2010178659,0.1
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,9859101.5158631355,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,9887602.7645769548,0.4
daxp-ZheCaiShi-SuoLinNang.xml_5,善果心花可自豪。,9911235.8964853715,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,9968575.5954867024,0.2
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,10031357.218901936,0.1
daxp-ZhiJianTa-WangJiangTing.xml_6,低下头心生计，,10036084.792114701,0.1
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,10055501.26852504,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,10079547.817132762,0.1
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,10082175.731845701,0.1
daspd-DuShouKong-WangJiangTing.xml_3,为避狂徒到此间。,10087214.110698085,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,10094510.227554092,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,10103069.687326444,0.3
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,10109970.598235155,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_5,恰便似嫦娥离月宫，,10116584.003785735,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,10126303.554835934,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,10142167.548449874,0.0
daxp-JiaoZhangSheng-HongNiang.xml_2,放大胆忍气吞声休害怕，,10145502.191356344,0.0
daxp-JiaoZhangSheng-HongNiang.xml_4,这也算是一段风流佳话，,10146080.635416379,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,10155437.755358031,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,10157476.913552796,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,10165381.506065004,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,10179359.660329234,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,10192629.490763996,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,10209116.331633337,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,10225834.327252617,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,10242573.667536033,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,10258629.743719406,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,10285809.552478272,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,10291508.619160932,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,10300093.789369397,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,10352597.569999529,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,10375013.096938903,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,10384312.491963396,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,10388667.990777032,0.1
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,10398628.694825262,0.1
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,10401154.074693419,0.1
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,10405405.079704544,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,10438328.322500585,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,10456410.831983894,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,10492283.821571274,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,10500002.877827259,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,10509903.883614741,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,10547251.875281503,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,10573784.325914653,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,10589120.655245915,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,10638349.61304966,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,10647276.324285969,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,10672177.658173893,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,10710182.741245219,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,10739953.815530008,0.1
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,10757688.793988885,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,10788946.744985975,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,10827336.692993945,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,10839740.577005742,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,10866171.807821039,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,10866859.598880593,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,10872170.905394502,0.1
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,10892308.342767633,0.1
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,10945714.845041357,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,10993418.928888021,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,11006627.949705238,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,11088583.833512435,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,11171688.69569738,0.1
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,11189206.586464526,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,11244005.64607152,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,11250610.537117984,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,11284696.012184763,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,11294593.554550523,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,11305614.619555589,0.1
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,11323631.39966467,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,11357287.071621707,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,11362224.025835047,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,11422664.829713233,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,11426484.683822066,0.3
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,11433258.875048108,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_0,海岛冰轮初转腾；,11463729.115165871,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,11468914.094820077,0.1
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,11511807.006743893,0.1
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,11543309.463237772,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,11587382.082474042,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,11684782.17065588,0.1
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,11716602.977734549,0.1
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,11718722.875727842,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,11722254.036868731,0.0
daxp-ZheCaiShi-SuoLinNang.xml_4,柳暗花明休啼笑，,11734276.055146066,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,11755601.044878291,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,11762301.523235111,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,11782567.984488567,0.1
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,11838454.457617139,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,11872925.843854807,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,11882751.2776528,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,11900459.106721688,0.0
daxp-GuanShiYin-TianNvSanHua.xml_5,好似我散天花就纷落十方；,11923571.385927537,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,11924327.895323455,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,11972686.449152963,0.1
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,11990508.060295239,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,12053405.960768728,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,12131316.198387194,0.1
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,12177181.260542763,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,12180815.960502489,0.1
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_4,皓月当空，,12196982.259710239,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,12216356.194121471,0.3
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,12405783.352535341,0.3
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,12416857.245747594,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,12456688.348876713,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,12464054.194504954,0.3
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,12472664.051311137,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,12488816.280179838,0.0
daxp-GuanShiYin-TianNvSanHua.xml_0,观世音满月面珠开妙相，,12544696.039926741,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,12570040.106048305,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,12572876.904086635,0.1
daxp-JiaoZhangSheng-HongNiang.xml_0,叫张生隐藏在棋盘之下，,12695631.352392232,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_1,算当初曾经得几晌温存。,12697884.28355415,0.1
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,12780130.481947323,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,12924677.453485014,0.1
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,12939273.947821666,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,12999674.483689854,0.0
daxp-JiaoZhangSheng-HongNiang.xml_5,听号令且莫要惊动了她。,13045657.325509124,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,13051541.814896379,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,13101528.856738446,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,13125535.205535874,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,13226464.908080749,0.1
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,13245355.296511915,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,13264041.421289191,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_4,原来是不耐烦已经睡困，,13280070.566391641,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,13311844.203596594,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,13328231.196392691,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,13353253.887460476,0.2
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,13400692.076477457,0.1
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,13438616.312980046,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,13464976.03791637,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,13483657.162431682,0.1
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,13494294.0651267,0.0
daxp-GuanShiYin-TianNvSanHua.xml_6,满眼中清妙景灵光万丈，,13607090.576810783,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,13672048.843138399,0.1
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,13758252.373600136,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,13826977.74301279,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,13890420.673985859,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,13918502.316857198,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_3,乾坤分外明，,13956156.776238235,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,14000779.427744677,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,14009168.946989806,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,14014428.169140749,0.1
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,14032564.716208879,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,14062832.346225798,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,14071134.110035993,0.1
daxp-GuanShiYin-TianNvSanHua.xml_7,催祥云驾瑞彩速赴佛场。,14255497.888993273,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,14534986.885186149,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,14577139.903308159,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,14615686.927589692,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,14782810.520147437,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,14921267.185739895,0.3
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,15129952.154253758,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,15296803.728385733,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,15955121.428734317,0.1
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,15993667.061376711,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,15993667.061376711,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,16166857.647856727,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,16188949.742654974,0.0
daxp-ZheCaiShi-SuoLinNang.xml_0,这才是人生难预料，,16647359.666304426,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,16668394.731327772,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,17047841.991638888,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,17081921.891033776,0.4
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,17913914.171902351,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,18019827.059194405,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,18099940.364038043,0.1
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,18114952.41573571,0.1
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,18465036.111064129,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,18579515.312425304,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,18579515.312425304,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,19188331.367495123,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,19904114.873550847,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,20341226.362459239,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,20618709.636331469,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,20894093.956563298,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,21370211.220566947,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,23734512.825577199,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,1929175097.5007095,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,2361579831.171052,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,2438278853.5772271,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,2647871512.246346,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,2648726357.1754513,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,2657527448.599277,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,2674681012.5850439,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,2731190824.2908201,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,2772940012.2331886,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,2780500619.8945513,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,3131076584.6454477,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,3233541572.7243104,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,3236575352.1482348,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,3332103727.0841169,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,3333349516.7730174,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,3372078104.9363527,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,3372110977.1519465,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,3375618375.2014871,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,3385552459.8155999,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,3403941564.1548572,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,3409826609.7965326,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,3417460651.0305247,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,3434262928.4025674,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,3457083193.8568864,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,3538254978.5062504,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,3539428920.5461817,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,3570675181.9835472,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,3572992122.3721719,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,3572992122.3721719,0.1
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,3581906691.9303603,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,3617165203.0137286,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,3651393556.4886613,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,3654216342.4548621,0.0
