有生之日责当尽,5,有生之日责当尽，
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,8433203.5270526372,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,8465334.4892073106,0.14285714285714285
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,8502443.0412644166,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,8522911.6226293948,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,8607095.8296631165,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,8631171.9226086456,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,8640966.2204945534,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,8740426.0000505466,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,8743428.6916537397,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,8763301.3004710414,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,8792000.0461809691,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,8807674.2005381025,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,8840328.4407964144,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,8845608.2912400439,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,8884637.6667384375,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,8885334.2158169132,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,8885334.2158169132,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,8886322.421625223,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,8945074.7818330321,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,8953246.6772787515,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,8961428.0360628292,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,9031637.9682951979,0.2857142857142857
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,9039654.6662399676,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,9062671.5640821662,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,9102100.2319209781,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,9118784.7008656785,0.14285714285714285
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,9161791.606689265,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,9207878.2849623002,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,9210406.0896917302,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,9252805.2365313526,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,9289970.0866840407,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,9300587.6521969866,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,9304836.6836686954,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,9350617.9741960056,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,9366627.9066970125,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,9376734.6323366184,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,9389806.7066974323,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,9414432.87532112,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,9458689.1239360087,0.14285714285714285
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,9474183.2160235234,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,9476083.3232627921,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,9526749.8531798515,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,9574058.425167216,0.14285714285714285
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,9709883.1500897259,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,9729775.658162633,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,9743904.3394016977,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,9799817.6799324844,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,9826643.699592622,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,9830407.1997828335,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,9963357.7546667717,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,10000185.669178084,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,10106119.800949788,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,10164811.707023982,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,10276225.234152043,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,10293887.73027892,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,10301000.193442641,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,10362341.896100575,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,10389012.507871153,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,10412367.761433695,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,10454878.745311182,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,10467748.038824126,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,10539715.342355834,0.14285714285714285
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,10649423.19646835,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,10686580.175492859,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,10710786.72123092,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,10761642.260395145,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,10788942.722671345,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,10815875.661302587,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,10843124.421404179,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,10922392.337357648,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,10977906.984845329,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,11023974.299145447,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,11178046.036490967,0.2857142857142857
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,11263598.179484075,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,11275105.478150841,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,11285720.717554038,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,11295704.917860281,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,11295878.447705608,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,11297322.199260067,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,11425773.39186722,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,11449038.246364167,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,11513975.520374622,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,11594618.579961061,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,11665367.581004784,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,11721485.273427164,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,11748086.31307829,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,11808611.40924998,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,11838738.914408021,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,11851071.581094692,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,11908458.246784724,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,11924117.799762702,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,11958497.630094726,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,11989045.067733228,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,12049522.356428789,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,12124862.920516778,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,12156322.769699806,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,12161163.118793432,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,12179628.336285027,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,12187107.484241933,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,12213842.85800398,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,12222575.594893089,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,12222575.594893089,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,12232748.077275658,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,12480788.809447313,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,12681245.361266211,0.14285714285714285
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,12691386.841426978,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,12773738.859806806,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,12889578.411491381,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,13108689.850090405,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,13235031.232239792,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,13274545.974341836,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,13313233.530567143,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,13475687.008521264,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,13493548.410343535,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,13553747.793583788,0.14285714285714285
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,13574749.269258363,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,13782904.119656868,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,13797613.189891128,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,13958167.624945194,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,14031650.962263769,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,14067018.703977032,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,14086669.611006415,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,14132064.054522621,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,14244487.885910885,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,14249409.155692969,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,14280141.376872644,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,14305946.646184701,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,14388652.767209547,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,14417489.675901029,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,14454776.850603437,0.14285714285714285
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,14497216.659973616,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,14507430.858063083,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,14736832.492889781,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,14791310.446024926,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,14861828.761662759,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,14878748.949542049,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,14959687.416730314,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,15077182.346357184,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,15392899.453300897,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,15593235.615388092,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,15638911.539040899,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,15647723.107491903,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,15650945.042879164,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,15714299.682401313,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,15803230.029238453,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,15817882.749367593,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,15887777.438323338,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,15941208.42753393,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,16127885.80146368,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,16442611.855385212,0.14285714285714285
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,16443739.288791345,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,16493253.309022252,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,16544829.833257951,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,16601963.956111683,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,16652101.117902935,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,16674357.114938021,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,16694221.366761224,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,16694221.366761224,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,16999516.746547718,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,17056976.748248529,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,17601832.700180713,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,18054857.582341269,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,18377498.774655294,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,18679973.146613002,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,18737051.964965552,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,18828603.433546621,0.14285714285714285
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,19710947.439825334,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,19710947.439825334,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,19853496.718899418,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,19952725.776078898,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,20573640.192340076,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,20812753.295841891,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,21530539.282583702,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,22060903.932955507,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,23250014.575382013,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,24255674.398961231,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,25454816.52808192,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,26198121.929922104,0.14285714285714285
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,27970557.235208947,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,30152677.608479943,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,552665171.26696253,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,598250992.13738978,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,628837620.82920039,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,634305008.06840181,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,652256940.53479183,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,655095689.35477316,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,692445250.27639413,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,713253219.84434056,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,717824859.31509578,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,730864023.11187887,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,773491816.67832756,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,776071766.29581404,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,777609992.00479865,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,813186297.28958988,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,817336079.36543882,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,828377067.67452955,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,830252162.47851002,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,839476834.51977301,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,847509554.33358312,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,851875547.82483137,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,866071882.09130776,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,866585023.71669078,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,907346532.36359692,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,911972033.93274283,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,922972786.94575334,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,942173054.5254879,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,958957509.27802527,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,974249480.72817755,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,1000624265.3233446,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,1002664433.838213,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,1007001469.133715,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,1039064554.1787286,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,1047502695.9331557,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,1050385997.5238738,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,1078886403.2827733,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,1080764689.5495293,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,1085989718.3193011,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,1108001720.5018058,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,1120244553.8656039,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,1130106157.8401473,0.14285714285714285
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,1144724319.1804147,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,1206235923.5059788,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,1211151995.1966398,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,1222366172.5694079,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,1226913567.7277291,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,1227234430.8550861,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,1229651113.9979317,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,1249065008.0185816,0.2857142857142857
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,1249205445.9114149,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,1251462008.4257407,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,1264499856.036536,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,1277660465.5590203,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,1286921508.4295344,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,1290504162.1793044,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,1306908302.7429967,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,1334069566.4530497,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,1335122975.6429629,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,1336107439.9369431,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,1337013781.8594856,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,1348274074.2333057,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,1349449934.821013,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,1354738479.8273087,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,1354738479.8273087,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,1362466069.7763863,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,1362862134.2955499,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,1377470029.6653197,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,1379391985.1589184,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,1379887578.1833394,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,1384931774.6569042,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,1387411785.3096838,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,1410263222.2261655,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,1411379044.4971662,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,1412238438.6222019,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,1437777881.697427,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,1440291519.7705636,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,1448378276.905293,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,1448980460.9195943,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,1457888916.6770184,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,1461090317.319258,0.0
