吉日良辰当欢笑,2,吉日良辰当欢笑，
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,15454577.141970968,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,15479087.546753436,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,15492932.065947914,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,15637344.21885437,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,15727484.566270029,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,15779010.665429097,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,15864091.534868775,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,15892301.06230166,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,15974474.653495794,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,15978744.320777208,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,16032004.08346504,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,16054538.438232547,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,16142625.814151291,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,16187328.113249931,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,16256293.292478634,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,16329053.82356762,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,16414328.227548275,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,16496692.48471876,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,16523226.824778933,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,16547942.661661681,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,16595790.989160473,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,16744188.555200322,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,16768913.41318921,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,16879987.5775478,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,16890296.790164445,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,16991951.878853075,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,17090115.316801593,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,17160651.395480704,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,17230011.860738769,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,17394690.58227478,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,17464512.18922282,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,17528740.412790619,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,17547136.656655993,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,17640262.810316604,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,17644777.599615425,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,17672172.170639958,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,17684590.237668347,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,17730316.925474863,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,17882892.679002747,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,17888509.479112502,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,17894046.661098953,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,17923530.239322796,0.2857142857142857
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,17959464.605490379,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,18110833.312936757,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,18257263.989862446,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,18288185.788671225,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,18341441.591785099,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,18383388.938081011,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,18543205.662224699,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,18572814.583821084,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,18897850.293785982,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,18970870.675830711,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,19017623.660480358,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,19241682.432612337,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,19338672.976490788,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,19439815.767893482,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,19675807.840836011,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,19705056.543257482,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,19758140.410602238,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,19785244.92072653,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,19864676.243077859,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,19870552.485193435,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,19915614.708408501,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,19956553.793840483,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,20002420.955961455,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,20057939.484642468,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,20126224.203812066,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,20155390.148683831,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,20300328.726590373,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,20608613.861088164,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,20617305.561444506,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,20665034.91677732,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,20728456.031087957,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,20816685.679282323,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,20840377.092650093,0.14285714285714285
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,20911636.192937203,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,20920375.034935176,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,20969525.947360985,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,21091032.104970753,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,21100317.308661055,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,21273263.084147174,0.14285714285714285
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,21313488.609317597,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,21393810.750263225,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,21396725.921291552,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,21431377.32996697,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,21513116.896337893,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,21527138.052929353,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,21799554.0593298,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,21809297.672566418,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,21853918.636103414,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,21882687.989584889,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,22004832.844480585,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,22019775.318510305,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,22345107.767010339,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,22409233.332420439,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,22430446.496812239,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,22707968.325798512,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,22910045.824218221,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,22953015.92960839,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,22966090.489264637,0.14285714285714285
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,22969359.306441225,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,22980955.047479004,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,23112973.827035867,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,23212835.530189194,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,23247420.529317014,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,23247420.529317014,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,23368285.649417728,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,23554091.704768274,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,23616338.24525591,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,23629239.018981908,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,23896624.237120703,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,23917837.368170392,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,24303368.919244234,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,24312202.086026248,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,24392614.538197938,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,24503767.713747542,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,24560280.667536784,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,25071367.551860638,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,25528229.907858569,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,25596621.876897018,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,26772278.156796016,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,27070684.392114531,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,27106732.463946138,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,27312786.107558049,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,27342577.07000269,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,27350020.711034209,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,27423083.263608273,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,27448707.138156388,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,27575225.640673257,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,27679785.330292035,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,27790365.292682063,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,28014415.644376624,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,28104819.772155613,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,28210043.150882129,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,28403365.719306968,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,28838817.364460543,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,28930052.848845623,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,29240448.329501126,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,29314187.840168297,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,29723776.635114357,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,29776414.145076957,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,30008195.059664302,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,30074333.184285212,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,30142055.575191423,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,30381803.866634961,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,30416960.492800735,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,30482044.599866405,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,30847640.635677584,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,32417398.971437294,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,32982112.260276459,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,33468094.779414847,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,33546352.970216792,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,33656914.149365544,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,34084362.554265827,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,34089784.858757995,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,34164062.493226014,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,35126035.388210505,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,36010156.508990228,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,36096624.013216063,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,37697556.991430618,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,37697556.991430618,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,37976258.240941972,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,38268745.182630643,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,38465126.582405597,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,38702427.87086127,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,39031472.716581352,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,39190152.717842102,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,39327551.416606531,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,39342282.963416375,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,39351870.956133761,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,39511020.415918827,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,39746380.741536111,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,43293192.127564482,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,44092574.743590616,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,44092574.743590616,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,47151267.269569524,0.14285714285714285
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,48004467.956468955,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,49821140.412824295,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,334656832.03514677,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,367644276.36568969,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,368304998.7870813,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,370061396.81029207,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,390057528.35723001,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,404811614.08881551,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,404820100.7725696,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,405407526.53721189,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,406313647.83242595,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,409873317.2783975,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,415807605.01270258,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,417256686.81293124,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,424948693.56334132,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,439773354.61639994,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,440619814.67036802,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,452767106.13636363,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,461447953.81384856,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,465958787.54396647,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,466585821.13703668,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,471965405.55990577,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,482603979.1019364,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,483640919.56828314,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,490429112.85300428,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,511981700.71536601,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,513290616.74254197,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,524376600.20116591,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,524397533.68395716,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,527749439.26497489,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,530767283.98866576,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,535706061.2009303,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,538320433.56581295,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,546416234.51381421,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,549893718.72600782,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,556123393.94667482,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,558835668.80446041,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,566661630.77844703,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,571195736.38775563,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,572521841.02560329,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,572618195.30932987,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,574924380.29489481,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,579154223.92636025,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,579473757.99150681,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,579546981.6115787,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,593528775.51483345,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,597552767.97139728,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,598962331.73968112,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,600428557.01966798,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,601774810.28709865,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,622676986.13618517,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,624000556.43159366,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,629510777.49811482,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,632165095.26358604,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,635219973.79618108,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,642617598.17225969,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,645085898.74820578,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,645419715.2990222,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,646041483.4957602,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,646090631.98111856,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,647517182.65034759,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,647974400.69062281,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,650883707.76122928,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,654732472.52047873,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,676075513.56627548,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,678351614.7937206,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,678834566.78397679,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,683499756.4408828,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,684779265.9666568,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,692671297.18585312,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,693753467.12964106,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,693776493.62300277,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,693873216.07374024,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,697991177.17017424,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,698043904.15432763,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,698287612.98077917,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,698681685.81617975,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,714844497.61202347,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,717935735.32627988,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,723906738.63443661,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,725671330.76699722,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,750284588.16562676,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,751026981.22789967,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,762044593.03167248,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,762044593.03167248,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,767064074.79272664,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,768447935.04428637,0.14285714285714285
