海岛冰轮初转腾,0,海岛冰轮初转腾；
daxp-ZhiJianTa-WangJiangTing.xml_5,隐情不敢实告妻。,9220852.0875875298,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,9221927.7470513694,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,9241282.8867701907,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,9253106.805839736,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,9262694.3707666043,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,9263727.6225632969,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,9274339.8492196761,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,9278068.8853576053,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,9301564.6354943886,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,9312354.464648921,0.14285714285714285
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,9321305.056876665,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,9363405.7420840822,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,9385088.4962178022,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,9418704.396602083,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,9459253.8366796691,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,9473461.3019518107,0.0
daxp-WoZhuYe-SiLangTanMu.xml_4,叫番儿忙摆驾银安殿，,9516413.7625804786,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,9537155.712672852,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,9577122.1876206677,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,9607729.8063725345,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,9608818.8360343296,0.14285714285714285
danbz-KanDaWang-BaWangBieJi.xml_1,我这里出帐外且散愁情。,9634275.8618003987,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,9668076.9459081329,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,9677896.0806830171,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,9690557.5409619138,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,9695116.9490465932,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,9737576.0906722508,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,9737637.4355711844,0.0
daspd-DuShouKong-WangJiangTing.xml_3,为避狂徒到此间。,9739291.8573574983,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,9741601.9941931423,0.0
daxp-JiaoZhangSheng-HongNiang.xml_2,放大胆忍气吞声休害怕，,9750509.7316523883,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,9765674.3695039693,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,9784716.9715060368,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,9860448.4265670497,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,9879370.7868697438,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,9898334.328294741,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,9981634.4036591519,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,10038534.370464811,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,10094640.210350931,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,10116950.849746224,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,10123528.710981587,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,10123598.41103306,0.0
daxp-ZheCaiShi-SuoLinNang.xml_1,不想团圆在今朝。,10123598.41103306,0.0
daspd-DuShouKong-WangJiangTing.xml_1,芳心寂寞有谁怜，,10139378.183113556,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,10140423.909247691,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,10148822.26548562,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,10149778.731056213,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,10151436.02767181,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,10152217.949906323,0.0
daxp-ZheCaiShi-SuoLinNang.xml_2,回首繁华如梦渺，,10183795.14225118,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,10187972.549190832,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,10215610.067470348,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,10231939.005511237,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,10249344.816421473,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,10260746.414581468,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,10263813.545218015,0.14285714285714285
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,10277562.943001062,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,10312270.347759893,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,10315762.488442536,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,10345802.146101568,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,10347224.725344947,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,10349432.60383668,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,10353315.039885383,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,10369517.577127252,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,10374638.560314951,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,10374638.560314951,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,10387912.047639105,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,10411227.798871333,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,10420535.229184592,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,10464977.147176377,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,10468174.61953227,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,10508603.192445574,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,10523993.761604132,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,10554150.986584283,0.0
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,10568576.624162825,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,10588587.843287049,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,10614692.235985739,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,10615907.659941358,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,10635222.313322352,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,10637979.812790044,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,10642077.490204651,0.0
daxp-JiaoZhangSheng-HongNiang.xml_0,叫张生隐藏在棋盘之下，,10659284.90636009,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,10664954.510808475,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,10676729.760935087,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,10687848.376020951,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_4,原来是不耐烦已经睡困，,10691460.902270248,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,10696039.434344694,0.0
daxp-ZheCaiShi-SuoLinNang.xml_3,残生一线付惊涛。,10710951.958564546,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,10763611.023893973,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,10772473.167986676,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,10782936.0052744,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,10792532.056106841,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,10820087.781663802,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,10830681.946172854,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,10841067.374706781,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,10928623.761451265,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,10972671.565240331,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,11013794.352270253,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,11025752.3010998,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,11046930.801433923,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,11095021.958647544,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,11122586.21563565,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,11124342.029771447,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,11135200.394853871,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,11135200.394853871,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,11143910.019005947,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,11162082.212622464,0.14285714285714285
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,11175050.990103258,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,11235108.685557237,0.0
daxp-JiaoZhangSheng-HongNiang.xml_1,我步步行来你步步爬。,11249301.504310347,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,11273399.747042252,0.0
daxp-GuanShiYin-TianNvSanHua.xml_2,菩提树薝卜花千枝掩映，,11295860.77099858,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,11309834.446305227,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_5,恰便似嫦娥离月宫，,11313978.069944585,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,11317405.770951228,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_2,那冰轮离海岛，,11350417.527813343,0.5714285714285714
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,11438166.596960725,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,11495846.836287923,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,11609907.59934078,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,11627688.38158278,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,11632285.908630544,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,11647640.996767117,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_3,乾坤分外明，,11648034.551422196,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,11744491.623439506,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,11747337.891724633,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,11818639.091623522,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,11824698.268037252,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,11841370.857008273,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,11857033.614508478,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,11891680.894256096,0.0
daxp-ZhiJianTa-WangJiangTing.xml_0,只见他一封书信握手里，,11895453.828538744,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,11919639.265561242,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,11940879.292121468,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,11947401.059636809,0.0
daxp-ZhiJianTa-WangJiangTing.xml_1,长吁短叹语声低。,11965609.256617662,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,11989597.34766526,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,12012638.468133876,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,12020161.943074772,0.0
daxp-ZhiJianTa-WangJiangTing.xml_3,害得儿夫犯焦急；,12046809.004394446,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,12052103.003253097,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,12105202.709562279,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,12142931.947905175,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,12161971.489892267,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,12164964.45554539,0.0
daxp-ZhiJianTa-WangJiangTing.xml_6,低下头心生计，,12260104.310250822,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,12410805.896903481,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,12559833.942142071,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,12587808.032566387,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,12627826.19671881,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,12696081.114322402,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,12698268.031830072,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,12761644.735105477,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,12761660.432395706,0.0
daxp-ZhiJianTa-WangJiangTing.xml_2,何人来把书信寄？,12786476.881634684,0.0
daspd-DuShouKong-WangJiangTing.xml_2,孀居愁苦泪洗面，,12808506.552575566,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,12867959.906177945,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,12897218.161632003,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,12965184.882903405,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,13012255.571017025,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,13046015.236848542,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,13054498.091932233,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,13190103.288371276,0.0
daxp-GuanShiYin-TianNvSanHua.xml_6,满眼中清妙景灵光万丈，,13194292.408929566,0.0
daxp-ZhiJianTa-WangJiangTing.xml_4,莫不是平地风波起，,13238383.702817293,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,13297659.289933348,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,13320997.185677735,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,13322860.782459158,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,13359002.527620967,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,13451993.758184984,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,13545635.796047043,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,13824538.58769518,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,14008876.400951831,0.0
daxp-ZhiJianTa-WangJiangTing.xml_8,出二堂深施礼，,14161152.144191576,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,14211716.467962634,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,14246025.249144724,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,14321594.895601602,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,14342461.789516436,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,14507531.786327079,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,14576273.083062619,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,14643899.687262043,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,14643899.687262043,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,14779826.606573906,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,14847728.289496355,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,14947042.652237292,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,14996038.416561214,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,15011301.772650069,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,15087925.039696688,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,15189592.704325592,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,15251938.465554439,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,15301045.556924174,0.0
daxp-ZheCaiShi-SuoLinNang.xml_0,这才是人生难预料，,15320655.346619181,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,15502450.369551141,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,15559857.118928581,0.0
daxp-GuanShiYin-TianNvSanHua.xml_0,观世音满月面珠开妙相，,15621366.384612745,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,15782012.867055697,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,15813376.098033104,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,15841798.05601743,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,16132601.406335682,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,16441229.699174665,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,16521983.856492708,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,16524096.713051757,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,16708329.613347409,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,16837989.851179715,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,16871304.079548422,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,16940182.751124531,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,16994357.983634621,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,17015222.645920515,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,17071009.905195232,0.0
daxp-GuanShiYin-TianNvSanHua.xml_7,催祥云驾瑞彩速赴佛场。,17143494.601021953,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,17151234.717005264,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,17161092.76559015,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,17708838.201376017,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,18208932.628669016,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,18275659.466988742,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,18340355.881250918,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,19089393.974019647,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,19094398.603210438,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,19131030.916605998,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_1,算当初曾经得几晌温存。,19288110.108109698,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,19463827.157282501,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,19463827.157282501,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,19469337.581420217,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,19555485.139321063,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,19907385.677358989,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,20200024.338899802,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,20382825.222863451,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,20404155.881230205,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,21231657.296210602,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,21498905.540150072,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,21891832.532294117,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,22204514.793323014,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,22378623.479457386,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,23149508.106287003,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,23149508.106287003,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,487139076.93219382,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,504163749.37889314,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,530113115.66101372,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,535770095.88673329,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,552283448.21276045,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,581145851.52257037,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,585264164.70283866,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,586134738.57631087,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,587467907.23805857,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,589169316.99230564,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,593266549.46432614,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,593909954.85455167,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,605192623.81328571,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,606006669.2759124,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,607621231.2455461,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,622219212.71804404,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,623359900.04777026,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,624359386.53551042,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,628864940.92162991,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,628960530.66409957,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,630447147.44440591,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,634993980.32997465,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,635451746.50075507,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,641040883.05828619,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,641751455.17311966,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,645779074.9116621,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,646121395.36122406,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,650401935.59857404,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,652328906.77835238,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,655804279.79631293,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,660636379.85194063,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,666072029.15847635,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,669363974.23837364,0.0
