相公你为何不歇息,2,相公你为何不歇息？
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,15465589.892532863,0.125
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,15533243.454034511,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,15555184.815114561,0.125
danbz-BeiJiuChan-ChunGuiMeng.xml_3,莫负他好春宵一刻千金。,15568097.153699705,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,15581119.810099615,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,15595633.504863687,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,15608164.768010018,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,15646315.07020882,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,15734072.333508663,0.125
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,15782500.663415221,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,15815778.426412372,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,15815778.426412372,0.125
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,15846830.388866642,0.125
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,15879397.545092462,0.125
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,15896660.311707864,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,15896660.311707864,0.125
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,15912025.589099782,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,15944868.31487781,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,15953882.273277655,0.125
daxp-ZheCaiShi-SuoLinNang.xml_6,种福得福如此报，,15962244.389977302,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,15977966.506362487,0.0
daspd-DuShouKong-WangJiangTing.xml_2,孀居愁苦泪洗面，,15984822.419998312,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,16015598.98223082,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,16019599.264832333,0.125
daxp-GuanShiYin-TianNvSanHua.xml_4,绿柳枝酒甘露三千界上，,16024008.849202717,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,16027245.170884706,0.125
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,16046174.3087884,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,16070403.626229079,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,16084587.616328157,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,16085812.849505637,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,16094616.175195642,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,16107389.017829916,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,16163695.714417653,0.0
daxp-ZheCaiShi-SuoLinNang.xml_7,愧我当初赠木桃。,16177875.792221848,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,16186762.002529886,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,16187464.221561098,0.125
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,16221853.034151984,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,16232369.54241821,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,16251502.097765017,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,16321373.553389169,0.0
daxp-ZhiJianTa-WangJiangTing.xml_1,长吁短叹语声低。,16418352.95234322,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,16418646.302150518,0.125
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,16487261.524514956,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,16519595.061383642,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,16543220.092418587,0.125
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,16557242.55026185,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,16572359.108291315,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,16589678.776004627,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,16598941.059271708,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,16653669.164644688,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,16681547.039752871,0.125
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,16691145.809769487,0.0
daxp-ZhiJianTa-WangJiangTing.xml_5,隐情不敢实告妻。,16708799.123472646,0.125
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,16718138.04634474,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,16720552.34507714,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,16750635.13915834,0.125
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,16754904.626534073,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,16757009.481094841,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,16810946.851824541,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,16813307.83625618,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,16836450.424196184,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,16849994.941900078,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,16851250.871954493,0.125
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,16864325.443812653,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,16876047.660658196,0.125
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,16885554.955111366,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,16964792.7224003,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,17056063.523024537,0.125
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,17066358.724923048,0.125
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,17086190.491036993,0.0
daxp-JiaoZhangSheng-HongNiang.xml_2,放大胆忍气吞声休害怕，,17101729.682775363,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,17102455.218930256,0.0
daxp-GuanShiYin-TianNvSanHua.xml_0,观世音满月面珠开妙相，,17109629.013291433,0.125
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,17129801.38363209,0.0
danbz-KanDaWang-BaWangBieJi.xml_2,轻移步走向前荒郊站定，,17152597.18515126,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,17194363.235186048,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,17206722.292465363,0.125
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,17240315.187377553,0.0
daxp-ZhiJianTa-WangJiangTing.xml_0,只见他一封书信握手里，,17241771.830563359,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,17317655.028017625,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,17337749.89079402,0.25
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,17356428.58529735,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,17452951.328590389,0.125
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,17454850.463160403,0.125
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,17462152.653341051,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,17477576.755447417,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,17478045.09410673,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,17505003.344734121,0.125
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,17559426.226949472,0.125
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,17604351.097483501,0.125
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,17612509.136587378,0.0
daspd-DuShouKong-WangJiangTing.xml_1,芳心寂寞有谁怜，,17667284.010151926,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,17675218.191978194,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,17691790.482066315,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,17707670.451904029,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,17745950.474229276,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,17756384.921480119,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,17760650.126987711,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,17771516.758154895,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,17807574.568091817,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,17826615.638076521,0.125
daxp-JiaoZhangSheng-HongNiang.xml_4,这也算是一段风流佳话，,17831911.03524515,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,17902506.750599712,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,17927061.193379104,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,17929593.251430426,0.25
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,17962095.565789144,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,18012843.228161503,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,18026663.947406642,0.0
daxp-ZheCaiShi-SuoLinNang.xml_2,回首繁华如梦渺，,18034714.900600374,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,18047937.020298131,0.25
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,18312649.656278916,0.125
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,18389789.355048262,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,18423878.237154301,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,18434430.685092371,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,18441420.409652241,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_6,奴似嫦娥离月宫。,18512038.668214191,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,18515875.513767153,0.25
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,18574522.095972236,0.125
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,18667129.563323352,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,18683136.565781895,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,18719328.290573034,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,18774570.456566073,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,18822086.816647265,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,18846013.870941676,0.25
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,18877656.852186188,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,18942841.909325812,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,19151285.124525513,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,19167661.78998515,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,19184352.024044778,0.125
daxp-JiaoZhangSheng-HongNiang.xml_3,这件事倒叫我心乱如麻。,19217843.177743647,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,19252803.417550199,0.125
daxp-JiaoZhangSheng-HongNiang.xml_5,听号令且莫要惊动了她。,19289216.916147444,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,19337003.438111406,0.125
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,19380792.046603285,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,19382849.783837836,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,19411932.124446172,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,19556625.289210323,0.25
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,19631490.022321627,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,19666480.33852135,0.125
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,19672066.165115356,0.125
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,19768089.024674196,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,19797334.595419277,0.125
daxp-ZhiJianTa-WangJiangTing.xml_8,出二堂深施礼，,19808695.360359106,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,19839670.343378864,0.0
daxp-ZhiJianTa-WangJiangTing.xml_6,低下头心生计，,20062233.920587078,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,20083344.438149702,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,20160949.990765288,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,20161180.079902295,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,20211999.804805923,0.125
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,20251013.364213645,0.125
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,20313236.484648693,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,20320737.868006531,0.125
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,20345656.869571939,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,20361516.322114609,0.125
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,20482379.274883855,0.125
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,20489270.992837194,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,20525737.293249674,0.125
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,20617912.269247826,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,20673376.083054274,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,20688629.533572547,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,20728533.348738559,0.125
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,20789637.607275963,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,20882872.160387166,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,21050667.438859567,0.25
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_0,海岛冰轮初转腾；,21051754.708120108,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,21110773.424504329,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,21114016.69058593,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,21131057.836780015,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,21180292.97594412,0.125
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,21180292.97594412,0.125
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,21195230.185918696,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,21342533.737601198,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,21391256.142696001,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,21580489.04945787,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,21592792.749123327,0.125
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,21599602.351279899,0.125
daxp-GuanShiYin-TianNvSanHua.xml_2,菩提树薝卜花千枝掩映，,21618678.396828029,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,21620689.443348952,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,21664194.344349075,0.125
daxp-GuanShiYin-TianNvSanHua.xml_3,白鹦鹉与仙鸟在灵岩神岘上下飞翔；,21753136.724489097,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,21888038.177769329,0.0
daxp-ZhiJianTa-WangJiangTing.xml_3,害得儿夫犯焦急；,22023395.569516096,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,22093634.281306077,0.125
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,22102522.550543927,0.125
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,22125059.843076747,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,22125353.516405262,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,22209464.250929948,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,22242453.495159041,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,22276125.346000798,0.25
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,22302979.589048963,0.125
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,22317336.843822945,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,22345613.760941513,0.125
daxp-ZheCaiShi-SuoLinNang.xml_0,这才是人生难预料，,22358684.786662772,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,22361369.718653902,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,22427524.442461915,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,22434421.639707584,0.125
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,22454360.139190312,0.125
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,22573486.610553838,0.125
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,22908789.091281701,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,23013914.517454319,0.125
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,23059157.324494954,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,23095870.407151375,0.125
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,23108190.762080885,0.125
danbz-KanDaWang-BaWangBieJi.xml_1,我这里出帐外且散愁情。,23146988.50944607,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,23428357.032594535,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,23951188.190626513,0.0
daxp-ZhiJianTa-WangJiangTing.xml_7,何必独自就暗猜疑。,24039069.250354085,0.125
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,24140268.983634174,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,24233218.390612353,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,24343346.847686827,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,24502916.741163425,0.25
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,24508866.699055426,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,24727121.339106824,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,24727121.339106824,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,24854676.182067178,0.125
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,24861020.214379273,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,25439400.247109499,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,25651629.610892922,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,26100909.372514423,0.125
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,26185419.730415903,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,26667004.503990669,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,26859210.284829073,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,27077144.323722146,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,27809463.211904787,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,28118045.7269204,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,28249986.683761571,0.125
daxp-ZheCaiShi-SuoLinNang.xml_3,残生一线付惊涛。,28485253.112721916,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_4,皓月当空，,29175036.152283195,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,46395107.762476489,0.125
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,58023052.060654052,0.125
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,58429704.548003763,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,58575090.924062014,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,59112283.22059799,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,59625182.660273746,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,60295491.48170194,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,60660887.183252305,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,62163918.881392337,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,62207084.847731136,0.25
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,62400456.975821756,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,62400456.975821756,0.125
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,62644262.879132666,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,62978381.614625573,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,63342028.409288034,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,63417415.637309909,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,63629430.203309722,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,63721233.534262009,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,65564476.403503552,0.125
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,65942633.702925242,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,66042879.112072796,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,66412185.463323936,0.125
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,66533243.463591367,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,66657982.727944359,0.125
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,66703483.86128518,0.125
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,67293570.047959253,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,68070961.067249671,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,68489905.704510853,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,68985768.810113207,0.125
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,69307439.122845754,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,70087843.167613104,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,70495846.413048521,0.125
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,70497973.135998249,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,71063371.273771793,0.125
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,71134599.145789668,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,71434476.108893961,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,71522322.810043707,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,71558008.015758216,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,71907354.393405825,0.0
