寸土怎能够属于他人,1,寸土怎能够属于他人。
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,7626113.0119653093,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,7630479.7812304087,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,7646076.7447820175,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,7655159.3057778692,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,7658862.5040470017,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,7658885.7480230592,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,7669129.4174884083,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,7670248.9500481533,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,7692104.0767064067,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,7694071.732005192,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,7721838.108840961,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,7721838.108840961,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,7736741.1436527381,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,7746997.9665379291,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,7748500.1905405056,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,7783738.0147093218,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,7791113.8242571224,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,7791113.8242571224,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,7805225.394428202,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,7806062.0569285899,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,7808162.8758300105,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,7809637.2982772049,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,7815805.6156747304,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,7895941.6536275232,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,7972698.315308868,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,7987142.1384635633,0.1111111111111111
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,7990751.4535762435,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,8020511.1516423756,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,8044142.1040387442,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,8132599.7417193139,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,8139246.4875218654,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,8149619.4216690548,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,8169867.2089173142,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,8184230.0309928423,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,8203839.2953827381,0.1111111111111111
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,8233090.8638441842,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,8236641.3032528339,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,8254774.6412446816,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,8256248.3335132431,0.1111111111111111
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,8357242.277626521,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,8424734.5917203818,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,8437042.1171417814,0.2222222222222222
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,8463534.5126674846,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,8473839.0070242584,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,8483050.19403903,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,8484732.1533399988,0.1111111111111111
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,8490613.503522737,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,8495490.1948212143,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,8503795.8269783687,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,8522885.8238638379,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,8551978.2418700196,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,8597737.6253924128,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,8609340.4530578535,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,8651943.4994479287,0.1111111111111111
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,8680119.5425243806,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,8707578.2397759948,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,8735380.9672705941,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,8768838.2131293323,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,8771362.0987146739,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,8786641.3644864112,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,8790054.1673962735,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,8793117.5297795013,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,8832014.4335324932,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,8868721.6591252964,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,8877559.9488944542,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,8933809.5626832042,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,8961862.5318992771,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,8976240.5323591232,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,8986193.2101891581,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,9007426.8506572247,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,9037503.1779845357,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,9061638.7692277245,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,9076536.7392973546,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,9086921.5285915937,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,9113333.410570154,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,9227246.2534893937,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,9229195.8348535858,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,9245090.1150402464,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,9322584.155383667,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,9406271.1880276166,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,9408152.5278352406,0.1111111111111111
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,9440329.1631131824,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,9444858.1899577621,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,9456777.5233672522,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,9457968.2537204754,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,9507266.2074938361,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,9516472.6728490517,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,9543928.175227005,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,9570851.3014512639,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,9618454.9359154385,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,9702069.7917769365,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,9763265.0017954558,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,9765295.2499241941,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,9822295.6086459626,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,9853679.9253099188,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,9868606.3073731363,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,9878936.1353690289,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,9954718.8900480606,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,10006227.353976935,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,10041787.248931685,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,10052363.111110108,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,10052363.111110108,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,10064513.457941912,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,10165010.516027775,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,10171503.898964116,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,10199429.171552546,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,10225730.15403101,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,10232575.888719447,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,10274396.963604437,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,10297242.139883941,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,10422467.169085816,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,10535874.853451738,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,10597973.305630621,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,10708554.511464275,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,10769281.065643858,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,10886167.594457576,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,10938520.794681553,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,11055827.42175064,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,11074083.39261396,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,11113814.594036454,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,11153130.855881963,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,11178450.447691558,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,11221971.079952402,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,11225155.908382846,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,11255970.960249752,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,11264550.505910873,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,11290947.96091775,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,11327658.243033579,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,11346798.732913299,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,11382305.635581302,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,11529607.328654103,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,11561294.054721702,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,11763722.052950937,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,11765237.962316656,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,11817216.67876392,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,12032995.976861278,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,12065146.182157123,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,12172022.977877976,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,12178419.843145534,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,12210898.042079013,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,12359625.993701892,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,12453108.274459226,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,12453108.274459226,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,12686542.738316545,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,12924653.837939544,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,13023870.017944222,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,13070082.977894925,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,13157577.177585857,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,13258571.185034631,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,13469438.269198224,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,13673782.464856099,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,13751506.160909526,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,13788958.099499544,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,13797647.511244817,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,13934418.907992894,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,14002034.765404079,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,14426298.019300004,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,14455626.328832548,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,14473238.815462595,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,14536871.21679581,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,14969765.806345386,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,14969765.806345386,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,15110286.145204473,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,15152890.906749835,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,15194545.159914263,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,15275338.46386053,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,15556989.533728918,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,15691524.090430479,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,15734824.159888148,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,15737532.191674443,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,15837989.60781312,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,15867103.390810803,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,16387441.130863218,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,19630715.060373664,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,19635719.872870374,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,19909531.230681416,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,21383852.988221802,0.1111111111111111
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,21787599.816876888,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,22567105.012817837,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,29202740.81793832,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,267145606.94768372,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,334915435.23403442,0.1111111111111111
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,355270081.94211781,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,361512083.26691896,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,400037253.74526322,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,420106410.19597811,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,422033932.33004665,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,444940583.46628112,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,463479576.14234674,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,472791810.99790353,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,497729234.74282533,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,505288603.30536389,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,509014318.17055202,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,520843997.4951905,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,520843997.4951905,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,523783350.89476168,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,526922948.99541438,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,542333400.31398714,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,565643987.28581429,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,597637003.219751,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,605374085.68128514,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,606772410.89095557,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,607533838.96988738,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,613246630.77298355,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,616544808.23578131,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,621779488.57458079,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,628469444.39019406,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,630099125.26022696,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,639594583.78516459,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,669696920.71163404,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,669951087.31566083,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,672750109.97848749,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,679456558.05091584,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,681297772.02358782,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,695725072.73838067,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,702593228.30175042,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,711318006.78797174,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,714851093.84162581,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,731328487.48408937,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,731859856.43593645,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,733498080.37249494,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,744977432.07899308,0.2222222222222222
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,748706154.44119096,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,755568277.56384623,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,764204484.63899994,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,782804836.89167106,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,784951265.778216,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,800122423.07642949,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,808941083.14315557,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,812738806.14791167,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,829478689.83129656,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,834810062.23391807,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,836996238.20819461,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,842606860.30866444,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,847550257.42461801,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,851374988.5504123,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,851986940.76230502,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,854166734.40789402,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,862176071.42428708,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,872495747.82279384,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,873174881.69240844,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,873178475.22585201,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,879465297.83782065,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,880080571.71704996,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,886973834.83614504,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,888865444.41578782,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,889254425.19167197,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,904205145.48840404,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,905037553.87993681,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,918365046.12463343,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,918459670.6413101,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,926194584.11661565,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,926194584.11661565,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,936826868.21746063,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,938621676.15565526,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,948639780.81681049,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,954965143.37015605,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,958804360.11216033,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,962641100.04923236,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,964405266.22686636,0.0
