也有失意痛哭嚎啕,40,也有失意痛哭嚎啕，
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,13353773.45464384,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,13364892.708644852,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,13419988.426713701,0.125
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,13444989.272408988,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,13501310.998832922,0.125
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,13522673.396218322,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,13535393.599303005,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,13566615.242635507,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,13656489.063776312,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,13747040.134051336,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,13750399.247335622,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,13752020.107365115,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,13753321.968873801,0.125
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,13802416.344903892,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,13803529.617371272,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,13832444.825279498,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,13863624.346917877,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,13947744.378471401,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,13968723.590230696,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,14037187.39001267,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,14122524.89251506,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,14127260.148479523,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,14236041.476586794,0.125
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,14272561.27732289,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,14292090.467928352,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,14313755.128208172,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,14328632.912368402,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,14430629.672317673,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,14443152.01211719,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,14514959.847778283,0.125
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,14519667.696578631,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,14575565.653077919,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,14642170.718098193,0.125
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,14661933.033977086,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,14721689.419869017,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,14784500.093419963,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,14881536.752027815,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,14929618.105143661,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,15013155.124952566,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,15118195.224616153,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,15162934.757184351,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,15253742.981158398,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,15276931.638546092,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,15388056.155111471,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,15520595.968667692,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,15567546.132340413,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,15567546.132340413,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,15704675.733966725,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,15857820.326164255,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,15876824.207261257,0.125
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,15936866.896310944,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,15943210.444099473,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,15977061.979056573,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,15983832.654534087,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,16060307.584007846,0.125
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,16145495.397360416,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,16158819.49434069,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,16207077.440116046,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,16208677.742148921,0.125
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,16214719.644686025,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,16241311.468003018,0.125
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,16316213.18056001,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,16392908.312274331,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,16450534.389656361,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,16619481.63269265,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,16654376.770618575,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,16690221.055313693,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,16830450.383801848,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,16933952.517002892,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,16986220.018867347,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,16997629.35572584,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,16997629.35572584,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,17015525.255101278,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,17019301.173191078,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,17049505.421521384,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,17107687.165273659,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,17255379.175217401,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,17275057.811303139,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,17291177.695437107,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,17291436.004484102,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,17399347.748828791,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,17480015.370162621,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,17490422.549895227,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,17527941.4203442,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,17543428.65659824,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,17554119.202074327,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,17604135.738082293,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,17741554.386422124,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,17851050.364807319,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,18115993.113693319,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,18139778.768439889,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,18187648.391686041,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,18292069.272246197,0.125
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,18386514.636736449,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,18454012.267404757,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,18521821.646718066,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,18526494.803578585,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,18768596.512327511,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,18836408.55830447,0.125
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,18906835.162994102,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,18952116.99583894,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,19006737.425347432,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,19017185.340132315,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,19148554.545397565,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,19233613.481913865,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,19253417.507005565,0.125
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,19460853.786500849,0.125
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,19478566.6025897,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,19478566.6025897,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,19567091.855180945,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,19585815.440671511,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,19670545.04934616,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,19751529.965675853,0.125
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,20010707.603093773,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,20054552.295586001,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,20311483.730349209,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,20517089.574617427,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,20605877.916731801,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,20611141.710738964,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,20708962.583437797,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,20800354.686402757,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,20834318.498404324,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,20834318.498404324,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,21029487.780231718,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,21063061.693625655,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,21101993.79043952,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,21157635.444106493,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,21292166.028468385,0.125
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,21311643.085671082,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,21481572.315569758,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,21516290.338797159,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,21551210.725106627,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,21699464.665169004,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,21773026.497383181,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,21775397.294871777,0.125
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,22374221.224832572,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,22460078.176429983,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,22469796.179584645,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,22510312.110968377,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,22733564.567581531,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,22789599.560401231,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,22895895.311661929,0.125
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,23047907.080473326,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,23182346.304969691,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,23336241.875217885,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,23442400.159407839,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,23924714.29038474,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,24336700.507746659,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,24370461.032341149,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,24391451.181086514,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,24415173.929856405,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,24415173.929856405,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,24528890.088819616,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,24548020.521246497,0.125
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,24685424.011313301,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,24742299.196118709,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,24790749.662697662,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,24885063.0120182,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,25360461.299853239,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,25394894.868298821,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,25965605.32199984,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,26043342.508193806,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,26044916.614670273,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,26117721.290956479,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,26243321.45094984,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,27111289.984915141,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,27271774.322044548,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,27783541.456496671,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,30154712.462951824,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,31052871.728225805,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,32526932.162803423,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,33168495.301305197,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,34976751.518859334,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,36171538.096898705,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,36199549.820932098,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,36278241.440650962,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,36549686.646560624,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,37354616.074496157,0.125
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,37488071.238701992,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,37512509.602804825,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,38797926.345353417,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,38982410.870741941,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,39276688.906442754,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,42100910.444136836,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,42169768.002946757,0.125
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,44286467.773127794,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,44412486.481467389,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,44420435.373355627,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,44548532.234645531,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,45309076.283199281,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,46523174.964748748,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,46832074.215376534,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,48891511.758791946,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,49973833.357596643,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,50131451.68073561,0.125
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,50282588.611745201,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,50307354.583643101,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,51351818.824415229,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,52239549.334501006,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,52918821.504954137,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,53192275.35839317,0.125
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,53569219.374243334,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,54439478.638222873,0.125
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,54643998.278585255,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,55163362.690422431,0.125
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,55395628.267239608,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,55535356.548367135,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,56611027.219381042,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,57456721.753168523,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,57700323.195416018,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,58944523.839214683,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,59072577.797146864,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,59395769.730797075,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,59395769.730797075,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,59594011.627044991,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,59733763.210966155,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,59888225.310699828,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,60330058.773707308,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,60492363.732122324,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,60734594.500520565,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,60808052.559944376,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,61380046.567678288,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,61457744.406567782,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,61616281.540817238,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,61665810.503579102,0.125
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,61808436.60860534,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,62283650.727889143,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,65629759.566162549,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,65655798.776094012,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,65943870.803938575,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,66013949.997655831,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,67071312.582343884,0.125
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,67193310.7840821,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,67338888.24456571,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,67783612.707739636,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,68686100.209600106,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,68686100.209600106,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,68890794.739906892,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,69194501.737915576,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,70272015.202657059,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,70343908.313020602,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,70409757.562951446,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,70576728.813104093,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,71341076.101011515,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,72131153.680505231,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,72620880.671888694,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,72850326.50877969,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,74056818.244189888,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,74293250.364853442,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,74863232.459417999,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,74863232.459417999,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,74946212.905218974,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,75355694.996314719,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,75790814.982946351,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,76312425.994461879,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,76364673.110578731,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,76575829.386074483,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,76621049.013280421,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,76805396.957897618,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,77031715.743493736,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,77982140.947617501,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,78117227.245203435,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,78184732.584268957,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,78496814.824681535,0.0
