唤起我破天门壮志凌云,0,唤起我破天门状志凌云。
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,10376776.745586062,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,10384238.110128427,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,10442282.896707989,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,10468802.057035003,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,10514882.504321184,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,10602578.803939944,0.1
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,10648316.050970538,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,10698295.89790187,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,10744621.165864769,0.1
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,10744621.165864769,0.1
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,10760155.848229101,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,10791452.497276278,0.1
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,10828888.371904584,0.1
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,10907242.386541991,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,10929073.986536086,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,10987968.858023258,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,11018332.261168106,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,11034143.871123504,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,11109402.198617877,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,11147793.255303407,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,11148044.69212731,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,11161000.133053999,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,11178434.089686878,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,11182381.34578247,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,11257177.262995746,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,11282667.863187732,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,11292788.340115195,0.1
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,11356954.294841126,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,11530245.281912522,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,11614740.335031666,0.1
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,11616890.988964278,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,11650804.110088123,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,11671942.311200876,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,11752285.267071208,0.1
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,11765444.015689101,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,11786867.819858069,0.1
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,11821124.449154442,0.1
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,11845285.899456952,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,11858762.41353401,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,11951426.19331873,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,11972454.883003555,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,11992514.857156539,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,12117372.995291878,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,12242984.468679629,0.1
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,12298387.006038491,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,12308390.000104986,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,12431748.782443818,0.1
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,12471976.952010976,0.1
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,12568746.760346165,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,12700687.343456423,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,12743089.359421749,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,12746645.458503338,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,12849349.859391099,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,12917477.746092975,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,13012387.094415756,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,13024691.420947706,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,13026005.421490848,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,13044979.386817696,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,13074581.561596913,0.1
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,13197752.99971666,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,13200626.412177648,0.1
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,13223008.373183921,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,13340664.718839495,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,13377371.747558642,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,13399765.164865118,0.1
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,13431818.17653238,0.0
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,13482400.388702875,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,13490421.545979543,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,13509274.24292833,0.2
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,13533294.286107922,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,13545689.813067241,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,13602673.815372512,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,13644797.113126149,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,13832272.703823119,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,14008122.211303411,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,14008930.137957023,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,14119872.630798656,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,14252461.061762197,0.1
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,14265533.364404453,0.2
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,14331016.856630495,0.1
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,14332394.133039812,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,14366757.752571531,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,14381953.44710711,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,14418567.96117714,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,14498431.007348562,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,14520786.87637003,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,14546987.969068024,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,14552879.683368456,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,14578002.101675276,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,14726146.147438684,0.1
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,15142776.141295636,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,15162769.8904853,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,15252969.430869773,0.1
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,15312421.695808817,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,15398940.397043252,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,15407102.21412917,0.2
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,15457865.909881325,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,15525589.954951394,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,15608047.116608812,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,15864790.884251991,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,15906609.386838336,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,16097243.335786439,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,16357701.746406661,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,16375660.46801402,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,16490770.850628771,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,16582359.159916015,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,16611942.189575806,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,16647093.166817285,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,16859837.409519438,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,16913109.643279649,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,17106489.794812623,0.1
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,17211916.344888821,0.1
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,17219946.863452803,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,17609560.022199534,0.1
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,17624261.761641018,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,17659105.234541517,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,17931525.895059846,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,18006558.231617965,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,18169882.431390811,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,18375530.001180094,0.1
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,18375530.001180094,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,18581128.931535434,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,18752670.094329689,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,18926760.290822219,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,18930975.70924345,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,18996577.868421398,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,19006269.935305908,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,19061688.908175528,0.1
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,19191663.211264454,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,19543404.64719753,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,19987554.595657773,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,20079223.68837525,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,20117639.107978508,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,20316148.801793117,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,20337566.730773248,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,20352510.683057517,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,20352542.751262527,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,20353175.173428882,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,20382656.559892692,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,20607495.596006505,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,20692364.182898566,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,20746528.980311476,0.1
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,20948546.412774745,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,21123185.420511778,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,21135565.79584391,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,21194180.825045586,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,21317033.143521886,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,21467723.111293536,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,21538191.195471685,0.1
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,21885162.727046832,0.1
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,22138102.522989914,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,22203789.362101737,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,23246949.114030089,0.1
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,23675981.174802877,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,23922310.233341396,0.1
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,24201230.510279663,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,24762909.122492198,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,24838674.475861721,0.2
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,24883472.584039398,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,24934783.220902242,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,25045346.761078153,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,25207807.360267453,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,25240070.669466641,0.1
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,26045800.57362498,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,27260761.023509286,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,27549210.751210123,0.2
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,27826734.893308133,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,27826734.893308133,0.1
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,28206933.726189796,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,28897901.579827312,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,29224187.547352359,0.1
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,29455680.790444449,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,30975509.157336939,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,30975509.157336939,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,31366521.36045697,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,32367954.99823986,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,33544167.050453134,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,34771755.404058255,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,364936091.21841133,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,401698604.77342951,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,401714293.08956265,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,408500398.07472068,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,416714099.82605237,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,432174601.96475685,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,440274208.63399881,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,450566349.38331312,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,462433988.62217736,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,463724769.23416889,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,466738933.22733992,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,480351476.67397851,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,499873076.90964341,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,516761511.81852907,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,524158063.32989883,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,535177837.81409985,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,542513805.19211376,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,543701189.93491113,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,549729697.63664818,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,553831304.08547139,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,557024187.97652805,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,558675162.06841338,0.1
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,559443556.74135768,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,568484217.23732316,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,568885682.72066963,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,579233343.45349145,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,586452444.49833214,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,593728110.41042435,0.1
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,595139842.81514454,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,596522266.4750222,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,605803146.5664829,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,617431571.53587437,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,617573872.02044356,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,618580100.12937224,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,628433701.81774282,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,630976590.01477551,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,632682789.30106461,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,634810316.51690888,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,636052316.44181871,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,640113155.39011216,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,643695745.27052438,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,643960531.24950898,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,645938118.16231859,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,650744723.32458246,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,652981101.95558274,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,653591046.10559738,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,655427083.28562808,0.1
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,657747181.00647485,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,662747973.06725526,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,664804468.73841476,0.1
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,667060327.21139061,0.1
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,670035940.92461884,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,672580333.78549397,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,673084523.7189374,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,673569448.51063657,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,681381524.80900586,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,682776767.94695711,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,687234889.56348479,0.1
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,691047447.54655552,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,695819834.37999272,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,695970266.7345382,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,696440661.33887303,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,698950803.36836505,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,702939439.49842107,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,703626455.0787102,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,708689343.67498732,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,708975846.20726442,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,709309309.63611078,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,710509783.76651001,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,711682549.56902349,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,713982578.54903436,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,721564462.22102165,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,724461345.53401995,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,731123959.0310061,0.2
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,745321313.75989425,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,746293609.57585454,0.1
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,748369671.62421811,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,757865444.03102565,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,757865444.03102565,0.1
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,761251742.79440117,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,761645848.5489198,0.1
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,764402082.43272352,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,764635621.50616229,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,765215906.03666282,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,765942018.82109129,0.1
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,766129521.61078572,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,766786202.79394829,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,768609182.36425066,0.0
